timestamp,power_kw
2024-02-04 06:00:00,260.8
2024-02-04 07:00:00,278.9
2024-02-04 08:00:00,314.8
2024-02-04 09:00:00,340.9
2024-02-04 10:00:00,356.8
2024-02-04 11:00:00,367.9
2024-02-04 12:00:00,374.8
2024-02-04 13:00:00,372.9
2024-02-04 14:00:00,380.8
2024-02-04 15:00:00,387.9
2024-02-04 16:00:00,394.8
2024-02-04 17:00:00,405.9
2024-02-04 18:00:00,412.8
2024-02-04 19:00:00,408.9
2024-02-04 20:00:00,393.8
2024-02-04 21:00:00,365.9
2024-02-04 22:00:00,328.8
2024-02-04 23:00:00,280.9
2024-02-05 00:00:00,193.8
2024-02-05 01:00:00,179.9
2024-02-05 02:00:00,171.8
2024-02-05 03:00:00,168.9
2024-02-05 04:00:00,173.8
2024-02-05 05:00:00,187.9
2024-02-05 06:00:00,210.8
2024-02-05 07:00:00,248.9
2024-02-05 08:00:00,293.8
2024-02-05 09:00:00,328.9
2024-02-05 10:00:00,345.8
2024-02-05 11:00:00,356.9
2024-02-05 12:00:00,363.8
2024-02-05 13:00:00,361.9
2024-02-05 14:00:00,370.8
2024-02-05 15:00:00,377.9
2024-02-05 16:00:00,385.8
2024-02-05 17:00:00,398.9
2024-02-05 18:00:00,408.8
2024-02-05 19:00:00,402.9
2024-02-05 20:00:00,383.8
2024-02-05 21:00:00,350.9
2024-02-05 22:00:00,306.8
2024-02-05 23:00:00,252.9
2024-02-06 00:00:00,204.8
2024-02-06 01:00:00,191.9
2024-02-06 02:00:00,183.8
2024-02-06 03:00:00,180.9
2024-02-06 04:00:00,185.8
2024-02-06 05:00:00,198.9
2024-02-06 06:00:00,221.8
2024-02-06 07:00:00,259.9
2024-02-06 08:00:00,304.8
2024-02-06 09:00:00,339.9
2024-02-06 10:00:00,356.8
2024-02-06 11:00:00,367.9
2024-02-06 12:00:00,374.8
2024-02-06 13:00:00,372.9
2024-02-06 14:00:00,381.8
2024-02-06 15:00:00,388.9
2024-02-06 16:00:00,396.8
2024-02-06 17:00:00,409.9
2024-02-06 18:00:00,419.8
2024-02-06 19:00:00,413.9
2024-02-06 20:00:00,394.8
2024-02-06 21:00:00,361.9
2024-02-06 22:00:00,317.8
2024-02-06 23:00:00,263.9
2024-02-07 00:00:00,215.8
2024-02-07 01:00:00,202.9
2024-02-07 02:00:00,194.8
2024-02-07 03:00:00,190.9
2024-02-07 04:00:00,195.8
2024-02-07 05:00:00,208.9
2024-02-07 06:00:00,231.8
2024-02-07 07:00:00,269.9
2024-02-07 08:00:00,314.8
2024-02-07 09:00:00,349.9
2024-02-07 10:00:00,366.8
2024-02-07 11:00:00,377.9
2024-02-07 12:00:00,384.8
2024-02-07 13:00:00,382.9
2024-02-07 14:00:00,391.8
2024-02-07 15:00:00,398.9
2024-02-07 16:00:00,406.8
2024-02-07 17:00:00,419.9
2024-02-07 18:00:00,429.8
2024-02-07 19:00:00,423.9
2024-02-07 20:00:00,404.8
2024-02-07 21:00:00,371.9
2024-02-07 22:00:00,327.8
2024-02-07 23:00:00,273.9
