Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
85,-1.019766294,1.343363638,1.066867947,-0.692477889,0.291207598,0.296448348,-0.199089176,0.084893969,-0.743074967,0.319022862,-0.177854088,-0.166651329,-0.208458453,0.568706928,-0.101033551,-0.119250129,-0.212667629,-0.152218931,-0.023291946,0.151233638,0.026831303,0.088632929,-0.141524827,0.016458676,0.100730641,0.094502691,0.141377587,0.065098275,10.99,0
86,1.458441125,-0.666154313,1.362098373,1.115734094,-0.176218405,0.410671098,-0.582729029,0.077918536,-1.013930902,0.550621503,0.238628284,0.398730056,-0.120098285,0.189846683,-0.451326676,-0.096741476,-0.227478604,-0.089746035,0.131333657,-0.091586070,-0.315579720,-0.176706643,-0.360423867,0.043846111,-0.236484881,0.096294809,0.219422230,0.215153147,99.99,0
87,-0.338262038,1.119593276,1.044366554,-0.222187276,-0.449458281,0.262152764,-0.107003726,0.284987730,-0.635447210,-0.417735164,-0.524739832,0.553488088,-0.147482835,0.644583916,0.315927734,0.456360365,-0.110474152,-0.046638668,0.042080684,-0.172736473,-0.030110634,0.071928942,-0.126889797,-0.004631612,0.354896165,0.132576556,0.065511948,-0.018771128,16.00,0
89,1.191857111,0.266150713,0.166480113,0.448154078,0.060017649,-0.082360809,-0.078802983,0.085101655,-0.255425128,-0.166974414,1.612726661,1.065235311,0.489095016,-0.143772296,0.635558093,0.463917041,-0.114804663,-0.183361270,-0.145783041,-0.069083135,-0.225775248,-0.638671953,0.101288021,-0.339846476,0.167170404,0.125894532,-0.008983099,0.014724169,5.99,0
90,-1.359807134,-0.072781173,2.536346738,1.378155224,-0.338320770,0.462387778,0.239598554,0.098697901,0.363786970,0.090794172,-0.551599533,-0.617800856,-0.991389847,-0.311169354,1.468176972,-0.470400525,0.207971242,0.025790650,0.403992960,0.251412098,-0.018306778,0.277837576,-0.110473910,0.066928075,0.128539358,-0.189114844,0.133558377,-0.021053053,19.00,0
93,0.408541843,-1.917790377,1.355891793,-0.496898156,0.173566099,1.059085329,-0.094676954,0.309869342,-0.703897996,0.183384693,-0.055676846,0.043988495,-0.050074843,0.211042174,-0.026122039,-0.087241681,-0.060431457,-0.173558846,0.020049976,0.083619118,-0.011204638,0.128656414,0.027378896,-0.070326606,0.115500071,0.077172673,0.050929987,0.059723438,36.00,0
94,-0.613709213,1.028996197,1.039533089,-0.973440094,0.228198608,0.240933899,-0.357689148,0.079651608,-1.035297959,0.551638308,-0.196089764,-0.222883115,-0.266301738,0.831006923,-0.039862530,-0.119250129,-0.212667629,-0.152218931,-0.023291946,0.045695062,-0.109060814,0.177844453,-0.045755030,-0.018906098,0.025082199,0.100547091,0.194764831,0.068589324,6.48,0
95,-2.302619092,0.660346898,2.074045089,-0.144886050,1.008419534,0.374327302,-0.439299551,0.081083636,-0.965878664,0.634333845,-0.473793535,0.043087752,-0.392088329,0.633722085,-0.143770916,0.026430223,-0.267374638,-0.208037781,-0.499768196,0.210288759,0.190084399,-0.131044828,0.141782396,-0.115904259,0.086312013,0.119681723,0.173586304,0.079816932,10.08,0
96,1.035689526,-1.015378466,0.891024017,0.723426945,-0.290316977,0.301938598,-0.148329765,0.167521453,-0.380838789,-0.077308765,0.208654789,0.152109872,0.113450168,-0.136823698,0.241682889,0.028186071,-0.057253520,-0.070123956,0.046869851,0.101243774,-0.018306778,0.125111635,-0.016934872,-0.035137749,0.141470387,-0.108761567,0.129904738,0.081860513,90.00,0
98,-0.683579017,1.423028877,1.194636739,-0.694750632,0.158464290,0.244945098,-0.208641424,0.165093686,-0.188626926,0.084693169,-0.116117970,-0.260281884,-0.039813923,0.071883154,0.107906067,0.065408621,-0.161235428,-0.238421119,0.154468863,0.127569849,-0.076946768,-0.081653627,-0.139652624,0.009979403,0.023454345,0.100547091,0.194764831,0.068589324,1.68,0
99,1.247614822,-0.133225484,0.481391759,1.071657877,-0.441979089,0.283806764,-0.337716995,0.091361916,-0.018604669,-0.125498092,0.536933598,0.298492601,0.028961935,-0.208660452,0.045699441,0.003502936,-0.064538442,-0.021050097,0.053916608,-0.031813956,-0.123166036,0.099839007,0.222823645,-0.036598468,0.144470387,-0.128761567,0.108904738,0.072860513,63.34,0
102,1.984148734,-1.070064903,0.525035248,-0.152296730,-0.180058564,0.079999089,0.247697850,-0.638224056,0.104288041,0.746629089,-0.154852064,0.047129803,-0.447326962,0.099927802,-0.194269617,0.124786949,0.011958071,-0.015649993,0.173524893,-0.021652609,0.270901043,0.570415771,0.129129748,-0.020687488,0.181311734,0.132576556,0.065511948,-0.018771128,17.00,0
104,-0.529409669,1.181621914,0.973460803,-0.496898156,0.173566099,1.059085329,-0.094676954,0.309869342,-0.703897996,0.183384693,-0.055676846,0.043988495,-0.050074843,0.211042174,-0.026122039,-0.087241681,-0.060431457,-0.173558846,0.020049976,0.083619118,-0.011204638,0.128656414,0.027378896,-0.070326606,0.115500071,0.077172673,0.050929987,0.059723438,27.50,0
105,0.761797616,-1.419014527,1.236451721,-0.863291275,-0.010308829,1.247203110,0.237608940,0.377435875,-1.387024390,-0.054951832,-0.226487264,0.178228225,0.507756869,-0.287924256,-0.631418118,-1.059647038,-0.684092786,1.965775013,-1.232622478,-0.208037781,-0.108300452,0.005273597,-0.190320519,-1.175575221,0.647376035,-0.221928844,0.062722849,0.061457629,58.00,0
107,1.461198488,-0.699891617,1.120437933,0.358431464,-0.371912085,0.281524948,-0.187304547,0.156074799,-0.450422785,0.041693681,0.146073048,0.138086119,0.088322588,-0.176236957,0.220051471,-0.006603552,-0.069685062,-0.081138087,0.039836893,0.095634155,-0.027882996,0.121098368,0.030567815,-0.047086736,0.133596785,0.113389604,0.156180588,0.065098275,15.00,0
108,-1.369484358,1.147075098,1.256451897,-0.619062847,0.291207598,0.296448348,-0.199089176,0.084893969,-0.743074967,0.319022862,-0.177854088,-0.166651329,-0.208458453,0.568706928,-0.101033551,-0.119250129,-0.212667629,-0.152218931,-0.023291946,0.151233638,0.026831303,0.088632929,-0.141524827,0.016458676,0.100730641,0.094502691,0.141377587,0.065098275,11.76,0
110,1.037435862,-1.043678397,0.936024017,0.723426945,-0.290316977,0.301938598,-0.148329765,0.167521453,-0.380838789,-0.077308765,0.208654789,0.152109872,0.113450168,-0.136823698,0.241682889,0.028186071,-0.057253520,-0.070123956,0.046869851,0.101243774,-0.018306778,0.125111635,-0.016934872,-0.035137749,0.141470387,-0.108761567,0.129904738,0.081860513,4.98,0
111,-0.918762373,1.206721826,1.116447933,0.358431464,-0.371912085,0.281524948,-0.187304547,0.156074799,-0.450422785,0.041693681,0.146073048,0.138086119,0.088322588,-0.176236957,0.220051471,-0.006603552,-0.069685062,-0.081138087,0.039836893,0.095634155,-0.027882996,0.121098368,0.030567815,-0.047086736,0.133596785,0.113389604,0.156180588,0.065098275,40.00,0
113,1.458441125,-0.666154313,1.362098373,1.115734094,-0.176218405,0.410671098,-0.582729029,0.077918536,-1.013930902,0.550621503,0.238628284,0.398730056,-0.120098285,0.189846683,-0.451326676,-0.096741476,-0.227478604,-0.089746035,0.131333657,-0.091586070,-0.315579720,-0.176706643,-0.360423867,0.043846111,-0.236484881,0.096294809,0.219422230,0.215153147,0.77,0
