customer_id,avg_order_value,purchase_frequency,days_since_last_purchase,product_diversity,session_duration,email_engagement
632,48.00,2.8,14,5,10.1,0.41
633,169.30,1.2,36,2,16.4,0.71
634,55.80,3.3,10,4,9.2,0.38
635,86.80,0.8,81,5,12.2,0.15
636,191.90,1.5,39,3,20.4,0.74
637,62.30,6.5,5,10,9.9,0.36
638,51.60,2.5,11,4,9.7,0.37
639,183.60,1.4,41,2,19.3,0.72
640,38.40,3.0,9,4,8.1,0.34
641,101.50,0.7,78,5,13.0,0.17
642,162.60,1.1,47,3,15.9,0.69
643,71.10,6.0,4,9,8.8,0.35
644,53.80,2.9,13,5,10.1,0.40
645,201.00,0.9,57,2,21.9,0.78
646,59.70,5.5,7,7,8.8,0.32
647,44.30,3.4,10,4,9.2,0.36
648,96.00,0.8,84,4,12.4,0.13
649,174.70,1.6,33,3,17.2,0.70
650,67.30,6.3,6,10,9.7,0.37
651,49.50,2.6,12,4,10.0,0.38
652,189.50,1.3,37,2,20.1,0.75
653,60.60,5.9,5,8,9.4,0.34
654,99.30,1.0,73,5,13.3,0.18
655,181.30,1.5,42,2,18.7,0.68
656,54.90,3.1,11,5,10.3,0.39
657,79.30,6.7,4,11,8.1,0.31
658,196.60,1.2,38,3,20.8,0.76
659,46.40,2.7,13,4,8.7,0.35
660,89.70,0.9,79,4,11.7,0.16
661,171.50,1.4,30,2,16.8,0.71
662,69.20,5.7,6,8,9.0,0.33
663,51.20,2.8,14,5,10.3,0.41
664,187.10,1.1,43,3,19.2,0.73
665,57.50,3.4,9,4,9.5,0.38
666,87.40,0.8,75,5,12.1,0.17
667,206.30,1.6,34,2,19.9,0.79
668,64.00,6.4,5,10,9.8,0.36
669,47.70,2.5,12,4,9.1,0.37
670,179.70,1.3,35,2,18.9,0.70
671,40.40,2.9,11,4,8.0,0.34
672,105.30,0.7,82,5,13.3,0.15
673,163.20,1.2,46,3,16.1,0.72
674,72.90,6.1,4,9,8.6,0.35
675,53.00,2.4,13,5,9.6,0.40
676,202.90,0.9,58,2,22.3,0.77
677,59.30,5.6,7,7,9.1,0.32
678,44.00,3.1,10,4,8.7,0.36
679,96.70,0.8,80,4,11.8,0.14
680,184.40,1.5,39,3,19.9,0.69
681,66.00,6.8,6,11,10.1,0.37
682,48.80,2.6,12,4,9.9,0.38
683,172.10,1.4,32,2,17.2,0.73
684,58.30,5.4,5,8,9.2,0.34
685,99.00,1.0,76,5,13.4,0.19
686,193.20,1.1,41,2,21.2,0.75
687,55.10,3.2,9,5,10.1,0.39
688,75.10,6.2,4,9,8.3,0.31
689,177.20,1.6,36,3,17.4,0.68
690,42.40,2.7,13,4,9.0,0.35
691,93.00,0.9,77,4,11.8,0.16
692,208.80,1.3,31,3,21.4,0.80
693,65.80,5.8,6,8,9.7,0.33
694,48.70,2.8,14,5,10.2,0.41
695,168.60,1.2,37,2,16.3,0.71
696,56.40,3.3,10,4,9.3,0.38
697,87.50,0.8,81,5,12.3,0.15
698,191.10,1.5,40,3,20.5,0.74
699,62.90,6.5,5,10,10.0,0.36
700,52.30,2.5,11,4,9.8,0.37
701,182.80,1.4,42,2,19.4,0.72
702,39.10,3.0,9,4,8.2,0.34
703,102.30,0.7,78,5,13.1,0.17
704,161.80,1.1,48,3,15.8,0.69
705,71.80,6.0,4,9,8.9,0.35
706,54.50,2.9,13,5,10.2,0.40
707,200.20,0.9,59,2,22.0,0.78
708,60.30,5.5,7,7,8.9,0.32
709,45.00,3.4,10,4,9.3,0.36
710,96.80,0.8,84,4,12.5,0.13
711,173.90,1.6,34,3,17.1,0.70
712,67.90,6.3,6,10,9.8,0.37
713,50.20,2.6,12,4,10.1,0.38
714,188.70,1.3,38,2,20.2,0.75
715,61.20,5.9,5,8,9.5,0.34
716,100.10,1.0,73,5,13.5,0.18
717,180.50,1.5,43,2,18.8,0.68
718,55.60,3.1,11,5,10.4,0.39
719,80.40,6.7,4,11,8.2,0.31
720,195.80,1.2,39,3,20.9,0.76
721,47.10,2.7,13,4,8.8,0.35
722,90.50,0.9,79,4,11.9,0.16
723,170.70,1.4,31,2,16.7,0.71
724,69.80,5.7,6,8,9.1,0.33
725,51.90,2.8,14,5,10.4,0.41
726,186.30,1.1,44,3,19.3,0.73
727,58.10,3.4,9,4,9.6,0.38
728,88.20,0.8,75,5,12.2,0.17
729,205.50,1.6,35,2,19.8,0.79
730,64.60,6.4,5,10,9.9,0.36
731,48.40,2.5,12,4,9.2,0.37
732,178.90,1.3,36,2,19.0,0.70
733,41.10,2.9,11,4,8.1,0.34
734,106.50,0.7,82,5,13.4,0.15
735,162.40,1.2,47,3,16.0,0.72
736,73.60,6.1,4,9,8.7,0.35
737,53.70,2.4,13,5,9.7,0.40
738,202.10,0.9,60,2,22.4,0.77
739,59.90,5.6,7,7,9.2,0.32
740,44.70,3.1,10,4,8.8,0.36
741,97.50,0.8,80,4,11.9,0.14
742,183.60,1.5,40,3,20.0,0.69
