customer_id,transaction_id,amount,transaction_date,product_category
1182,10659,123.00,2023-12-27,Electronics
1197,10660,567.89,2023-01-28,Clothing
1211,10661,345.67,2023-02-28,Books
1226,10662,1200.00,2023-03-28,Sports
1240,10663,567.80,2023-04-28,Home
1255,10664,123.45,2023-05-28,Electronics
1270,10665,890.00,2023-06-28,Clothing
1285,10666,456.78,2023-07-28,Books
1299,10667,234.50,2023-08-28,Sports
1314,10668,789.99,2023-09-28,Home
1329,10669,345.67,2023-10-28,Electronics
1343,10670,1500.00,2023-11-28,Clothing
1358,10671,234.56,2023-12-28,Books
1372,10672,890.00,2023-01-29,Sports
1386,10673,123.00,2023-02-01,Home
1400,10674,567.89,2023-03-02,Electronics
1414,10675,345.67,2023-04-03,Clothing
1428,10676,1200.00,2023-05-04,Books
1442,10677,567.80,2023-06-05,Sports
1455,10678,123.45,2023-07-06,Home
1469,10679,890.00,2023-08-07,Electronics
1483,10680,456.78,2023-09-08,Clothing
1497,10681,234.50,2023-10-09,Books
1035,10682,789.99,2023-11-10,Sports
1053,10683,345.67,2023-12-11,Home
1067,10684,1500.00,2023-01-12,Electronics
1081,10685,234.56,2023-02-13,Clothing
1095,10686,890.00,2023-03-14,Books
1124,10687,123.00,2023-04-15,Sports
1153,10688,567.89,2023-05-16,Home
1168,10689,345.67,2023-06-17,Electronics
1182,10690,1200.00,2023-07-18,Clothing
1197,10691,567.80,2023-08-19,Books
1211,10692,123.45,2023-09-20,Sports
1226,10693,890.00,2023-10-21,Home
1240,10694,456.78,2023-11-22,Electronics
1255,10695,234.50,2023-12-23,Clothing
1270,10696,789.99,2023-01-13,Books
1285,10697,345.67,2023-02-14,Sports
1299,10698,1500.00,2023-03-15,Home
1314,10699,234.56,2023-04-16,Electronics
1329,10700,890.00,2023-05-17,Clothing
1343,10701,123.00,2023-06-18,Books
1358,10702,567.89,2023-07-19,Sports
1372,10703,345.67,2023-08-20,Home
1386,10704,1200.00,2023-09-21,Electronics
1400,10705,567.80,2023-10-22,Clothing
1414,10706,123.45,2023-11-23,Books
1428,10707,890.00,2023-12-24,Sports
1442,10708,456.78,2023-01-14,Home
1455,10709,234.50,2023-02-15,Electronics
1469,10710,789.99,2023-03-16,Clothing
1483,10711,345.67,2023-04-17,Books
1497,10712,1500.00,2023-05-18,Sports
1030,10713,234.56,2023-06-19,Home
1044,10714,890.00,2023-07-20,Electronics
1060,10715,123.00,2023-08-21,Clothing
1072,10716,567.89,2023-09-22,Books
1088,10717,345.67,2023-10-23,Sports
1104,10718,1200.00,2023-11-24,Home
1116,10719,567.80,2023-12-25,Electronics
1133,10720,123.45,2023-01-15,Clothing
1145,10721,890.00,2023-02-16,Books
1162,10722,456.78,2023-03-17,Sports
1174,10723,234.50,2023-04-18,Home
1191,10724,789.99,2023-05-19,Electronics
1203,10725,345.67,2023-06-20,Clothing
1220,10726,1500.00,2023-07-21,Books
1233,10727,234.56,2023-08-22,Sports
1249,10728,890.00,2023-09-23,Home
1262,10729,123.00,2023-10-24,Electronics
1279,10730,567.89,2023-11-25,Clothing
1292,10731,345.67,2023-12-26,Books
1308,10732,1200.00,2023-01-16,Sports
1321,10733,567.80,2023-02-17,Home
1337,10734,123.45,2023-03-18,Electronics
1350,10735,890.00,2023-04-19,Clothing
1365,10736,456.78,2023-05-20,Books
1377,10737,234.50,2023-06-21,Sports
1392,10738,789.99,2023-07-22,Home
1406,10739,345.67,2023-08-23,Electronics
1420,10740,1500.00,2023-09-24,Clothing
1434,10741,234.56,2023-10-25,Books
1448,10742,890.00,2023-11-26,Sports
1461,10743,123.00,2023-12-27,Home
1475,10744,567.89,2023-01-17,Electronics
1489,10745,345.67,2023-02-18,Clothing
1030,10746,1200.00,2023-03-19,Books
1044,10747,567.80,2023-04-20,Sports
1060,10748,123.45,2023-05-21,Home
1072,10749,890.00,2023-06-22,Electronics
1088,10750,456.78,2023-07-23,Clothing
1104,10751,234.50,2023-08-24,Books
1116,10752,789.99,2023-09-25,Sports
1133,10753,345.67,2023-10-26,Home
1145,10754,1500.00,2023-11-27,Electronics
1162,10755,234.56,2023-12-28,Clothing
1174,10756,890.00,2023-01-18,Books
1191,10757,123.00,2023-02-19,Sports
1203,10758,567.89,2023-03-20,Home
1220,10759,345.67,2023-04-21,Electronics
1233,10760,1200.00,2023-05-22,Clothing
1249,10761,567.80,2023-06-23,Books
1262,10762,123.45,2023-07-24,Sports
1279,10763,890.00,2023-08-25,Home
1292,10764,456.78,2023-09-26,Electronics
1308,10765,234.50,2023-10-27,Clothing
1321,10766,789.99,2023-11-28,Books
1337,10767,345.67,2023-12-29,Sports
1350,10768,1500.00,2023-01-19,Home
1365,10769,234.56,2023-02-20,Electronics
1377,10770,890.00,2023-03-21,Clothing
1392,10771,123.00,2023-04-22,Books
1406,10772,567.89,2023-05-23,Sports
1420,10773,345.67,2023-06-24,Home
1434,10774,1200.00,2023-07-25,Electronics
1448,10775,567.80,2023-08-26,Clothing
1461,10776,123.45,2023-09-27,Books
1475,10777,890.00,2023-10-28,Sports
1489,10778,456.78,2023-11-29,Home
1048,10779,234.50,2023-12-30,Electronics
1075,10780,789.99,2023-02-03,Clothing
1098,10781,345.67,2023-03-04,Books
1107,10782,1500.00,2023-04-05,Sports
1138,10783,234.56,2023-05-06,Home
1150,10784,890.00,2023-06-07,Electronics
1197,10785,123.00,2023-07-08,Clothing
1226,10786,567.89,2023-08-09,Books
1255,10787,345.67,2023-09-10,Sports
1285,10788,1200.00,2023-10-11,Home
1314,10789,567.80,2023-11-12,Electronics
1343,10790,123.45,2023-12-13,Clothing
1372,10791,890.00,2023-01-20,Books
1400,10792,456.78,2023-02-21,Sports
1428,10793,234.50,2023-03-22,Home
1455,10794,789.99,2023-04-23,Electronics
1483,10795,345.67,2023-05-24,Clothing
1048,10796,1500.00,2023-06-25,Books
1075,10797,234.56,2023-07-26,Sports
1098,10798,890.00,2023-08-27,Home
1107,10799,123.00,2023-09-28,Electronics
1138,10800,567.89,2023-10-29,Clothing
1150,10801,345.67,2023-11-30,Books
1197,10802,1200.00,2023-12-31,Sports
1226,10803,567.80,2023-03-03,Home
1255,10804,123.45,2023-04-04,Electronics
1285,10805,890.00,2023-05-05,Clothing
1314,10806,456.78,2023-06-06,Books
1343,10807,234.50,2023-07-07,Sports
1372,10808,789.99,2023-08-08,Home
1400,10809,345.67,2023-09-09,Electronics
1428,10810,1500.00,2023-10-10,Clothing
1455,10811,234.56,2023-11-11,Books
1483,10812,890.00,2023-12-12,Sports
1048,10813,123.00,2023-01-21,Home
1075,10814,567.89,2023-02-22,Electronics
1098,10815,345.67,2023-03-23,Clothing
1107,10816,1200.00,2023-04-24,Books
1138,10817,567.80,2023-05-25,Sports
1150,10818,123.45,2023-06-26,Home
1197,10819,890.00,2023-07-27,Electronics
1226,10820,456.78,2023-08-28,Clothing
1255,10821,234.50,2023-09-29,Books
1285,10822,789.99,2023-10-30,Sports
1314,10823,345.67,2023-11-01,Home
1343,10824,1500.00,2023-12-02,Electronics
1372,10825,234.56,2023-01-22,Clothing
1400,10826,890.00,2023-02-23,Books
1428,10827,123.00,2023-03-24,Sports
1455,10828,567.89,2023-04-25,Home
1483,10829,345.67,2023-05-26,Electronics
1048,10830,1200.00,2023-06-27,Clothing
1075,10831,567.80,2023-07-28,Books
1098,10832,123.45,2023-08-29,Sports
1107,10833,890.00,2023-09-30,Home
1138,10834,456.78,2023-10-31,Electronics
1150,10835,234.50,2023-11-02,Clothing
1197,10836,789.99,2023-12-03,Books
1226,10837,345.67,2023-01-23,Sports
1255,10838,1500.00,2023-02-24,Home
1285,10839,234.56,2023-03-25,Electronics
1314,10840,890.00,2023-04-26,Clothing
1343,10841,123.00,2023-05-27,Books
1372,10842,567.89,2023-06-28,Sports
1400,10843,345.67,2023-07-29,Home
1428,10844,1200.00,2023-08-30,Electronics
1455,10845,567.80,2023-09-01,Clothing
