transaction_id,store_location,product_category,payment_method,customer_segment,transaction_date,amount
447,Store_28,Sports,Debit Card,VIP,2023-03-30,234.50
448,Store_03,Beauty,Cash,Student,2023-11-12,98.76
449,Store_45,Automotive,PayPal,Premium,2023-05-25,567.89
450,Store_19,Garden,Gift Card,Gold,2023-09-07,234.67
451,Store_33,Health,Credit Card,Silver,2023-02-20,345.67
452,Store_11,Office,Debit Card,Bronze,2023-07-03,123.45
453,Store_46,Music,Cash,New,2023-10-16,78.90
454,Store_26,Movies,PayPal,Regular,2023-04-29,267.89
455,Store_38,Games,Gift Card,VIP,2023-08-12,456.78
456,Store_14,Jewelry,Credit Card,Student,2023-12-25,789.01
457,Store_30,Shoes,Debit Card,Premium,2023-01-08,234.56
458,Store_42,Furniture,Cash,Gold,2023-07-21,678.90
459,Store_01,Tools,PayPal,Silver,2023-04-05,123.45
460,Store_48,Pet,Gift Card,Bronze,2023-11-18,89.01
461,Store_25,Electronics,Credit Card,New,2023-05-31,567.89
462,Store_37,Clothing,Debit Card,Regular,2023-09-13,178.90
463,Store_13,Food,Cash,VIP,2023-02-26,67.89
464,Store_06,Books,PayPal,Student,2023-06-09,234.56
465,Store_29,Toys,Gift Card,Premium,2023-10-22,345.67
466,Store_16,Home,Credit Card,Gold,2023-05-05,456.78
467,Store_40,Sports,Debit Card,Silver,2023-08-18,234.50
468,Store_21,Beauty,Cash,Bronze,2023-12-31,98.76
469,Store_04,Automotive,PayPal,New,2023-01-14,567.89
470,Store_43,Garden,Gift Card,Regular,2023-07-27,234.67
471,Store_32,Health,Credit Card,VIP,2023-03-12,345.67
472,Store_17,Office,Debit Card,Student,2023-11-24,123.45
473,Store_50,Music,Cash,Premium,2023-05-07,78.90
474,Store_10,Movies,PayPal,Gold,2023-09-20,267.89
475,Store_27,Games,Gift Card,Silver,2023-03-05,456.78
476,Store_39,Jewelry,Credit Card,Bronze,2023-06-16,789.01
477,Store_02,Shoes,Debit Card,New,2023-10-29,234.56
478,Store_47,Furniture,Cash,Regular,2023-04-12,678.90
479,Store_24,Tools,PayPal,VIP,2023-08-25,123.45
480,Store_35,Pet,Gift Card,Student,2023-12-08,89.01
481,Store_12,Electronics,Credit Card,Premium,2023-01-21,567.89
482,Store_44,Clothing,Debit Card,Gold,2023-08-03,178.90
483,Store_20,Food,Cash,Silver,2023-03-19,67.89
484,Store_08,Books,PayPal,Bronze,2023-12-01,234.56
485,Store_36,Toys,Gift Card,New,2023-05-14,345.67
486,Store_49,Home,Credit Card,Regular,2023-09-27,456.78
487,Store_15,Sports,Debit Card,VIP,2023-02-09,234.50
488,Store_41,Beauty,Cash,Student,2023-06-22,98.76
489,Store_07,Automotive,PayPal,Premium,2023-11-04,567.89
490,Store_28,Garden,Gift Card,Gold,2023-04-18,234.67
491,Store_03,Health,Credit Card,Silver,2023-08-31,345.67
492,Store_45,Office,Debit Card,Bronze,2023-12-14,123.45
493,Store_19,Music,Cash,New,2023-01-27,78.90
494,Store_33,Movies,PayPal,Regular,2023-07-10,267.89
495,Store_11,Games,Gift Card,VIP,2023-03-25,456.78
496,Store_46,Jewelry,Credit Card,Student,2023-11-07,789.01
497,Store_26,Shoes,Debit Card,Premium,2023-05-20,234.56
498,Store_38,Furniture,Cash,Gold,2023-10-03,678.90
499,Store_14,Tools,PayPal,Silver,2023-02-15,123.45
500,Store_30,Pet,Gift Card,Bronze,2023-06-28,89.01
501,Store_42,Electronics,Credit Card,New,2023-10-11,567.89
502,Store_01,Clothing,Debit Card,Regular,2023-04-24,178.90
503,Store_48,Food,Cash,VIP,2023-09-07,67.89
504,Store_25,Books,PayPal,Student,2023-12-20,234.56
505,Store_37,Toys,Gift Card,Premium,2023-02-02,345.67
506,Store_13,Home,Credit Card,Gold,2023-07-16,456.78
507,Store_06,Sports,Debit Card,Silver,2023-03-31,234.50
508,Store_29,Beauty,Cash,Bronze,2023-11-13,98.76
509,Store_16,Automotive,PayPal,New,2023-05-26,567.89
510,Store_40,Garden,Gift Card,Regular,2023-09-08,234.67
511,Store_21,Health,Credit Card,VIP,2023-02-21,345.67
512,Store_04,Office,Debit Card,Student,2023-07-04,123.45
513,Store_43,Music,Cash,Premium,2023-10-17,78.90
514,Store_32,Movies,PayPal,Gold,2023-04-30,267.89
515,Store_17,Games,Gift Card,Silver,2023-08-13,456.78
516,Store_50,Jewelry,Credit Card,Bronze,2023-12-26,789.01
517,Store_10,Shoes,Debit Card,New,2023-01-09,234.56
518,Store_27,Furniture,Cash,Regular,2023-07-22,678.90
519,Store_39,Tools,PayPal,VIP,2023-04-06,123.45
520,Store_02,Pet,Gift Card,Student,2023-11-19,89.01
521,Store_47,Electronics,Credit Card,Premium,2023-06-01,567.89
522,Store_24,Clothing,Debit Card,Gold,2023-09-14,178.90
523,Store_35,Food,Cash,Silver,2023-02-27,67.89
524,Store_12,Books,PayPal,Bronze,2023-06-10,234.56
525,Store_44,Toys,Gift Card,New,2023-10-23,345.67
526,Store_20,Home,Credit Card,Regular,2023-05-06,456.78
527,Store_08,Sports,Debit Card,VIP,2023-08-19,234.50
528,Store_36,Beauty,Cash,Student,2023-01-01,98.76
529,Store_49,Automotive,PayPal,Premium,2023-01-15,567.89
530,Store_15,Garden,Gift Card,Gold,2023-07-28,234.67
531,Store_41,Health,Credit Card,Silver,2023-03-13,345.67
532,Store_07,Office,Debit Card,Bronze,2023-11-25,123.45
533,Store_28,Music,Cash,New,2023-05-08,78.90
534,Store_03,Movies,PayPal,Regular,2023-09-21,267.89
535,Store_45,Games,Gift Card,VIP,2023-03-06,456.78
536,Store_19,Jewelry,Credit Card,Student,2023-06-17,789.01
537,Store_33,Shoes,Debit Card,Premium,2023-10-30,234.56
538,Store_11,Furniture,Cash,Gold,2023-04-13,678.90
539,Store_46,Tools,PayPal,Silver,2023-08-26,123.45
540,Store_26,Pet,Gift Card,Bronze,2023-12-09,89.01
541,Store_38,Electronics,Credit Card,New,2023-01-22,567.89
542,Store_14,Clothing,Debit Card,Regular,2023-08-04,178.90
543,Store_30,Food,Cash,VIP,2023-03-20,67.89
544,Store_42,Books,PayPal,Student,2023-12-02,234.56
545,Store_01,Toys,Gift Card,Premium,2023-05-15,345.67
546,Store_48,Home,Credit Card,Gold,2023-09-28,456.78
547,Store_25,Sports,Debit Card,Silver,2023-02-10,234.50
548,Store_37,Beauty,Cash,Bronze,2023-06-23,98.76
549,Store_13,Automotive,PayPal,New,2023-11-05,567.89
550,Store_06,Garden,Gift Card,Regular,2023-04-19,234.67
551,Store_29,Health,Credit Card,VIP,2023-09-01,345.67
552,Store_16,Office,Debit Card,Student,2023-12-15,123.45
553,Store_40,Music,Cash,Premium,2023-01-28,78.90
554,Store_21,Movies,PayPal,Gold,2023-07-11,267.89
555,Store_04,Games,Gift Card,Silver,2023-03-26,456.78
556,Store_43,Jewelry,Credit Card,Bronze,2023-11-08,789.01
557,Store_32,Shoes,Debit Card,New,2023-05-21,234.56
558,Store_17,Furniture,Cash,Regular,2023-10-04,678.90
559,Store_50,Tools,PayPal,VIP,2023-02-16,123.45
560,Store_10,Pet,Gift Card,Student,2023-06-29,89.01
561,Store_27,Electronics,Credit Card,Premium,2023-10-12,567.89
562,Store_39,Clothing,Debit Card,Gold,2023-04-25,178.90
563,Store_02,Food,Cash,Silver,2023-09-08,67.89
564,Store_47,Books,PayPal,Bronze,2023-12-21,234.56
565,Store_24,Toys,Gift Card,New,2023-02-03,345.67
566,Store_35,Home,Credit Card,Regular,2023-07-17,456.78
567,Store_12,Sports,Debit Card,VIP,2023-04-01,234.50
568,Store_44,Beauty,Cash,Student,2023-11-14,98.76
569,Store_20,Automotive,PayPal,Premium,2023-05-27,567.89
570,Store_08,Garden,Gift Card,Gold,2023-09-09,234.67
571,Store_36,Health,Credit Card,Silver,2023-02-22,345.67
572,Store_49,Office,Debit Card,Bronze,2023-07-05,123.45
573,Store_15,Music,Cash,New,2023-10-18,78.90
574,Store_41,Movies,PayPal,Regular,2023-05-01,267.89
575,Store_07,Games,Gift Card,VIP,2023-08-14,456.78
576,Store_28,Jewelry,Credit Card,Student,2023-12-27,789.01
577,Store_03,Shoes,Debit Card,Premium,2023-01-10,234.56
578,Store_45,Furniture,Cash,Gold,2023-07-23,678.90
579,Store_19,Tools,PayPal,Silver,2023-04-07,123.45
580,Store_33,Pet,Gift Card,Bronze,2023-11-20,89.01
581,Store_11,Electronics,Credit Card,New,2023-06-02,567.89
582,Store_46,Clothing,Debit Card,Regular,2023-09-15,178.90
583,Store_26,Food,Cash,VIP,2023-02-28,67.89
584,Store_38,Books,PayPal,Student,2023-06-11,234.56
585,Store_14,Toys,Gift Card,Premium,2023-10-24,345.67
586,Store_30,Home,Credit Card,Gold,2023-05-07,456.78
587,Store_42,Sports,Debit Card,Silver,2023-08-20,234.50
588,Store_01,Beauty,Cash,Bronze,2023-01-02,98.76
589,Store_48,Automotive,PayPal,New,2023-01-16,567.89
590,Store_25,Garden,Gift Card,Regular,2023-07-29,234.67
591,Store_37,Health,Credit Card,VIP,2023-03-14,345.67
592,Store_13,Office,Debit Card,Student,2023-11-26,123.45
593,Store_06,Music,Cash,Premium,2023-05-09,78.90
594,Store_29,Movies,PayPal,Gold,2023-09-22,267.89
595,Store_16,Games,Gift Card,Silver,2023-03-07,456.78
596,Store_40,Jewelry,Credit Card,Bronze,2023-06-18,789.01
597,Store_21,Shoes,Debit Card,New,2023-10-31,234.56
598,Store_04,Furniture,Cash,Regular,2023-04-14,678.90
599,Store_43,Tools,PayPal,VIP,2023-08-27,123.45
600,Store_32,Pet,Gift Card,Student,2023-12-10,89.01
601,Store_17,Electronics,Credit Card,Premium,2023-01-23,567.89
602,Store_50,Clothing,Debit Card,Gold,2023-08-05,178.90
603,Store_10,Food,Cash,Silver,2023-03-21,67.89
604,Store_27,Books,PayPal,Bronze,2023-12-03,234.56
605,Store_39,Toys,Gift Card,New,2023-05-16,345.67
606,Store_02,Home,Credit Card,Regular,2023-09-29,456.78
607,Store_47,Sports,Debit Card,VIP,2023-02-11,234.50
608,Store_24,Beauty,Cash,Student,2023-06-24,98.76
609,Store_35,Automotive,PayPal,Premium,2023-11-06,567.89
610,Store_12,Garden,Gift Card,Gold,2023-04-20,234.67
611,Store_44,Health,Credit Card,Silver,2023-09-02,345.67
612,Store_20,Office,Debit Card,Bronze,2023-12-16,123.45
613,Store_08,Music,Cash,New,2023-01-29,78.90
614,Store_36,Movies,PayPal,Regular,2023-07-12,267.89
615,Store_49,Games,Gift Card,VIP,2023-03-27,456.78
616,Store_15,Jewelry,Credit Card,Student,2023-11-09,789.01
617,Store_41,Shoes,Debit Card,Premium,2023-05-22,234.56
618,Store_07,Furniture,Cash,Gold,2023-10-05,678.90
619,Store_28,Tools,PayPal,Silver,2023-02-17,123.45
620,Store_03,Pet,Gift Card,Bronze,2023-06-30,89.01
621,Store_45,Electronics,Credit Card,New,2023-10-13,567.89
622,Store_19,Clothing,Debit Card,Regular,2023-04-26,178.90
623,Store_33,Food,Cash,VIP,2023-09-09,67.89
624,Store_11,Books,PayPal,Student,2023-12-22,234.56
625,Store_46,Toys,Gift Card,Premium,2023-02-04,345.67
626,Store_26,Home,Credit Card,Gold,2023-07-18,456.78
627,Store_38,Sports,Debit Card,Silver,2023-04-02,234.50
628,Store_14,Beauty,Cash,Bronze,2023-11-15,98.76
629,Store_30,Automotive,PayPal,New,2023-05-28,567.89
630,Store_42,Garden,Gift Card,Regular,2023-09-10,234.67
631,Store_01,Health,Credit Card,VIP,2023-02-23,345.67
632,Store_48,Office,Debit Card,Student,2023-07-06,123.45
633,Store_25,Music,Cash,Premium,2023-10-19,78.90
634,Store_37,Movies,PayPal,Gold,2023-05-02,267.89
635,Store_13,Games,Gift Card,Silver,2023-08-15,456.78
636,Store_06,Jewelry,Credit Card,Bronze,2023-12-28,789.01
637,Store_29,Shoes,Debit Card,New,2023-01-11,234.56
638,Store_16,Furniture,Cash,Regular,2023-07-24,678.90
639,Store_40,Tools,PayPal,VIP,2023-04-08,123.45
640,Store_21,Pet,Gift Card,Student,2023-11-21,89.01
641,Store_04,Electronics,Credit Card,Premium,2023-06-03,567.89
642,Store_43,Clothing,Debit Card,Gold,2023-09-16,178.90
643,Store_32,Food,Cash,Silver,2023-03-01,67.89
644,Store_17,Books,PayPal,Bronze,2023-06-12,234.56
645,Store_50,Toys,Gift Card,New,2023-10-25,345.67
646,Store_10,Home,Credit Card,Regular,2023-05-08,456.78
647,Store_27,Sports,Debit Card,VIP,2023-08-21,234.50
648,Store_39,Beauty,Cash,Student,2023-01-03,98.76
649,Store_02,Automotive,PayPal,Premium,2023-01-17,567.89
650,Store_47,Garden,Gift Card,Gold,2023-07-30,234.67
651,Store_24,Health,Credit Card,Silver,2023-03-15,345.67
652,Store_35,Office,Debit Card,Bronze,2023-11-27,123.45
653,Store_12,Music,Cash,New,2023-05-10,78.90
654,Store_44,Movies,PayPal,Regular,2023-09-23,267.89
655,Store_20,Games,Gift Card,VIP,2023-03-08,456.78
656,Store_08,Jewelry,Credit Card,Student,2023-06-19,789.01
657,Store_36,Shoes,Debit Card,Premium,2023-11-01,234.56
658,Store_49,Furniture,Cash,Gold,2023-04-15,678.90
659,Store_15,Tools,PayPal,Silver,2023-08-28,123.
