transaction_id,user_id,amount,merchant_category,event_timestamp
txn_00444,user_010,4012.34,electronics,2023-09-11T18:30:28
txn_00445,user_077,712.34,clothing,2023-09-10T15:17:14
txn_00446,user_032,545.67,groceries,2023-09-09T12:54:51
txn_00447,user_099,4456.78,travel,2023-09-08T20:41:37
txn_00448,user_054,601.23,entertainment,2023-09-07T17:29:23
txn_00449,user_087,4667.77,healthcare,2023-09-06T14:16:19
txn_00450,user_016,512.34,utilities,2023-09-05T11:53:56
txn_00451,user_070,4890.12,education,2023-09-04T19:41:42
txn_00452,user_026,589.01,restaurants,2023-09-03T16:28:28
txn_00453,user_089,4234.56,electronics,2023-09-02T13:15:14
txn_00454,user_044,723.45,clothing,2023-09-01T10:52:51
txn_00455,user_001,556.78,groceries,2023-08-31T18:39:37
txn_00456,user_060,4678.90,travel,2023-08-30T15:27:23
txn_00457,user_096,612.34,entertainment,2023-08-29T12:14:19
txn_00458,user_039,4778.88,healthcare,2023-08-28T20:51:56
txn_00459,user_082,523.45,utilities,2023-08-27T17:39:42
txn_00460,user_023,4001.11,education,2023-08-26T14:26:28
txn_00461,user_068,590.12,restaurants,2023-08-25T11:13:14
txn_00462,user_051,4456.78,electronics,2023-08-24T19:50:51
txn_00463,user_013,734.56,clothing,2023-08-23T16:38:37
txn_00464,user_075,567.89,groceries,2023-08-22T13:25:23
txn_00465,user_030,4890.12,travel,2023-08-21T10:12:19
txn_00466,user_094,623.45,entertainment,2023-08-20T17:59:56
txn_00467,user_057,4890.12,healthcare,2023-08-19T14:47:42
txn_00468,user_090,534.56,utilities,2023-08-18T11:34:28
txn_00469,user_038,4112.22,education,2023-08-17T19:21:14
txn_00470,user_002,601.23,restaurants,2023-08-16T16:58:51
txn_00471,user_065,4678.90,electronics,2023-08-15T13:46:37
txn_00472,user_049,745.67,clothing,2023-08-14T10:33:23
txn_00473,user_084,578.90,groceries,2023-08-13T18:20:19
txn_00474,user_020,4012.34,travel,2023-08-12T15:57:56
txn_00475,user_074,634.56,entertainment,2023-08-11T12:45:42
txn_00476,user_027,4001.11,healthcare,2023-08-10T20:32:28
txn_00477,user_100,545.67,utilities,2023-08-09T17:19:14
txn_00478,user_056,4223.33,education,2023-08-08T14:56:51
txn_00479,user_091,612.34,restaurants,2023-08-07T11:44:37
txn_00480,user_045,4890.12,electronics,2023-08-06T19:31:23
txn_00481,user_008,756.78,clothing,2023-08-05T16:18:19
txn_00482,user_062,589.01,groceries,2023-08-04T13:55:56
txn_00483,user_033,4234.56,travel,2023-08-03T10:43:42
txn_00484,user_098,645.67,entertainment,2023-08-02T18:30:28
txn_00485,user_017,4112.22,healthcare,2023-08-01T15:17:14
txn_00486,user_079,556.78,utilities,2023-07-31T12:54:51
txn_00487,user_024,4334.44,education,2023-07-30T20:41:37
txn_00488,user_069,623.45,restaurants,2023-07-29T17:29:23
txn_00489,user_046,4012.34,electronics,2023-07-28T14:16:19
txn_00490,user_003,767.89,clothing,2023-07-27T11:53:56
txn_00491,user_073,590.12,groceries,2023-07-26T19:41:42
txn_00492,user_028,4456.78,travel,2023-07-25T16:28:28
txn_00493,user_094,656.78,entertainment,2023-07-24T13:15:14
txn_00494,user_055,4223.33,healthcare,2023-07-23T10:52:51
txn_00495,user_089,567.89,utilities,2023-07-22T18:39:37
txn_00496,user_042,4445.55,education,2023-07-21T15:27:23
txn_00497,user_012,634.56,restaurants,2023-07-20T12:14:19
txn_00498,user_067,4234.56,electronics,2023-07-19T20:51:56
txn_00499,user_037,778.90,clothing,2023-07-18T17:39:42
txn_00500,user_085,601.23,groceries,2023-07-17T14:26:28
