user_id,page_views,time_spent,clicks,traffic_source,device_category,user_segment,browser_type,session_duration,bounce_rate,pages_per_session,avg_session_value,product_views,cart_adds,cart_abandonment,email_opens,promo_code_used,converted
261,39,2889.12,74,organic,desktop,loyal,chrome,5912.34,0.10,15.7,434.56,22,8,0,16,1,1
262,9,378.90,14,direct,mobile,new,edge,756.78,0.69,2.8,57.89,3,1,1,4,0,0
263,28,2045.67,55,referral,desktop,loyal,firefox,4223.45,0.22,10.9,301.23,14,6,0,12,1,1
264,11,567.89,18,social,mobile,at_risk,chrome,1089.12,0.64,3.6,89.12,5,1,1,5,0,0
265,35,2623.45,67,paid_search,desktop,loyal,chrome,5367.89,0.14,13.8,389.12,19,7,0,14,1,1
266,5,189.12,7,organic,tablet,new,safari,378.90,0.88,1.5,17.89,1,0,1,1,0,0
267,31,2189.12,59,direct,desktop,returning,chrome,4523.45,0.18,12.1,334.56,16,7,0,13,1,1
268,15,845.67,28,social,mobile,new,other,1634.56,0.38,5.1,167.89,8,3,1,8,0,0
269,41,2989.12,77,referral,desktop,loyal,chrome,6123.45,0.09,16.3,456.78,23,9,0,17,1,1
270,8,301.23,12,paid_search,mobile,new,chrome,601.23,0.73,2.5,49.12,3,0,1,2,0,0
271,26,1867.89,50,organic,desktop,loyal,firefox,3745.67,0.26,9.6,278.90,12,5,0,10,1,1
272,13,712.34,24,social,tablet,new,safari,1378.90,0.50,4.0,101.23,6,2,1,6,0,0
273,34,2501.23,65,direct,desktop,loyal,chrome,5123.45,0.15,13.3,378.90,18,7,0,14,1,1
274,6,212.34,8,referral,mobile,new,edge,423.45,0.85,1.8,21.23,2,0,1,1,0,0
275,29,2067.89,55,paid_search,desktop,returning,chrome,4267.89,0.20,11.1,312.34,15,6,0,11,1,1
276,14,789.12,26,social,mobile,at_risk,safari,1534.56,0.42,4.8,145.67,8,3,0,8,0,1
277,38,2823.45,72,organic,desktop,loyal,firefox,5756.78,0.11,15.4,423.45,21,8,0,16,1,1
278,7,267.89,11,direct,tablet,new,chrome,534.56,0.78,2.3,38.90,2,0,1,3,0,0
279,27,1956.78,52,referral,desktop,loyal,chrome,3912.34,0.24,10.1,289.12,13,5,0,11,1,1
280,12,645.67,23,social,mobile,new,other,1245.67,0.52,4.1,112.34,6,2,1,6,0,0
281,35,2578.90,66,paid_search,desktop,loyal,chrome,5278.90,0.14,13.7,389.12,19,7,0,14,1,1
282,6,223.45,8,organic,mobile,new,safari,445.67,0.84,1.8,21.23,2,0,1,1,0,0
283,30,2112.34,57,direct,desktop,returning,firefox,4367.89,0.19,11.8,323.45,15,6,0,12,1,1
284,15,856.78,28,social,tablet,new,chrome,1656.78,0.39,5.1,167.89,8,3,1,8,0,0
285,40,2956.78,76,referral,desktop,loyal,chrome,6056.78,0.09,16.1,445.67,24,9,0,17,1,1
286,9,356.78,14,paid_search,mobile,new,edge,712.34,0.70,2.8,56.78,3,1,1,4,0,0
287,25,1823.45,49,organic,desktop,loyal,chrome,3656.78,0.27,9.5,267.89,12,5,0,10,1,1
288,11,589.12,19,social,mobile,returning,safari,1134.56,0.61,3.7,92.34,5,1,1,5,0,0
289,36,2678.90,69,direct,desktop,loyal,firefox,5478.90,0.13,14.6,401.23,20,8,0,15,1,1
290,6,212.34,8,referral,tablet,new,chrome,423.45,0.86,1.7,20.12,2,0,1,1,0,0
291,31,2201.23,59,paid_search,desktop,returning,chrome,4545.67,0.18,12.2,334.56,16,7,0,13,1,1
292,13,734.56,25,social,mobile,at_risk,other,1423.45,0.48,4.6,134.56,7,2,1,7,0,0
293,39,2867.89,74,organic,desktop,loyal,chrome,5856.78,0.10,15.8,434.56,22,8,0,16,1,1
294,8,312.34,13,direct,mobile,new,safari,623.45,0.72,2.6,48.90,3,0,1,2,0,0
295,28,2034.56,54,referral,desktop,loyal,firefox,4223.45,0.21,10.8,301.23,14,6,0,12,1,1
296,14,812.34,27,social,tablet,returning,chrome,1578.90,0.40,4.9,145.67,8,3,0,8,0,1
297,37,2734.56,70,paid_search,desktop,loyal,chrome,5601.23,0.12,14.8,412.34,21,8,0,15,1,1
298,7,256.78,10,organic,mobile,new,edge,512.34,0.79,2.1,36.78,2,0,1,3,0,0
299,26,1889.12,51,direct,desktop,returning,chrome,3789.12,0.25,9.8,278.90,12,5,0,10,1,1
296,12,634.56,22,social,mobile,new,safari,1223.45,0.56,3.9,112.34,6,2,1,6,0,0
301,34,2512.34,64,referral,desktop,loyal,firefox,5145.67,0.15,13.4,378.90,18,7,0,14,1,1
302,5,178.90,7,paid_search,tablet,new,chrome,356.78,0.87,1.6,18.90,1,0,1,1,0,0
303,29,2078.90,56,organic,desktop,loyal,chrome,4289.12,0.20,11.0,312.34,15,6,0,11,1,1
304,15,867.89,29,social,mobile,at_risk,other,1678.90,0.37,5.2,167.89,8,3,1,8,0,0
305,42,3067.89,81,direct,desktop,loyal,chrome,6256.78,0.08,16.8,467.89,25,9,0,18,1,1
306,9,378.90,14,referral,mobile,new,safari,756.78,0.69,2.9,58.90,3,1,1,4,0,0
307,27,1989.12,53,paid_search,desktop,returning,firefox,3989.12,0.24,10.3,289.12,13,6,0,11,1,1
308,13,756.78,24,social,tablet,new,chrome,1467.89,0.49,4.7,134.56,7,2,1,7,0,0
309,38,2801.23,73,organic,desktop,loyal,chrome,5734.56,0.11,15.2,423.45,21,8,0,16,1,1
310,8,323.45,13,direct,mobile,new,edge,645.67,0.71,2.7,50.12,3,0,1,2,0,0
311,25,1845.67,49,referral,desktop,loyal,chrome,3701.23,0.27,9.4,267.89,12,5,0,10,1,1
312,11,578.90,20,social,mobile,returning,safari,1112.34,0.63,3.8,98.76,5,1,1,5,0,0
313,35,2601.23,67,paid_search,desktop,loyal,firefox,5334.56,0.14,13.9,389.12,19,7,0,14,1,1
314,6,201.23,8,organic,tablet,new,chrome,401.23,0.83,1.9,22.34,2,0,1,1,0,0
315,30,2145.67,58,direct,desktop,returning,chrome,4423.45,0.19,11.6,323.45,15,6,0,12,1,1
316,15,878.90,29,social,mobile,at_risk,other,1701.23,0.36,5.3,178.90,9,3,1,8,0,0
317,41,2978.90,78,referral,desktop,loyal,chrome,6089.12,0.09,16.4,456.78,24,9,0,17,1,1
318,9,389.12,15,paid_search,mobile,new,safari,778.90,0.68,2.8,59.12,3,1,1,4,0,0
319,26,1912.34,50,organic,desktop,loyal,chrome,3823.45,0.26,9.8,278.90,12,5,0,10,1,1
320,12,656.78,22,social,tablet,new,edge,1267.89,0.54,4.0,101.23,6,2,1,6,0,0
321,36,2689.12,68,direct,desktop,loyal,firefox,5489.12,0.13,14.7,401.23,20,8,0,15,1,1
322,5,189.12,7,referral,mobile,new,chrome,378.90,0.88,1.5,17.89,1,0,1,1,0,0
323,31,2189.12,59,paid_search,desktop,returning,chrome,4523.45,0.18,12.1,334.56,16,7,0,13,1,1
324,14,801.23,27,social,mobile,at_risk,safari,1556.78,0.41,4.9,145.67,8,3,0,8,0,1
325,39,2878.90,75,organic,desktop,loyal,chrome,5889.12,0.10,15.9,434.56,22,8,0,16,1,1
326,7,289.12,11,direct,tablet,new,other,578.90,0.76,2.4,41.23,2,0,1,3,0,0
327,28,2023.45,54,referral,desktop,loyal,firefox,4189.12,0.22,10.7,298.45,14,6,0,12,1,1
328,11,567.89,18,social,mobile,new,chrome,1089.12,0.64,3.6,89.12,5,1,1,5,0,0
329,35,2589.12,66,paid_search,desktop,loyal,chrome,5289.12,0.14,13.9,389.12,19,7,0,14,1,1
330,6,212.34,9,organic,mobile,new,edge,423.45,0.83,1.9,22.34,2,0,1,1,0,0
331,30,2123.45,57,direct,desktop,returning,chrome,4389.12,0.19,11.7,323.45,15,6,0,12,1,1
332,15,845.67,28,social,tablet,new,safari,1634.56,0.38,5.1,167.89,8,3,1,8,0,0
333,40,2934.56,75,referral,desktop,loyal,firefox,6023.45,0.09,16.1,445.67,24,9,0,17,1,1
334,9,367.89,14,paid_search,mobile,new,chrome,734.56,0.68,2.9,59.12,3,1,1,4,0,0
335,27,1967.89,52,organic,desktop,loyal,chrome,3934.56,0.23,10.1,289.12,13,5,0,11,1,1
336,13,723.45,25,social,mobile,at_risk,other,1401.23,0.47,4.6,134.56,7,2,1,7,0,0
337,38,2812.34,73,direct,desktop,loyal,chrome,5756.78,0.11,15.3,423.45,21,8,0,16,1,1
338,8,301.23,13,referral,tablet,new,safari,601.23,0.73,2.7,49.12,3,0,1,2,0,0
339,25,1834.56,48,paid_search,desktop,returning,firefox,3689.12,0.27,9.4,267.89,12,5,0,10,1,1
340,14,789.12,26,social,mobile,new,chrome,1534.56,0.42,4.8,145.67,8,3,1,8,0,0
