transaction_id,product_id,quantity,amount
1243,445,21,1641.70
1244,5234,7,530.70
1245,156,17,1330.70
1246,5678,12,930.70
1247,298,23,1830.70
1248,5432,5,308.70
1249,289,20,1563.70
1250,5123,14,1085.60
1251,67,6,408.60
1252,5789,19,1474.60
1253,145,10,730.60
1254,5567,24,1919.60
1255,412,8,619.60
1256,5901,16,1263.60
1257,234,13,1008.60
1258,5234,22,1730.60
1259,401,9,674.60
1260,5678,18,1385.60
1261,189,25,1974.60
1262,5432,11,841.60
1263,356,4,263.60
1264,5123,21,1641.60
1265,112,7,530.60
1266,5789,17,1330.60
1267,89,12,930.60
1268,5567,23,1830.60
1269,278,5,308.60
1270,5901,20,1563.60
1271,134,14,1085.50
1272,5234,6,408.50
1273,167,19,1474.50
1274,5678,10,730.50
1275,367,24,1919.50
1276,5432,8,619.50
1277,478,16,1263.50
1278,5123,13,1008.50
1279,256,22,1730.50
1280,5789,9,674.50
1281,201,18,1385.50
1282,5567,25,1974.50
1283,78,11,841.50
1284,5901,4,263.50
1285,445,21,1641.50
1286,5234,7,530.50
1287,156,17,1330.50
1288,5678,12,930.50
1289,298,23,1830.50
1290,5432,5,308.50
1291,289,20,1563.50
1292,5123,14,1085.40
1293,67,6,408.40
1294,5789,19,1474.40
1295,145,10,730.40
1296,5567,24,1919.40
1297,412,8,619.40
1298,5901,16,1263.40
1299,234,13,1008.40
1300,5234,22,1730.40
1301,401,9,674.40
1302,5678,18,1385.40
1303,189,25,1974.40
1304,5432,11,841.40
1305,356,4,263.40
1306,5123,21,1641.40
1307,112,7,530.40
1308,5789,17,1330.40
1309,89,12,930.40
1310,5567,23,1830.40
1311,278,5,308.40
1312,5901,20,1563.40
1313,423,14,1085.30
1314,5234,6,408.30
1315,167,19,1474.30
1316,5678,10,730.30
1317,334,24,1919.30
1318,5432,8,619.30
1319,256,16,1263.30
1320,5123,13,1008.30
1321,478,22,1730.30
1322,5789,9,674.30
1323,201,18,1385.30
1324,5567,25,1974.30
1325,78,11,841.30
1326,5901,4,263.30
1327,445,21,1641.30
1328,5234,7,530.30
1329,156,17,1330.30
1330,5678,12,930.30
1331,298,23,1830.30
1332,5432,5,308.30
1333,289,20,1563.30
1334,5123,14,1085.20
1335,67,6,408.20
1336,5789,19,1474.20
1337,145,10,730.20
1338,5567,24,1919.20
1339,412,8,619.20
1340,5901,16,1263.20
1341,234,13,1008.20
1342,5234,22,1730.20
1343,401,9,674.20
1344,5678,18,1385.20
1345,189,25,1974.20
1346,5432,11,841.20
1347,356,4,263.20
1348,5123,21,1641.20
1349,112,7,530.20
1350,5789,17,1330.20
1351,89,12,930.20
1352,5567,23,1830.20
1353,278,5,308.20
1354,5901,20,1563.20
1355,134,14,1085.10
1356,5234,6,408.10
1357,167,19,1474.10
1358,5678,10,730.10
1359,367,24,1919.10
1360,5432,8,619.10
1361,478,16,1263.10
1362,5123,13,1008.10
1363,256,22,1730.10
1364,5789,9,674.10
1365,201,18,1385.10
1366,5567,25,1974.10
1367,78,11,841.10
1368,5901,4,263.10
1369,445,21,1641.10
1370,5234,7,530.10
1371,156,17,1330.10
1372,5678,12,930.10
1373,298,23,1830.10
1374,5432,5,308.10
1375,289,20,1563.10
1376,5123,14,1085.00
1377,67,6,408.00
1378,5789,19,1474.00
1379,145,10,730.00
1380,5567,24,1919.00
1381,412,8,619.00
1382,5901,16,1263.00
1383,234,13,1008.00
1384,5234,22,1730.00
1385,401,9,674.00
1386,5678,18,1385.00
1387,189,25,1974.00
1388,5432,11,841.00
1389,356,4,263.00
1390,5123,21,1641.00
1391,112,7,530.00
1392,5789,17,1330.00
1393,89,12,930.00
1394,5567,23,1830.00
1395,278,5,308.00
1396,5901,20,1563.00
1397,423,14,1084.90
1398,5234,6,407.90
1399,167,19,1473.90
1400,5678,10,729.90
1401,334,24,1918.90
1402,5432,8,618.90
1403,256,16,1262.90
1404,5123,13,1007.90
1405,478,22,1729.90
1406,5789,9,673.90
1407,201,18,1384.90
1408,5567,25,1973.90
1409,78,11,840.90
1410,5901,4,262.90
1411,445,21,1640.90
1412,5234,7,529.90
1413,156,17,1329.90
1414,5678,12,929.90
1415,298,23,1829.90
1416,5432,5,307.90
1417,289,20,1562.90
1418,5123,14,1084.80
1419,67,6,407.80
1420,5789,19,1473.80
1421,145,10,729.80
1422,5567,24,1918.80
1423,412,8,618.80
1424,5901,16,1262.80
1425,234,13,1007.80
1426,5234,22,1729.80
1427,401,9,673.80
1428,5678,18,1384.80
1429,189,25,1973.80
1430,5432,11,840.80
1431,356,4,262.80
1432,5123,21,1640.80
1433,112,7,529.80
1434,5789,17,1329.80
1435,89,12,929.80
1436,5567,23,1829.80
1437,278,5,307.80
1438,5901,20,1562.80
1439,134,14,1084.70
1440,5234,6,407.70
1441,167,19,1473.70
