run_id,timestamp,sensor_a,sensor_b,sensor_c
2,1820,121.87,232.32,347.32
2,1821,126.65,237.32,342.87
2,1822,123.10,234.65,345.10
2,1823,124.21,235.89,344.54
2,1824,122.87,233.10,346.43
2,1825,125.43,236.43,343.21
2,1826,121.32,232.87,347.10
2,1827,126.10,237.76,342.65
2,1828,123.32,234.21,345.76
2,1829,124.65,235.65,344.10
2,1830,122.32,233.76,346.65
2,1831,125.87,236.10,343.54
2,1832,121.54,232.54,347.21
2,1833,126.76,237.21,342.43
2,1834,123.76,234.87,345.21
2,1835,124.10,235.32,344.87
2,1836,122.76,233.54,346.32
2,1837,125.21,236.87,343.76
2,1838,121.76,232.10,347.54
2,1839,126.32,237.54,342.10
2,1840,123.54,234.32,345.87
2,1841,124.87,235.76,344.43
2,1842,122.54,233.21,346.76
2,1843,125.65,236.32,343.10
2,1844,121.21,232.76,347.76
2,1845,126.87,237.10,342.21
2,1846,123.21,234.43,345.43
2,1847,124.32,235.87,344.65
2,1848,122.21,233.87,346.87
2,1849,125.54,236.21,343.32
2,1850,121.43,232.87,347.43
2,1851,126.43,237.43,342.54
2,1852,123.65,234.76,345.65
2,1853,124.76,235.21,344.21
2,1854,122.43,233.32,346.54
2,1855,125.32,236.54,343.43
2,1856,121.65,232.21,347.65
2,1857,126.21,237.65,342.32
2,1858,123.87,234.10,345.32
2,1859,124.54,235.54,344.76
2,1860,122.65,233.76,346.10
2,1861,125.10,236.76,343.65
2,1862,121.10,232.43,347.32
2,1863,126.65,237.87,342.87
2,1864,123.10,234.54,345.10
2,1865,124.21,235.10,344.54
2,1866,122.87,233.43,346.43
2,1867,125.43,236.65,343.21
2,1868,121.87,232.32,347.10
2,1869,126.10,237.32,342.65
2,1870,123.32,234.65,345.76
2,1871,124.65,235.89,344.10
2,1872,122.32,233.10,346.65
2,1873,125.87,236.43,343.54
2,1874,121.32,232.87,347.21
2,1875,126.76,237.76,342.43
2,1876,123.76,234.21,345.21
2,1877,124.10,235.65,344.87
2,1878,122.76,233.76,346.32
2,1879,125.21,236.10,343.76
2,1880,121.54,232.54,347.54
2,1881,126.32,237.21,342.10
2,1882,123.54,234.87,345.87
2,1883,124.87,235.32,344.43
2,1884,122.54,233.54,346.76
2,1885,125.65,236.87,343.10
2,1886,121.76,232.10,347.76
2,1887,126.87,237.54,342.21
2,1888,123.21,234.32,345.43
2,1889,124.32,235.76,344.65
2,1890,122.21,233.21,346.87
2,1891,125.54,236.32,343.32
2,1892,121.21,232.76,347.43
2,1893,126.43,237.10,342.54
2,1894,123.65,234.43,345.65
2,1895,124.76,235.87,344.21
2,1896,122.43,233.87,346.54
2,1897,125.32,236.21,343.43
2,1898,121.43,232.87,347.65
2,1899,126.21,237.43,342.32
2,1900,123.87,234.76,345.32
2,1901,124.54,235.21,344.76
2,1902,122.65,233.32,346.10
2,1903,125.10,236.54,343.65
2,1904,121.65,232.21,347.32
2,1905,126.65,237.65,342.87
2,1906,123.10,234.10,345.10
2,1907,124.21,235.54,344.54
2,1908,122.87,233.76,346.43
2,1909,125.43,236.76,343.21
2,1910,121.10,232.43,347.10
2,1911,126.10,237.87,342.65
2,1912,123.32,234.54,345.76
2,1913,124.65,235.10,344.10
2,1914,122.32,233.43,346.65
2,1915,125.87,236.65,343.54
2,1916,121.87,232.32,347.21
2,1917,126.76,237.32,342.43
2,1918,123.76,234.65,345.21
2,1919,124.10,235.89,344.87
2,1920,122.76,233.10,346.32
2,1921,125.21,236.43,343.76
2,1922,121.32,232.87,347.54
2,1923,126.32,237.76,342.10
2,1924,123.54,234.21,345.87
2,1925,124.87,235.65,344.43
2,1926,122.54,233.76,346.76
2,1927,125.65,236.10,343.10
2,1928,121.54,232.54,347.76
2,1929,126.87,237.21,342.21
2,1930,123.21,234.87,345.43
2,1931,124.32,235.32,344.65
2,1932,122.21,233.54,346.87
2,1933,125.54,236.87,343.32
2,1934,121.76,232.10,347.43
2,1935,126.43,237.54,342.54
2,1936,123.65,234.32,345.65
2,1937,124.76,235.76,344.21
2,1938,122.43,233.21,346.54
2,1939,125.32,236.32,343.43
2,1940,121.21,232.76,347.65
2,1941,126.21,237.10,342.32
2,1942,123.87,234.43,345.32
2,1943,124.54,235.87,344.76
2,1944,122.65,233.87,346.10
2,1945,125.10,236.21,343.65
2,1946,121.43,232.87,347.32
2,1947,126.65,237.43,342.87
2,1948,123.10,234.76,345.10
2,1949,124.21,235.21,344.54
2,1950,122.87,233.32,346.43
2,1951,125.43,236.54,343.21
2,1952,121.65,232.21,347.10
2,1953,126.10,237.65,342.65
2,1954,123.32,234.10,345.76
2,1955,124.65,235.54,344.10
2,1956,122.32,233.76,346.65
2,1957,125.87,236.76,343.54
2,1958,121.10,232.43,347.21
2,1959,126.76,237.87,342.43
2,1960,123.76,234.54,345.21
2,1961,124.10,235.10,344.87
