x,y,z,intensity
0,26,39,167
0,26,40,189
0,26,41,212
0,26,42,134
0,26,43,156
0,26,44,178
0,26,45,201
0,26,46,223
0,26,47,145
0,26,48,167
0,26,49,189
0,26,50,212
0,26,51,134
0,26,52,156
0,26,53,178
0,26,54,201
0,26,55,223
0,26,56,145
0,26,57,167
0,26,58,189
0,26,59,212
0,26,60,134
0,26,61,156
0,26,62,178
0,26,63,201
16,26,36,112
16,26,36,122
16,26,36,117
0,27,0,212
0,27,1,134
0,27,2,156
0,27,3,178
0,27,4,201
0,27,5,123
0,27,6,145
0,27,7,167
0,27,8,189
0,27,9,212
0,27,10,134
0,27,11,156
0,27,12,178
0,27,13,201
0,27,14,123
0,27,15,145
0,27,16,167
0,27,17,189
0,27,18,212
0,27,19,134
0,27,20,156
0,27,21,178
0,27,22,201
0,27,23,123
0,27,24,145
0,27,25,167
0,27,26,189
0,27,27,212
0,27,28,134
0,27,29,156
0,27,30,178
0,27,31,201
0,27,32,223
0,27,33,145
0,27,34,167
0,27,35,189
0,27,36,212
0,27,37,134
0,27,38,156
0,27,39,178
0,27,40,201
0,27,41,223
0,27,42,145
0,27,43,167
0,27,44,189
0,27,45,212
0,27,46,134
0,27,47,156
0,27,48,178
0,27,49,201
0,27,50,223
0,27,51,145
0,27,52,167
0,27,53,189
0,27,54,212
0,27,55,134
0,27,56,156
0,27,57,178
0,27,58,201
0,27,59,223
0,27,60,145
0,27,61,167
0,27,62,189
0,27,63,212
48,52,56,350
0,28,0,123
0,28,1,145
0,28,2,167
0,28,3,189
0,28,4,212
0,28,5,134
0,28,6,156
0,28,7,178
0,28,8,201
0,28,9,123
0,28,10,145
0,28,11,167
0,28,12,189
0,28,13,212
0,28,14,134
0,28,15,156
0,28,16,178
0,28,17,201
0,28,18,123
0,28,19,145
0,28,20,167
0,28,21,189
0,28,22,212
0,28,23,134
0,28,24,156
0,28,25,178
0,28,26,201
0,28,27,223
0,28,28,145
0,28,29,167
0,28,30,189
0,28,31,212
0,28,32,134
0,28,33,156
0,28,34,178
0,28,35,201
0,28,36,223
0,28,37,145
0,28,38,167
0,28,39,189
0,28,40,212
0,28,41,134
0,28,42,156
0,28,43,178
0,28,44,201
0,28,45,223
0,28,46,145
0,28,47,167
0,28,48,189
0,28,49,212
0,28,50,134
0,28,51,156
0,28,52,178
0,28,53,201
0,28,54,223
0,28,55,145
0,28,56,167
0,28,57,189
0,28,58,212
0,28,59,134
0,28,60,156
0,28,61,178
0,28,62,201
0,28,63,223
24,34,44,88
24,34,44,98
24,34,44,93
0,29,0,134
0,29,1,156
0,29,2,178
0,29,3,201
0,29,4,123
0,29,5,145
0,29,6,167
0,29,7,189
0,29,8,212
0,29,9,134
0,29,10,156
0,29,11,178
0,29,12,201
0,29,13,123
0,29,14,145
0,29,15,167
0,29,16,189
0,29,17,212
0,29,18,134
0,29,19,156
0,29,20,178
0,29,21,201
0,29,22,123
0,29,23,145
0,29,24,167
0,29,25,189
0,29,26,212
0,29,27,134
0,29,28,156
0,29,29,178
0,29,30,201
0,29,31,223
0,29,32,145
0,29,33,167
0,29,34,189
0,29,35,212
0,29,36,134
0,29,37,156
0,29,38,178
0,29,39,201
0,29,40,223
0,29,41,145
0,29,42,167
0,29,43,189
0,29,44,212
0,29,45,134
0,29,46,156
0,29,47,178
0,29,48,201
0,29,49,223
0,29,50,145
0,29,51,167
0,29,52,189
0,29,53,212
0,29,54,134
0,29,55,156
0,29,56,178
0,29,57,201
0,29,58,223
0,29,59,145
0,29,60,167
0,29,61,189
0,29,62,212
0,29,63,134
-3,30,40,165
0,30,0,145
0,30,1,167
0,30,2,189
0,30,3,212
0,30,4,134
0,30,5,156
0,30,6,178
0,30,7,201
0,30,8,123
0,30,9,145
0,30,10,167
0,30,11,189
0,30,12,212
0,30,13,134
0,30,14,156
0,30,15,178
0,30,16,201
0,30,17,123
0,30,18,145
0,30,19,167
0,30,20,189
0,30,21,212
0,30,22,134
0,30,23,156
0,30,24,178
0,30,25,201
0,30,26,223
0,30,27,145
0,30,28,167
0,30,29,189
0,30,30,212
0,30,31,134
0,30,32,156
0,30,33,178
0,30,34,201
0,30,35,223
0,30,36,145
0,30,37,167
0,30,38,189
0,30,39,212
0,30,40,134
0,30,41,156
0,30,42,178
0,30,43,201
0,30,44,223
0,30,45,145
0,30,46,167
0,30,47,189
0,30,48,212
0,30,49,134
0,30,50,156
0,30,51,178
0,30,52,201
0,30,53,223
0,30,54,145
0,30,55,167
0,30,56,189
0,30,57,212
0,30,58,134
0,30,59,156
0,30,60,178
0,30,61,201
0,30,62,223
0,30,63,145
36,46,56,102
36,46,56,112
36,46,56,107
1,0,0,156
1,0,1,178
1,0,2,201
1,0,3,123
1,0,4,145
1,0,5,167
1,0,6,189
1,0,7,212
