Frame 1 | AS_ID: BLAS_001 | Type: BLAS | Operation: BUILD | Change: TOPOLOGY | Memory: 524288 | Vertices: 1024
Frame 102 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 103 | AS_ID: BLAS_009 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 103 | AS_ID: BLAS_006 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 104 | AS_ID: BLAS_005 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 104 | AS_ID: TLAS_001 | Type: TLAS | Operation: BUILD | Change: GEOMETRY | Memory: 131072 | Vertices: 256
Frame 105 | AS_ID: BLAS_008 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 105 | AS_ID: BLAS_003 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 106 | AS_ID: BLAS_004 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 106 | AS_ID: BLAS_011 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 107 | AS_ID: BLAS_010 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 107 | AS_ID: BLAS_001 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 108 | AS_ID: BLAS_007 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 108 | AS_ID: BLAS_012 | Type: BLAS | Operation: BUILD | Change: TOPOLOGY | Memory: 1048576 | Vertices: 2048
Frame 109 | AS_ID: BLAS_002 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 109 | AS_ID: BLAS_009 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 110 | AS_ID: BLAS_006 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 110 | AS_ID: BLAS_012 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 111 | AS_ID: BLAS_005 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 111 | AS_ID: BLAS_008 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 112 | AS_ID: BLAS_003 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 112 | AS_ID: TLAS_002 | Type: TLAS | Operation: UPDATE | Change: TRANSFORM | Memory: 262144 | Vertices: 512
Frame 113 | AS_ID: BLAS_004 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 113 | AS_ID: BLAS_011 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 114 | AS_ID: BLAS_010 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 114 | AS_ID: BLAS_001 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 115 | AS_ID: BLAS_007 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 115 | AS_ID: BLAS_012 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 116 | AS_ID: BLAS_002 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 116 | AS_ID: BLAS_009 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 117 | AS_ID: BLAS_006 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 117 | AS_ID: BLAS_005 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 118 | AS_ID: BLAS_008 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 118 | AS_ID: BLAS_003 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 119 | AS_ID: BLAS_004 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 119 | AS_ID: TLAS_001 | Type: TLAS | Operation: UPDATE | Change: TRANSFORM | Memory: 131072 | Vertices: 256
Frame 120 | AS_ID: BLAS_011 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 120 | AS_ID: BLAS_010 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 121 | AS_ID: BLAS_001 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 121 | AS_ID: BLAS_007 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 122 | AS_ID: BLAS_012 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 122 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 123 | AS_ID: BLAS_009 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 123 | AS_ID: BLAS_006 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 124 | AS_ID: BLAS_005 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 124 | AS_ID: BLAS_008 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 125 | AS_ID: BLAS_003 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 125 | AS_ID: BLAS_004 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 126 | AS_ID: BLAS_011 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 126 | AS_ID: TLAS_002 | Type: TLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 127 | AS_ID: BLAS_010 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 127 | AS_ID: BLAS_001 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 128 | AS_ID: BLAS_007 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 128 | AS_ID: BLAS_012 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 129 | AS_ID: BLAS_002 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 129 | AS_ID: BLAS_009 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 130 | AS_ID: BLAS_006 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 130 | AS_ID: BLAS_005 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 131 | AS_ID: BLAS_008 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 131 | AS_ID: BLAS_003 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 132 | AS_ID: BLAS_004 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 132 | AS_ID: TLAS_001 | Type: TLAS | Operation: UPDATE | Change: TRANSFORM | Memory: 131072 | Vertices: 256
Frame 133 | AS_ID: BLAS_011 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 133 | AS_ID: BLAS_010 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 134 | AS_ID: BLAS_001 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 134 | AS_ID: BLAS_007 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 135 | AS_ID: BLAS_012 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 135 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 136 | AS_ID: BLAS_009 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 136 | AS_ID: BLAS_006 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 137 | AS_ID: BLAS_005 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 137 | AS_ID: BLAS_008 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 138 | AS_ID: BLAS_003 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 138 | AS_ID: BLAS_004 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 139 | AS_ID: BLAS_011 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 139 | AS_ID: TLAS_002 | Type: TLAS | Operation: UPDATE | Change: TRANSFORM | Memory: 262144 | Vertices: 512
Frame 140 | AS_ID: BLAS_010 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 140 | AS_ID: BLAS_001 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 141 | AS_ID: BLAS_007 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 141 | AS_ID: BLAS_012 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 142 | AS_ID: BLAS_002 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 142 | AS_ID: BLAS_009 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 143 | AS_ID: BLAS_006 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 143 | AS_ID: BLAS_005 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 144 | AS_ID: BLAS_008 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 144 | AS_ID: BLAS_003 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 145 | AS_ID: BLAS_004 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 145 | AS_ID: BLAS_011 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 146 | AS_ID: BLAS_010 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 146 | AS_ID: TLAS_001 | Type: TLAS | Operation: BUILD | Change: GEOMETRY | Memory: 131072 | Vertices: 256
Frame 147 | AS_ID: BLAS_001 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 147 | AS_ID: BLAS_007 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 148 | AS_ID: BLAS_012 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 148 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 149 | AS_ID: BLAS_009 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 149 | AS_ID: BLAS_006 | Type: BLAS | Operation: UPDATE | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 150 | AS_ID: BLAS_005 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 150 | AS_ID: BLAS_008 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 151 | AS_ID: BLAS_003 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 151 | AS_ID: BLAS_004 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 152 | AS_ID: BLAS_011 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 152 | AS_ID: BLAS_010 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 153 | AS_ID: BLAS_001 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 153 | AS_ID: BLAS_007 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 154 | AS_ID: BLAS_012 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 154 | AS_ID: TLAS_002 | Type: TLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 155 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 155 | AS_ID: BLAS_009 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 156 | AS_ID: BLAS_006 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 156 | AS_ID: BLAS_005 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 157 | AS_ID: BLAS_008 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 157 | AS_ID: BLAS_003 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 158 | AS_ID: BLAS_004 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 158 | AS_ID: BLAS_011 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 159 | AS_ID: BLAS_010 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 159 | AS_ID: BLAS_001 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 160 | AS_ID: BLAS_007 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 160 | AS_ID: BLAS_012 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 161 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 161 | AS_ID: TLAS_001 | Type: TLAS | Operation: BUILD | Change: GEOMETRY | Memory: 131072 | Vertices: 256
Frame 162 | AS_ID: BLAS_009 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 162 | AS_ID: BLAS_006 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 163 | AS_ID: BLAS_005 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 163 | AS_ID: BLAS_008 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 164 | AS_ID: BLAS_003 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 164 | AS_ID: BLAS_004 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 165 | AS_ID: BLAS_011 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 165 | AS_ID: BLAS_010 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 166 | AS_ID: BLAS_001 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 166 | AS_ID: BLAS_007 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 167 | AS_ID: BLAS_012 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 167 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 168 | AS_ID: BLAS_009 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 168 | AS_ID: TLAS_002 | Type: TLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 169 | AS_ID: BLAS_006 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 169 | AS_ID: BLAS_005 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 170 | AS_ID: BLAS_008 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 170 | AS_ID: BLAS_003 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 171 | AS_ID: BLAS_004 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 171 | AS_ID: BLAS_011 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 172 | AS_ID: BLAS_010 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 172 | AS_ID: BLAS_001 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 173 | AS_ID: BLAS_007 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 173 | AS_ID: BLAS_012 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 174 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 174 | AS_ID: BLAS_009 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 175 | AS_ID: BLAS_006 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 3072
Frame 175 | AS_ID: TLAS_001 | Type: TLAS | Operation: BUILD | Change: GEOMETRY | Memory: 131072 | Vertices: 256
Frame 176 | AS_ID: BLAS_005 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 176 | AS_ID: BLAS_008 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 177 | AS_ID: BLAS_003 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 177 | AS_ID: BLAS_004 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 2097152 | Vertices: 4096
Frame 178 | AS_ID: BLAS_011 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 178 | AS_ID: BLAS_010 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 262144 | Vertices: 512
Frame 179 | AS_ID: BLAS_001 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 179 | AS_ID: BLAS_007 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices: 1024
Frame 180 | AS_ID: BLAS_012 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 180 | AS_ID: BLAS_002 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 1048576 | Vertices: 2048
Frame 181 | AS_ID: BLAS_009 | Type: BLAS | Operation: BUILD | Change: GEOMETRY | Memory: 524288 | Vertices
