transaction_id,customer_id,transaction_date,amount,product_category,payment_method,status
465,3213,2023-08-26,567.50,Clothing,PayPal,Cancelled
466,6542,2023-08-29,89.99,Home,Debit Card,Completed
467,1230,2023-09-01,1890.75,Sports,Credit Card,Completed
468,5437,2023-09-05,345.60,Books,Cash,Pending
469,8767,2023-09-08,2100.25,Food,Debit Card,Completed
470,2101,2023-09-12,123.45,Electronics,Credit Card,Completed
471,7656,2023-09-15,890.00,Clothing,PayPal,Completed
472,4320,2023-09-19,456.75,Home,Debit Card,Cancelled
473,9875,2023-09-22,1234.50,Sports,Credit Card,Completed
474,3210,2023-09-26,234.99,Books,Cash,Completed
475,6549,2023-09-29,3456.80,Food,Debit Card,Pending
476,1233,2023-10-02,567.25,Electronics,Credit Card,Completed
477,5431,2023-10-06,89.75,Clothing,PayPal,Completed
478,8764,2023-10-09,1890.50,Home,Debit Card,Completed
479,2108,2023-10-13,345.60,Sports,Credit Card,Cancelled
480,7653,2023-10-16,2100.00,Books,Cash,Completed
481,4327,2023-10-20,123.45,Food,Debit Card,Completed
482,9872,2023-10-23,890.75,Electronics,Credit Card,Pending
483,3217,2023-10-27,456.60,Clothing,PayPal,Completed
484,6546,2023-10-30,1567.25,Home,Debit Card,Completed
485,1236,2023-11-02,234.99,Sports,Credit Card,Completed
486,5438,2023-11-06,3450.50,Books,Cash,Cancelled
487,8761,2023-11-09,567.80,Food,Debit Card,Completed
488,2105,2023-11-13,89.99,Electronics,Credit Card,Completed
489,7650,2023-11-16,1890.25,Clothing,PayPal,Pending
490,4324,2023-11-20,345.60,Home,Debit Card,Completed
491,9873,2023-11-23,2100.75,Sports,Credit Card,Completed
492,3219,2023-11-27,123.45,Books,Cash,Completed
493,6543,2023-11-30,890.00,Food,Debit Card,Cancelled
494,1234,2023-12-03,456.25,Electronics,Credit Card,Completed
495,5435,2023-12-06,1234.80,Clothing,PayPal,Completed
496,8768,2023-12-10,234.99,Home,Debit Card,Pending
497,2341,2023-12-13,3456.50,Sports,Credit Card,Completed
498,7823,2023-12-17,567.75,Books,Cash,Completed
499,4512,2023-12-20,89.60,Food,Debit Card,Completed
500,9234,2023-12-24,1890.00,Electronics,Credit Card,Cancelled
501,3645,2023-01-20,345.25,Clothing,PayPal,Completed
502,6789,2023-01-23,2100.50,Home,Debit Card,Completed
503,1987,2023-01-27,123.45,Sports,Credit Card,Pending
504,5432,2023-01-30,890.75,Books,Cash,Completed
505,8901,2023-02-02,456.60,Food,Debit Card,Completed
506,2345,2023-02-07,1567.25,Electronics,Credit Card,Completed
507,7654,2023-02-10,234.99,Clothing,PayPal,Cancelled
508,4321,2023-02-13,3450.80,Home,Debit Card,Completed
509,9876,2023-02-17,567.50,Sports,Credit Card,Completed
510,3210,2023-02-20,89.99,Books,Cash,Pending
511,6543,2023-02-23,1890.75,Food,Debit Card,Completed
512,1098,2023-02-27,345.60,Electronics,Credit Card,Completed
513,5432,2023-03-02,2100.25,Clothing,PayPal,Completed
514,8765,2023-03-06,123.45,Home,Debit Card,Cancelled
515,2109,2023-03-09,890.00,Sports,Credit Card,Completed
516,7654,2023-03-13,456.75,Books,Cash,Completed
517,4328,2023-03-16,1234.50,Food,Debit Card,Pending
518,9873,2023-03-20,234.99,Electronics,Credit Card,Completed
519,3218,2023-03-23,3456.80,Clothing,PayPal,Completed
520,6547,2023-03-27,567.25,Home,Debit Card,Completed
521,1237,2023-03-30,89.75,Sports,Credit Card,Cancelled
522,5439,2023-04-02,1890.50,Books,Cash,Completed
523,8762,2023-04-07,345.60,Food,Debit Card,Completed
524,2106,2023-04-10,2100.00,Electronics,Credit Card,Pending
525,7651,2023-04-13,123.45,Clothing,PayPal,Completed
526,4325,2023-04-17,890.75,Home,Debit Card,Completed
527,9870,2023-04-20,456.60,Sports,Credit Card,Completed
528,3215,2023-04-23,1567.25,Books,Cash,Cancelled
529,6544,2023-04-27,234.99,Food,Debit Card,Completed
530,1231,2023-04-30,3450.50,Electronics,Credit Card,Completed
531,5436,2023-05-03,567.80,Clothing,PayPal,Pending
532,8769,2023-05-07,89.99,Home,Debit Card,Completed
533,2103,2023-05-10,1890.25,Sports,Credit Card,Completed
534,7658,2023-05-13,345.60,Books,Cash,Completed
535,4322,2023-05-17,2100.75,Food,Debit Card,Cancelled
536,9877,2023-05-20,123.45,Electronics,Credit Card,Completed
537,3212,2023-05-23,890.00,Clothing,PayPal,Completed
538,6541,2023-05-27,456.25,Home,Debit Card,Pending
539,1238,2023-05-30,1234.80,Sports,Credit Card,Completed
540,5433,2023-06-02,234.99,Books,Cash,Completed
541,8766,2023-06-06,3456.50,Food,Debit Card,Completed
542,2100,2023-06-09,567.75,Electronics,Credit Card,Cancelled
543,7655,2023-06-13,89.60,Clothing,PayPal,Completed
544,4329,2023-06-16,1890.00,Home,Debit Card,Completed
545,9874,2023-06-20,345.25,Sports,Credit Card,Pending
546,3219,2023-06-23,2100.50,Books,Cash,Completed
547,6548,2023-06-27,123.45,Food,Debit Card,Completed
548,1232,2023-06-30,890.75,Electronics,Credit Card,Completed
549,5430,2023-07-03,456.60,Clothing,PayPal,Cancelled
550,8763,2023-07-07,1567.25,Home,Debit Card,Completed
551,2107,2023-07-10,234.99,Sports,Credit Card,Completed
552,7652,2023-07-13,3450.80,Books,Cash,Pending
553,4326,2023-07-17,567.50,Food,Debit Card,Completed
554,9871,2023-07-20,89.99,Electronics,Credit Card,Completed
555,3216,2023-07-23,1890.75,Clothing,PayPal,Completed
556,6545,2023-07-27,345.60,Home,Debit Card,Cancelled
557,1239,2023-07-30,2100.25,Sports,Credit Card,Completed
558,5434,2023-08-02,123.45,Books,Cash,Completed
559,8760,2023-08-06,890.00,Food,Debit Card,Pending
560,2104,2023-08-09,456.75,Electronics,Credit Card,Completed
561,7659,2023-08-13,1234.50,Clothing,PayPal,Completed
562,4323,2023-08-16,234.99,Home,Debit Card,Completed
563,9878,2023-08-20,3456.80,Sports,Credit Card,Cancelled
564,3213,2023-08-23,567.25,Books,Cash,Completed
565,6542,2023-08-27,89.75,Food,Debit Card,Completed
566,1230,2023-08-30,1890.50,Electronics,Credit Card,Pending
567,5437,2023-09-02,345.60,Clothing,PayPal,Completed
568,8767,2023-09-06,2100.00,Home,Debit Card,Completed
569,2101,2023-09-09,123.45,Sports,Credit Card,Completed
570,7656,2023-09-13,890.75,Books,Cash,Cancelled
571,4320,2023-09-16,456.60,Food,Debit Card,Completed
572,9875,2023-09-20,1567.25,Electronics,Credit Card,Completed
573,3210,2023-09-23,234.99,Clothing,PayPal,Pending
574,6549,2023-09-27,3450.50,Home,Debit Card,Completed
575,1233,2023-09-30,567.80,Sports,Credit Card,Completed
576,5431,2023-10-03,89.99,Books,Cash,Completed
577,8764,2023-10-07,1890.25,Food,Debit Card,Cancelled
578,2108,2023-10-10,345.60,Electronics,Credit Card,Completed
579,7653,2023-10-14,2100.75,Clothing,PayPal,Completed
580,4327,2023-10-17,123.45,Home,Debit Card,Pending
581,9872,2023-10-21,890.00,Sports,Credit Card,Completed
582,3217,2023-10-24,456.25,Books,Cash,Completed
583,6546,2023-10-28,1234.80,Food,Debit Card,Completed
584,1236,2023-10-31,234.99,Electronics,Credit Card,Cancelled
585,5438,2023-11-03,3456.50,Clothing,PayPal,Completed
586,8761,2023-11-07,567.75,Home,Debit Card,Completed
587,2105,2023-11-10,89.60,Sports,Credit Card,Pending
588,7650,2023-11-14,1890.00,Books,Cash,Completed
589,4324,2023-11-17,345.25,Food,Debit Card,Completed
590,9873,2023-11-21,2100.50,Electronics,Credit Card,Completed
591,3219,2023-11-24,123.45,Clothing,PayPal,Cancelled
592,6543,2023-11-28,890.75,Home,Debit Card,Completed
593,1234,2023-12-01,456.60,Sports,Credit Card,Completed
594,5435,2023-12-04,1567.25,Books,Cash,Pending
595,8768,2023-12-08,234.99,Food,Debit Card,Completed
596,2341,2023-12-11,3450.80,Electronics,Credit Card,Completed
597,7823,2023-12-15,567.50,Clothing,PayPal,Completed
598,4512,2023-12-18,89.99,Home,Debit Card,Cancelled
599,9234,2023-12-22,1890.75,Sports,Credit Card,Completed
600,3645,2023-12-25,345.60,Books,Cash,Completed
601,6789,2023-01-21,2100.25,Food,Debit Card,Pending
602,1987,2023-01-24,123.45,Electronics,Credit Card,Completed
603,5432,2023-01-28,890.00,Clothing,PayPal,Completed
604,8901,2023-01-31,456.75,Home,Debit Card,Completed
605,2345,2023-02-03,1234.50,Sports,Credit Card,Cancelled
606,7654,2023-02-08,234.99,Books,Cash,Completed
607,4321,2023-02-11,3456.80,Food,Debit Card,Completed
608,9876,2023-02-14,567.25,Electronics,Credit Card,Pending
609,3210,2023-02-18,89.75,Clothing,PayPal,Completed
610,6543,2023-02-21,1890.50,Home,Debit Card,Completed
611,1098,2023-02-24,345.60,Sports,Credit Card,Completed
612,5432,2023-02-28,2100.00,Books,Cash,Cancelled
613,8765,2023-03-03,123.45,Food,Debit Card,Completed
614,2109,2023-03-07,890.75,Electronics,Credit Card,Completed
615,7654,2023-03-10,456.60,Clothing,PayPal,Pending
616,4328,2023-03-14,1567.25,Home,Debit Card,Completed
617,9873,2023-03-17,234.99,Sports,Credit Card,Completed
618,3218,2023-03-21,3450.50,Books,Cash,Completed
619,6547,2023-03-24,567.80,Food,Debit Card,Cancelled
620,1237,2023-03-28,89.99,Electronics,Credit Card,Completed
621,5439,2023-03-31,1890.25,Clothing,PayPal,Completed
622,8762,2023-04-03,345.60,Home,Debit Card,Pending
623,2106,2023-04-08,2100.75,Sports,Credit Card,Completed
624,7651,2023-04-11,123.45,Books,Cash,Completed
625,4325,2023-04-14,890.00,Food,Debit Card,Completed
626,9870,2023-04-18,456.25,Electronics,Credit Card,Cancelled
627,3215,2023-04-21,1234.80,Clothing,PayPal,Completed
628,6544,2023-04-24,234.99,Home,Debit Card,Completed
629,1231,2023-04-28,3456.50,Sports,Credit Card,Pending
630,5436,2023-05-01,567.75,Books,Cash,Completed
631,8769,2023-05-04,89.60,Food,Debit Card,Completed
632,2103,2023-05-08,1890.00,Electronics,Credit Card,Completed
633,7658,2023-05-11,345.25,Clothing,PayPal,Cancelled
634,4322,2023-05-14,2100.50,Home,Debit Card,Completed
635,9877,2023-05-18,123.45,Sports,Credit Card,Completed
636,3212,2023-05-21,890.75,Books,Cash,Pending
637,6541,2023-05-24,456.60,Food,Debit Card,Completed
638,1238,2023-05-28,1567.25,Electronics,Credit Card,Completed
639,5433,2023-05-31,234.99,Clothing,PayPal,Completed
640,8766,2023-06-03,3450.80,Home,Debit Card,Cancelled
641,2100,2023-06-07,567.50,Sports,Credit Card,Completed
642,7655,2023-06-10,89.99,Books,Cash,Completed
643,4329,2023-06-14,1890.75,Food,Debit Card,Pending
644,9874,2023-06-17,345.60,Electronics,Credit Card,Completed
645,3219,2023-06-21,2100.25,Clothing,PayPal,Completed
646,6548,2023-06-24,123.45,Home,Debit Card,Completed
647,1232,2023-06-28,890.00,Sports,Credit Card,Cancelled
648,5430,2023-07-01,456.75,Books,Cash,Completed
649,8763,2023-07-04,1234.50,Food,Debit Card,Completed
650,2107,2023-07-08,234.99,Electronics,Credit Card,Pending
