event_id,user_id,event_type,timestamp,value
587,87,view,2024-01-15T17:50:00,123.01
588,88,purchase,2024-01-15T17:50:45,456.34
589,89,signup,2024-01-15T17:51:30,789.67
590,90,logout,2024-01-15T17:52:15,012.90
591,91,click,2024-01-15T17:53:00,345.23
592,92,view,2024-01-15T17:53:45,678.56
593,93,purchase,2024-01-15T17:54:30,901.89
594,94,signup,2024-01-15T17:55:15,234.12
595,95,logout,2024-01-15T17:56:00,567.45
596,96,click,2024-01-15T17:56:45,890.78
597,97,view,2024-01-15T17:57:30,123.01
598,98,purchase,2024-01-15T17:58:15,456.34
599,99,signup,2024-01-15T17:59:00,789.67
600,100,logout,2024-01-15T17:59:45,012.90
601,101,click,2024-01-15T18:00:30,345.23
602,102,view,2024-01-15T18:01:15,678.56
603,103,purchase,2024-01-15T18:02:00,901.89
604,104,signup,2024-01-15T18:02:45,234.12
605,105,logout,2024-01-15T18:03:30,567.45
606,106,click,2024-01-15T18:04:15,890.78
607,107,view,2024-01-15T18:05:00,123.01
608,108,purchase,2024-01-15T18:05:45,456.34
609,109,signup,2024-01-15T18:06:30,789.67
610,110,logout,2024-01-15T18:07:15,012.90
611,111,click,2024-01-15T18:08:00,345.23
612,112,view,2024-01-15T18:08:45,678.56
613,113,purchase,2024-01-15T18:09:30,901.89
614,114,signup,2024-01-15T18:10:15,234.12
615,115,logout,2024-01-15T18:11:00,567.45
616,116,click,2024-01-15T18:11:45,890.78
617,117,view,2024-01-15T18:12:30,123.01
618,118,purchase,2024-01-15T18:13:15,456.34
619,119,signup,2024-01-15T18:14:00,789.67
620,120,logout,2024-01-15T18:14:45,012.90
621,121,click,2024-01-15T18:15:30,345.23
622,122,view,2024-01-15T18:16:15,678.56
623,123,purchase,2024-01-15T18:17:00,901.89
624,124,signup,2024-01-15T18:17:45,234.12
625,125,logout,2024-01-15T18:18:30,567.45
626,126,click,2024-01-15T18:19:15,890.78
627,127,view,2024-01-15T18:20:00,123.01
628,128,purchase,2024-01-15T18:20:45,456.34
629,129,signup,2024-01-15T18:21:30,789.67
630,130,logout,2024-01-15T18:22:15,012.90
631,131,click,2024-01-15T18:23:00,345.23
632,132,view,2024-01-15T18:23:45,678.56
633,133,purchase,2024-01-15T18:24:30,901.89
634,134,signup,2024-01-15T18:25:15,234.12
635,135,logout,2024-01-15T18:26:00,567.45
636,136,click,2024-01-15T18:26:45,890.78
637,137,view,2024-01-15T18:27:30,123.01
638,138,purchase,2024-01-15T18:28:15,456.34
639,139,signup,2024-01-15T18:29:00,789.67
640,140,logout,2024-01-15T18:29:45,012.90
641,141,click,2024-01-15T18:30:30,345.23
642,142,view,2024-01-15T18:31:15,678.56
643,143,purchase,2024-01-15T18:32:00,901.89
644,144,signup,2024-01-15T18:32:45,234.12
645,145,logout,2024-01-15T18:33:30,567.45
646,146,click,2024-01-15T18:34:15,890.78
647,147,view,2024-01-15T18:35:00,123.01
648,148,purchase,2024-01-15T18:35:45,456.34
649,149,signup,2024-01-15T18:36:30,789.67
650,150,logout,2024-01-15T18:37:15,012.90
651,151,click,2024-01-15T18:38:00,345.23
652,152,view,2024-01-15T18:38:45,678.56
653,153,purchase,2024-01-15T18:39:30,901.89
654,154,signup,2024-01-15T18:40:15,234.12
655,155,logout,2024-01-15T18:41:00,567.45
656,156,click,2024-01-15T18:41:45,890.78
657,157,view,2024-01-15T18:42:30,123.01
658,158,purchase,2024-01-15T18:43:15,456.34
659,159,signup,2024-01-15T18:44:00,789.67
660,160,logout,2024-01-15T18:44:45,012.90
661,161,click,2024-01-15T18:45:30,345.23
662,162,view,2024-01-15T18:46:15,678.56
663,163,purchase,2024-01-15T18:47:00,901.89
664,164,signup,2024-01-15T18:47:45,234.12
665,165,logout,2024-01-15T18:48:30,567.45
666,166,click,2024-01-15T18:49:15,890.78
667,167,view,2024-01-15T18:50:00,123.01
668,168,purchase,2024-01-15T18:50:45,456.34
669,169,signup,2024-01-15T18:51:30,789.67
670,170,logout,2024-01-15T18:52:15,012.90
671,171,click,2024-01-15T18:53:00,345.23
672,172,view,2024-01-15T18:53:45,678.56
673,173,purchase,2024-01-15T18:54:30,901.89
674,174,signup,2024-01-15T18:55:15,234.12
675,175,logout,2024-01-15T18:56:00,567.45
676,176,click,2024-01-15T18:56:45,890.78
677,177,view,2024-01-15T18:57:30,123.01
678,178,purchase,2024-01-15T18:58:15,456.34
679,179,signup,2024-01-15T18:59:00,789.67
680,180,logout,2024-01-15T18:59:45,012.90
681,181,click,2024-01-15T19:00:30,345.23
682,182,view,2024-01-15T19:01:15,678.56
683,183,purchase,2024-01-15T19:02:00,901.89
684,184,signup,2024-01-15T19:02:45,234.12
685,185,logout,2024-01-15T19:03:30,567.45
686,186,click,2024-01-15T19:04:15,890.78
687,187,view,2024-01-15T19:05:00,123.01
688,188,purchase,2024-01-15T19:05:45,456.34
689,189,signup,2024-01-15T19:06:30,789.67
690,190,logout,2024-01-15T19:07:15,012.90
691,191,click,2024-01-15T19:08:00,345.23
692,192,view,2024-01-15T19:08:45,678.56
693,193,purchase,2024-01-15T19:09:30,901.89
694,194,signup,2024-01-15T19:10:15,234.12
695,195,logout,2024-01-15T19:11:00,567.45
696,196,click,2024-01-15T19:11:45,890.78
697,197,view,2024-01-15T19:12:30,123.01
698,198,purchase,2024-01-15T19:13:15,456.34
699,199,signup,2024-01-15T19:14:00,789.67
700,200,logout,2024-01-15T19:14:45,012.90
701,201,click,2024-01-15T19:15:30,345.23
702,202,view,2024-01-15T19:16:15,678.56
703,203,purchase,2024-01-15T19:17:00,901.89
704,204,signup,2024-01-15T19:17:45,234.12
705,205,logout,2024-01-15T19:18:30,567.45
706,206,click,2024-01-15T19:19:15,890.78
707,207,view,2024-01-15T19:20:00,123.01
708,208,purchase,2024-01-15T19:20:45,456.34
709,209,signup,2024-01-15T19:21:30,789.67
710,210,logout,2024-01-15T19:22:15,012.90
711,211,click,2024-01-15T19:23:00,345.23
