transaction_id,transaction_amount,account_age_days,num_transactions_24h,avg_transaction_amount,distance_from_home,merchant_category,is_international,hour_of_day,day_of_week,device_type,is_fraud
400,145.60,1834,2,139.30,9.8,grocery,0,10,4,tablet,0
401,87.40,2456,1,91.80,6.2,gas,0,7,1,desktop,0
402,1920.00,64,8,142.90,1680.75,online,1,3,5,mobile,1
403,234.40,1567,3,226.60,15.3,entertainment,0,18,3,tablet,0
404,98.60,2178,1,102.50,7.4,retail,0,12,6,mobile,0
405,2750.00,53,10,153.90,1920.25,online,1,2,0,desktop,1
406,178.80,1689,2,172.40,11.8,restaurant,0,19,2,tablet,0
407,67.20,2234,1,72.80,4.1,grocery,0,9,4,mobile,0
408,3200.00,41,11,168.60,1890.00,travel,1,3,1,desktop,1
409,245.30,1923,3,238.80,16.5,entertainment,0,17,5,tablet,0
410,567.50,1165,2,548.30,28.2,online,0,16,3,mobile,0
411,76.70,2367,1,81.60,4.8,gas,0,8,6,desktop,0
412,2950.00,49,9,157.60,2050.75,travel,1,1,0,mobile,1
413,134.20,1756,2,129.80,10.2,retail,0,13,2,tablet,0
414,89.70,2189,1,94.40,5.7,grocery,0,10,4,mobile,0
415,3450.00,47,12,172.90,2150.50,online,1,4,1,desktop,1
416,198.70,1834,3,189.70,13.9,restaurant,0,18,5,tablet,0
417,94.50,2098,1,98.60,6.8,gas,0,7,3,mobile,0
418,1675.00,58,8,145.70,1720.00,online,1,2,6,desktop,1
419,167.60,1689,2,161.50,10.7,entertainment,0,19,0,tablet,0
420,78.40,2289,1,83.70,4.9,retail,0,11,2,mobile,0
421,456.80,1198,2,442.30,21.3,online,0,15,4,desktop,0
422,3100.00,38,10,167.40,2230.75,travel,1,3,1,mobile,1
423,145.90,1923,2,139.70,10.5,grocery,0,10,5,tablet,0
424,87.80,2456,1,91.50,5.8,gas,0,8,3,desktop,0
425,2850.00,51,11,155.90,1980.50,online,1,1,6,mobile,1
426,234.70,1567,3,226.40,14.7,restaurant,0,17,0,tablet,0
427,98.40,2178,1,102.90,7.1,retail,0,12,2,mobile,0
428,3350.00,44,13,170.70,2180.25,travel,1,4,4,desktop,1
429,178.30,1756,2,172.60,12.4,entertainment,0,19,1,tablet,0
430,67.90,2234,1,72.50,3.6,grocery,0,9,5,mobile,0
431,1850.00,63,8,146.90,1720.50,online,1,2,3,desktop,1
432,245.80,1834,3,238.50,15.6,restaurant,0,18,6,tablet,0
433,567.40,1134,2,551.80,27.9,online,0,14,0,mobile,0
434,76.50,2367,1,81.70,5.2,gas,0,7,2,desktop,0
435,2750.00,54,10,152.50,1920.75,travel,1,3,4,mobile,1
436,134.90,1689,2,129.50,9.6,retail,0,13,1,tablet,0
437,89.30,2189,1,94.80,6.3,grocery,0,10,5,mobile,0
438,3200.00,40,11,169.30,1890.25,online,1,1,3,desktop,1
439,198.50,1923,3,189.80,14.1,entertainment,0,17,6,tablet,0
440,94.90,2098,1,98.70,6.5,gas,0,8,0,mobile,0
441,2650.00,57,9,149.70,1850.50,travel,1,2,2,desktop,1
442,167.70,1756,2,161.20,10.4,restaurant,0,19,4,tablet,0
443,78.20,2289,1,83.50,5.1,retail,0,11,1,mobile,0
444,456.50,1087,2,442.60,22.7,online,0,16,5,desktop,0
445,3450.00,45,12,165.50,2150.00,travel,1,4,3,mobile,1
446,145.40,1834,2,139.80,10.1,grocery,0,10,6,tablet,0
447,87.60,2456,1,91.90,6.4,gas,0,7,0,desktop,0
448,1920.00,62,8,143.50,1680.25,online,1,3,2,mobile,1
449,234.50,1567,3,226.80,15.4,entertainment,0,18,4,tablet,0
450,98.70,2178,1,102.30,6.6,retail,0,12,1,mobile,0
451,2950.00,52,10,156.20,2050.00,online,1,2,5,desktop,1
452,178.60,1689,2,172.70,12.8,restaurant,0,19,3,tablet,0
453,67.40,2234,1,72.90,4.2,grocery,0,9,6,mobile,0
454,3100.00,39,11,168.80,2230.00,travel,1,3,0,desktop,1
455,245.60,1923,3,238.90,16.7,entertainment,0,17,2,tablet,0
456,567.70,1145,2,548.70,28.5,online,0,15,4,mobile,0
457,76.80,2367,1,81.40,4.7,gas,0,8,1,desktop,0
458,2850.00,50,9,154.80,1980.25,travel,1,1,5,mobile,1
459,134.60,1756,2,129.90,10.3,retail,0,13,3,tablet,0
460,89.80,2189,1,94.50,5.9,grocery,0,10,6,mobile,0
461,3350.00,46,12,167.60,2180.50,online,1,4,0,desktop,1
462,198.30,1834,3,189.40,14.2,restaurant,0,18,2,tablet,0
463,94.30,2098,1,98.80,7.3,gas,0,7,4,mobile,0
464,1675.00,60,8,144.90,1720.25,online,1,2,1,desktop,1
465,167.40,1689,2,161.90,11.3,entertainment,0,19,5,tablet,0
466,78.70,2289,1,83.30,4.8,retail,0,11,3,mobile,0
467,456.90,1176,2,442.70,21.5,online,0,14,6,desktop,0
468,3200.00,41,10,167.70,1890.50,travel,1,3,0,mobile,1
469,145.70,1923,2,139.50,10.6,grocery,0,10,2,tablet,0
470,87.30,2456,1,91.60,6.5,gas,0,7,4,desktop,0
471,2750.00,53,11,153.40,1920.50,online,1,1,1,mobile,1
472,234.80,1567,3,226.50,14.8,restaurant,0,17,5,tablet,0
473,98.50,2178,1,102.60,7.5,retail,0,12,3,mobile,0
474,3450.00,48,13,171.80,2150.75,travel,1,4,6,desktop,1
475,178.90,1756,2,172.30,12.1,entertainment,0,19,0,tablet,0
476,67.60,2234,1,72.60,4.3,grocery,0,9,2,mobile,0
477,1850.00,61,8,145.40,1720.75,online,1,2,4,desktop,1
478,245.40,1834,3,238.60,16.8,restaurant,0,18,1,tablet,0
479,567.80,1123,2,551.90,27.4,online,0,16,5,mobile,0
480,76.40,2367,1,81.80,5.3,gas,0,8,3,desktop,0
481,2950.00,49,10,157.90,2050.25,travel,1,3,6,mobile,1
482,134.30,1689,2,129.60,10.4,retail,0,13,0,tablet,0
483,89.60,2189,1,94.90,6.6,grocery,0,10,2,mobile,0
484,3100.00,42,11,169.20,2230.25,online,1,1,4,desktop,1
485,198.80,1923,3,189.50,13.6,entertainment,0,17,1,tablet,0
486,94.60,2098,1,98.40,7.4,gas,0,7,5,mobile,0
487,2650.00,56,9,148.90,1850.00,travel,1,2,3,desktop,1
488,167.80,1756,2,161.60,10.8,restaurant,0,19,6,tablet,0
489,78.50,2289,1,83.80,5.2,retail,0,11,0,mobile,0
490,456.30,1209,2,442.80,23.1,online,0,15,2,desktop,0
491,3350.00,43,12,166.40,2180.00,travel,1,4,4,mobile,1
492,145.50,1834,2,139.90,10.7,grocery,0,10,1,tablet,0
493,87.90,2456,1,91.30,5.9,gas,0,8,5,desktop,0
494,1920.00,64,8,142.70,1680.50,online,1,3,3,mobile,1
495,234.30,1567,3,226.90,15.6,entertainment,0,18,6,tablet,0
496,98.80,2178,1,102.70,6.9,retail,0,12,0,mobile,0
497,2850.00,51,10,155.60,1980.75,online,1,2,2,desktop,1
498,178.40,1689,2,172.80,12.9,restaurant,0,19,4,tablet,0
499,67.70,2234,1,72.30,4.4,grocery,0,9,1,mobile,0
500,3200.00,40,11,168.90,1890.75,travel,1,3,5,desktop,1
