customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,online_backup,difficulty_score,churn
328,53,47.1,2496.3,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
329,15,80.7,1210.5,Month-to-Month,Electronic check,Fiber optic,No,No,0.37,1
330,69,50.9,3512.1,Two year,Credit card,DSL,Yes,Yes,0.08,0
331,18,78.2,1407.6,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.43,1
332,56,49.8,2788.8,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
333,4,95.4,381.6,Month-to-Month,Electronic check,Fiber optic,No,No,0.12,1
334,70,46.4,3248.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
335,23,74.3,1708.9,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.48,1
336,57,50.9,2901.3,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
337,8,89.5,716.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.23,1
338,71,43.7,3102.7,Two year,Credit card,DSL,Yes,Yes,0.07,0
339,21,75.8,1591.8,Month-to-Month,Electronic check,Fiber optic,No,No,0.46,1
340,59,52.7,3109.3,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
341,1,102.3,102.3,Month-to-Month,Electronic check,Fiber optic,No,No,0.09,1
342,68,51.5,3502.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
343,27,69.5,1876.5,Month-to-Month,Mailed check,Fiber optic,Yes,No,0.54,0
344,52,45.8,2381.6,Two year,Credit card,DSL,Yes,Yes,0.12,0
345,13,82.6,1073.8,Month-to-Month,Electronic check,Fiber optic,No,No,0.34,1
346,72,42.3,3045.6,Two year,Credit card,DSL,Yes,Yes,0.07,0
347,19,77.6,1474.4,Month-to-Month,Electronic check,Fiber optic,No,No,0.44,1
348,55,48.6,2673.0,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
349,5,93.6,468.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.14,1
350,70,47.5,3325.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
351,24,71.9,1725.6,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.49,1
352,58,51.9,3010.2,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
353,11,84.1,925.1,Month-to-Month,Electronic check,Fiber optic,No,No,0.3,1
354,69,49.7,3429.3,Two year,Credit card,DSL,Yes,Yes,0.08,0
355,16,79.4,1270.4,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.4,1
356,60,53.8,3228.0,Two year,Bank transfer,DSL,Yes,Yes,0.09,0
357,6,90.3,541.8,Month-to-Month,Electronic check,Fiber optic,No,No,0.17,1
358,71,44.5,3159.5,Two year,Credit card,DSL,Yes,Yes,0.07,0
359,22,73.1,1608.2,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.47,1
360,57,50.4,2872.8,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
361,9,87.9,791.1,Month-to-Month,Electronic check,Fiber optic,No,No,0.25,1
362,68,51.1,3474.8,Two year,Credit card,DSL,Yes,Yes,0.08,0
363,20,75.4,1508.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.45,1
364,54,47.5,2565.0,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
365,2,98.6,197.2,Month-to-Month,Electronic check,Fiber optic,No,No,0.11,1
366,72,41.2,2966.4,Two year,Credit card,DSL,Yes,Yes,0.07,0
367,25,72.5,1812.5,Month-to-Month,Mailed check,Fiber optic,No,Yes,0.5,1
368,50,43.8,2190.0,One year,Bank transfer,DSL,Yes,Yes,0.2,0
369,14,81.8,1145.2,Month-to-Month,Electronic check,Fiber optic,No,No,0.35,1
370,70,46.7,3269.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
371,18,78.9,1420.2,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.43,1
372,59,52.2,3079.8,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
373,7,88.3,618.1,Month-to-Month,Electronic check,Fiber optic,No,No,0.2,1
374,67,53.3,3571.1,Two year,Credit card,DSL,Yes,Yes,0.08,0
375,23,74.7,1718.1,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.48,1
376,56,49.1,2749.6,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
377,10,86.1,861.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.28,1
378,71,43.9,3116.9,Two year,Credit card,DSL,Yes,Yes,0.07,0
379,21,74.6,1566.6,Month-to-Month,Electronic check,Fiber optic,No,No,0.46,1
380,58,51.6,2992.8,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
381,4,96.9,387.6,Month-to-Month,Electronic check,Fiber optic,No,No,0.12,1
382,69,50.5,3484.5,Two year,Credit card,DSL,Yes,Yes,0.08,0
383,28,68.5,1918.0,Month-to-Month,Mailed check,Fiber optic,Yes,No,0.55,1
384,53,46.9,2485.7,Two year,Credit card,DSL,Yes,Yes,0.11,0
385,15,79.8,1197.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.38,1
386,72,42.7,3074.4,Two year,Credit card,DSL,Yes,Yes,0.07,0
387,19,76.3,1449.7,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.44,1
388,60,53.5,3210.0,Two year,Bank transfer,DSL,Yes,Yes,0.09,0
389,5,92.1,460.5,Month-to-Month,Electronic check,Fiber optic,No,No,0.15,1
390,70,45.9,3213.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
391,24,72.9,1749.6,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.49,1
392,57,50.7,2889.9,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
393,12,83.2,998.4,Month-to-Month,Electronic check,Fiber optic,No,No,0.32,1
394,71,44.3,3145.3,Two year,Credit card,DSL,Yes,Yes,0.07,0
395,22,73.9,1625.8,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.47,1
396,59,52.9,3121.1,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
397,8,89.9,719.2,Month-to-Month,Electronic check,Fiber optic,No,No,0.23,1
398,68,51.8,3522.4,Two year,Credit card,DSL,Yes,Yes,0.08,0
399,20,76.5,1530.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.45,1
400,54,48.2,2602.8,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
401,1,101.5,101.5,Month-to-Month,Electronic check,Fiber optic,No,No,0.1,1
402,72,41.9,3016.8,Two year,Credit card,DSL,Yes,Yes,0.07,0
403,26,70.1,1822.6,Month-to-Month,Mailed check,Fiber optic,No,Yes,0.51,1
404,51,45.5,2320.5,One year,Bank transfer,DSL,Yes,Yes,0.2,0
405,13,82.9,1077.7,Month-to-Month,Electronic check,Fiber optic,No,No,0.34,1
406,70,47.1,3297.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
407,17,79.2,1346.4,Month-to-Month,Electronic check,Fiber optic,No,No,0.41,1
408,60,53.9,3234.0,Two year,Bank transfer,DSL,Yes,Yes,0.09,0
409,6,91.5,549.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.17,1
410,69,50.2,3463.8,Two year,Credit card,DSL,Yes,Yes,0.08,0
411,23,74.1,1704.3,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.48,1
412,58,51.2,2969.6,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
413,9,86.4,777.6,Month-to-Month,Electronic check,Fiber optic,No,No,0.26,1
414,71,43.4,3081.4,Two year,Credit card,DSL,Yes,Yes,0.07,0
415,21,75.2,1579.2,Month-to-Month,Electronic check,Fiber optic,No,No,0.46,1
416,57,49.9,2843.3,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
417,4,95.7,382.8,Month-to-Month,Electronic check,Fiber optic,No,No,0.12,1
418,72,42.1,3031.2,Two year,Credit card,DSL,Yes,Yes,0.07,0
419,25,71.6,1790.0,Month-to-Month,Mailed check,Fiber optic,No,Yes,0.5,1
420,55,48.9,2689.5,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
421,14,80.5,1127.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.36,1
422,70,46.3,3241.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
423,18,77.5,1395.0,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.43,1
424,59,52.5,3097.5,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
425,7,87.7,613.9,Month-to-Month,Electronic check,Fiber optic,No,No,0.2,1
426,68,52.1,3542.8,Two year,Credit card,DSL,Yes,Yes,0.08,0
427,22,73.3,1612.6,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.47,1
428,56,50.3,2816.8,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
429,10,85.6,856.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.29,1
430,71,44.7,3173.7,Two year,Credit card,DSL,Yes,Yes,0.07,0
431,27,69.9,1887.3,Month-to-Month,Mailed check,Fiber optic,Yes,No,0.54,0
432,53,47.3,2506.9,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
433,15,79.1,1186.5,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.38,1
434,72,41.4,2980.8,Two year,Credit card,DSL,Yes,Yes,0.07,0
435,19,77.9,1480.1,Month-to-Month,Electronic check,Fiber optic,No,No,0.44,1
436,60,53.1,3186.0,Two year,Bank transfer,DSL,Yes,Yes,0.09,0
437,5,94.7,473.5,Month-to-Month,Electronic check,Fiber optic,No,No,0.14,1
438,69,49.4,3410.6,Two year,Credit card,DSL,Yes,Yes,0.08,0
439,24,72.1,1730.4,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.49,1
440,58,52.8,3062.4,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
441,11,84.9,933.9,Month-to-Month,Electronic check,Fiber optic,No,No,0.3,1
442,70,47.8,3346.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
443,20,76.9,1538.0,Month-to-Month,Electronic check,Fiber optic,No,No,0.45,1
444,57,50.2,2861.4,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
445,8,88.1,704.8,Month-to-Month,Electronic check,Fiber optic,No,No,0.22,1
446,71,43.1,3060.1,Two year,Credit card,DSL,Yes,Yes,0.07,0
447,23,74.5,1713.5,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.48,1
448,59,51.8,3056.2,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
449,6,92.3,553.8,Month-to-Month,Electronic check,Fiber optic,No,No,0.18,1
450,68,51.3,3488.4,Two year,Credit card,DSL,Yes,Yes,0.08,0
451,28,68.8,1926.4,Month-to-Month,Mailed check,Fiber optic,Yes,No,0.55,0
452,54,48.7,2629.8,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
453,13,82.3,1069.9,Month-to-Month,Electronic check,Fiber optic,No,No,0.33,1
454,72,42.8,3081.6,Two year,Credit card,DSL,Yes,Yes,0.07,0
455,21,75.6,1587.6,Month-to-Month,Electronic check,Fiber optic,No,No,0.46,1
456,60,53.7,3222.0,Two year,Bank transfer,DSL,Yes,Yes,0.09,0
457,4,96.4,385.6,Month-to-Month,Electronic check,Fiber optic,No,No,0.12,1
458,70,46.1,3227.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
459,25,72.8,1820.0,Month-to-Month,Mailed check,Fiber optic,No,Yes,0.5,1
460,56,49.5,2772.0,Two year,Bank transfer,DSL,Yes,Yes,0.11,0
461,16,80.8,1292.8,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.4,1
462,71,44.9,3187.9,Two year,Credit card,DSL,Yes,Yes,0.07,0
463,18,78.3,1409.4,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.43,1
464,58,52.6,3050.8,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
465,1,100.7,100.7,Month-to-Month,Electronic check,Fiber optic,No,No,0.1,1
466,69,50.8,3505.2,Two year,Credit card,DSL,Yes,Yes,0.08,0
467,22,74.8,1645.6,Month-to-Month,Electronic check,Fiber optic,No,Yes,0.47,1
468,57,49.7,2832.9,Two year,Bank transfer,DSL,Yes,Yes,0.1,0
469,12,84.6,1015.2,Month-to-Month,Electronic check,Fiber optic,No,No,0.32,1
470,72,41.7,3002.4,Two year,Credit card,DSL,Yes,Yes,0.07,0
471,26,70.8,1840.8,Month-to-Month,Mailed check,Fiber optic,No,Yes,0.52,1
472,53,46.6,2469.8,Two year,Credit card,DSL,Yes,Yes,0.11,0
473,14,81.1,1135.4,Month-to-Month,Electronic check,Fiber optic,No,No,0.35,1
474,70,47.4,3318.0,Two year,Credit card,DSL,Yes,Yes,0.08,0
475,19,77.1,1464.9,Month-to-Month,Electronic check,Fiber optic,No,No,0.44,1
