reading_id,temperature,vibration,pressure
997,25.1,21.9,29.9
998,49.1,46.7,48.7
999,73.8,69.5,71.9
1000,26.7,23.7,31.7
1001,48.5,46.3,48.3
1002,25.5,22.3,30.4
1003,74.1,69.7,72.1
1004,49.6,47.1,49.2
1005,26.2,23.5,31.6
1006,25.9,22.8,30.9
1007,48.9,46.6,48.6
1008,73.4,69.3,71.8
1009,26.8,23.8,31.9
1010,49.9,47.6,49.8
1011,25.4,22.2,30.2
1012,72.7,68.4,70.7
1013,48.3,45.8,47.8
1014,26.5,23.2,31.3
1015,25.7,22.4,30.5
1016,49.5,47.2,49.3
1017,73.1,68.6,71.2
1018,26.1,23.6,31.8
1019,48.6,46.3,48.3
1020,25.3,21.8,29.7
1021,49.3,47.4,49.5
1022,74.3,70.1,72.5
1023,26.9,23.9,32.1
1024,48.2,46.1,48.1
1025,25.2,22.1,30.1
1026,73.9,69.8,72.3
1027,49.7,47.3,49.4
1028,26.6,23.3,31.5
1029,25.6,22.5,30.6
1030,48.8,46.2,48.2
1031,72.8,68.9,71.5
1032,26.4,23.4,31.4
1033,49.2,46.9,48.9
1034,25.8,22.7,30.8
1035,73.6,69.2,71.6
1036,48.4,45.8,47.6
1037,26.3,23.1,31.1
1038,25.1,21.9,29.9
1039,49.8,47.5,49.7
1040,74.2,70.3,72.7
1041,26.7,23.7,31.7
1042,48.7,46.5,48.5
1043,25.5,22.3,30.4
1044,73.3,69.4,71.9
1045,49.4,47.1,49.2
1046,26.2,23.5,31.6
1047,25.9,22.8,30.9
1048,48.1,45.9,47.9
1049,72.9,68.7,71.1
1050,26.8,23.8,31.9
1051,14.2,21.3,95.7
1052,49.1,46.7,48.7
1053,25.4,22.2,30.2
1054,73.7,69.6,72.2
1055,48.5,46.3,48.3
1056,26.5,23.2,31.3
1057,25.7,22.4,30.5
1058,49.6,47.4,49.5
1059,74.4,70.2,72.6
1060,26.1,23.6,31.8
1061,48.9,46.6,48.6
1062,25.3,21.7,29.8
1063,49.5,47.2,49.3
1064,73.5,69.1,71.5
1065,26.9,23.9,32.2
1066,48.3,45.8,47.8
1067,25.2,22.1,30.3
1068,72.7,68.4,70.7
1069,49.9,47.6,49.8
1070,26.6,23.3,31.2
1071,25.6,22.5,30.6
1072,48.6,46.3,48.3
1073,73.2,68.5,70.9
1074,26.4,23.4,31.5
1075,49.3,47.4,49.5
1076,25.8,22.7,30.8
1077,74.1,69.7,72.1
1078,48.2,46.1,48.1
1079,26.3,23.1,31.1
1080,25.1,21.9,29.9
1081,49.7,47.1,49.2
1082,73.8,69.5,71.9
1083,26.7,23.7,31.7
1084,48.8,46.2,48.2
1085,25.5,22.3,30.4
1086,72.8,68.9,71.4
1087,49.2,46.9,48.9
1088,26.2,23.5,31.6
1089,25.9,22.8,30.9
1090,48.4,45.8,47.6
1091,73.4,69.3,71.8
1092,26.8,23.8,31.9
1093,49.8,47.5,49.7
1094,25.4,22.2,30.2
1095,74.3,70.1,72.5
1096,48.7,46.5,48.5
1097,26.5,23.2,31.3
1098,25.7,22.4,30.5
1099,49.4,47.3,49.4
1100,73.1,68.6,71.2
1101,26.1,23.6,31.8
1102,48.1,45.9,47.9
1103,25.3,21.8,29.7
1104,49.1,46.7,48.7
1105,72.9,68.7,71.1
1106,26.9,23.9,32.1
1107,48.5,46.3,48.3
1108,25.2,22.1,30.1
1109,73.9,69.8,72.3
1110,49.6,47.4,49.5
1111,26.6,23.3,31.5
1112,25.6,22.5,30.6
1113,48.9,46.6,48.6
1114,74.2,70.3,72.7
1115,26.4,23.4,31.4
1116,49.5,47.2,49.3
1117,25.8,22.7,30.8
1118,73.6,69.2,71.6
1119,48.3,45.8,47.8
1120,26.3,23.1,31.1
1121,25.1,21.9,29.9
1122,49.9,47.6,49.8
1123,72.7,68.4,70.7
1124,26.7,23.7,31.7
1125,48.6,46.3,48.3
1126,25.5,22.3,30.4
1127,73.3,69.4,71.9
1128,49.3,47.1,49.2
1129,26.2,23.5,31.6
1130,25.9,22.8,30.9
1131,48.2,46.1,48.1
1132,74.4,70.2,72.6
1133,26.8,23.8,31.9
1134,49.7,47.3,49.4
1135,25.4,22.2,30.2
1136,73.7,69.6,72.2
1137,48.8,46.2,48.2
1138,26.5,23.2,31.3
1139,78.4,22.8,48.9
1140,25.7,22.4,30.5
1141,49.2,46.9,48.9
1142,73.5,69.1,71.5
1143,26.1,23.6,31.8
1144,48.4,45.8,47.6
1145,25.3,21.7,29.8
1146,49.8,47.5,49.7
1147,72.8,68.9,71.4
1148,26.9,23.9,32.2
1149,48.7,46.5,48.5
1150,25.2,22.1,30.3
1151,73.2,68.5,70.9
1152,49.4,47.4,49.5
1153,26.6,23.3,31.2
1154,25.6,22.5,30.6
1155,48.1,45.9,47.9
1156,74.1,69.7,72.1
1157,26.4,23.4,31.5
