Id,OpportunityId,ContactId,Role,IsPrimary
00KXX000006DGoUQAG,006XX000005DGiFQAG,003XX000004DGmUQAG,Business User,false
00KXX000006DGoVQAG,006XX000005DGiGQAG,003XX000004DGmVQAG,Evaluator,true
00KXX000006DGoWQAG,006XX000005DGiGQAG,003XX000004DGmWQAG,Business User,false
00KXX000006DGoXQAG,006XX000005DGiHQAG,003XX000004DGmXQAG,Decision Maker,true
00KXX000006DGoYQAG,006XX000005DGiHQAG,003XX000004DGmYQAG,Executive Sponsor,false
00KXX000006DGoZQAG,006XX000005DGiIQAG,003XX000004DGmZQAG,Business User,true
00KXX000006DGpAQAG,006XX000005DGiIQAG,003XX000004DGnAQAG,Technical Buyer,false
00KXX000006DGpBQAG,006XX000005DGiJQAG,003XX000004DGnBQAG,Executive Sponsor,true
00KXX000006DGpCQAG,006XX000005DGiJQAG,003XX000004DGnCQAG,Business User,false
00KXX000006DGpDQAG,006XX000005DGiKQAG,003XX000004DGnDQAG,Evaluator,true
00KXX000006DGpEQAG,006XX000005DGiKQAG,003XX000004DGnEQAG,Technical Buyer,false
00KXX000006DGpFQAG,006XX000005DGiLQAG,003XX000004DGnFQAG,Decision Maker,true
00KXX000006DGpGQAG,006XX000005DGiLQAG,003XX000004DGnGQAG,Business User,false
00KXX000006DGpHQAG,006XX000005DGiMQAG,003XX000004DGnHQAG,Business User,true
00KXX000006DGpIQAG,006XX000005DGiMQAG,003XX000004DGnIQAG,Evaluator,false
00KXX000006DGpJQAG,006XX000005DGiNQAG,003XX000004DGnJQAG,Executive Sponsor,true
00KXX000006DGpKQAG,006XX000005DGiNQAG,003XX000004DGnKQAG,Technical Buyer,false
00KXX000006DGpLQAG,006XX000005DGiOQAG,003XX000004DGnLQAG,Decision Maker,true
00KXX000006DGpMQAG,006XX000005DGiOQAG,003XX000004DGnMQAG,Business User,false
00KXX000006DGpNQAG,006XX000005DGiPQAG,003XX000004DGnNQAG,Business User,true
00KXX000006DGpOQAG,006XX000005DGiPQAG,003XX000004DGnOQAG,Technical Buyer,false
00KXX000006DGpPQAG,006XX000005DGiQQAG,003XX000004DGnPQAG,Evaluator,true
00KXX000006DGpQQAG,006XX000005DGiQQAG,003XX000004DGnQQAG,Business User,false
00KXX000006DGpRQAG,006XX000005DGiRQAG,003XX000004DGnRQAG,Decision Maker,true
00KXX000006DGpSQAG,006XX000005DGiRQAG,003XX000004DGnSQAG,Executive Sponsor,false
00KXX000006DGpTQAG,006XX000005DGiSQAG,003XX000004DGnTQAG,Business User,true
00KXX000006DGpUQAG,006XX000005DGiSQAG,003XX000004DGnUQAG,Technical Buyer,false
00KXX000006DGpVQAG,006XX000005DGiTQAG,003XX000004DGnVQAG,Executive Sponsor,true
00KXX000006DGpWQAG,006XX000005DGiTQAG,003XX000004DGnWQAG,Business User,false
00KXX000006DGpXQAG,006XX000005DGiUQAG,003XX000004DGnXQAG,,true
00KXX000006DGpYQAG,006XX000005DGiUQAG,003XX000004DGnYQAG,Technical Buyer,false
00KXX000006DGpZQAG,006XX000005DGiVQAG,003XX000004DGnZQAG,Decision Maker,true
00KXX000006DGqAQAG,006XX000005DGiVQAG,003XX000004DGoAQAG,Business User,false
00KXX000006DGqBQAG,006XX000005DGiWQAG,003XX000004DGoBQAG,Business User,true
00KXX000006DGqCQAG,006XX000005DGiWQAG,003XX000004DGoCQAG,,false
00KXX000006DGqDQAG,006XX000005DGiXQAG,003XX000004DGoDQAG,Technical Buyer,true
00KXX000006DGqEQAG,006XX000005DGiXQAG,003XX000004DGoEQAG,Business User,false
00KXX000006DGqFQAG,006XX000005DGiYQAG,003XX000004DGoFQAG,Executive Sponsor,true
00KXX000006DGqGQAG,006XX000005DGiYQAG,003XX000004DGoGQAG,Decision Maker,false
00KXX000006DGqHQAG,006XX000005DGiZQAG,003XX000004DGoHQAG,Business User,true
00KXX000006DGqIQAG,006XX000005DGiZQAG,003XX000004DGoIQAG,Technical Buyer,false
00KXX000006DGqJQAG,006XX000005DGjAQAG,003XX000004DGoJQAG,Evaluator,true
00KXX000006DGqKQAG,006XX000005DGjAQAG,003XX000004DGoKQAG,Business User,false
00KXX000006DGqLQAG,006XX000005DGjBQAG,003XX000004DGoLQAG,Decision Maker,true
00KXX000006DGqMQAG,006XX000005DGjBQAG,003XX000004DGoMQAG,Executive Sponsor,false
00KXX000006DGqNQAG,006XX000005DGjCQAG,003XX000004DGoNQAG,Business User,true
00KXX000006DGqOQAG,006XX000005DGjCQAG,003XX000004DGoOQAG,Technical Buyer,false
00KXX000006DGqPQAG,006XX000005DGjDQAG,003XX000004DGoPQAG,Executive Sponsor,true
00KXX000006DGqQQAG,006XX000005DGjDQAG,003XX000004DGoQQAG,Business User,false
00KXX000006DGqRQAG,006XX000005DGjEQAG,003XX000004DGoRQAG,Evaluator,true
00KXX000006DGqSQAG,006XX000005DGjEQAG,003XX000004DGoSQAG,Technical Buyer,false
00KXX000006DGqTQAG,006XX000005DGjFQAG,003XX000004DGoTQAG,Decision Maker,true
00KXX000006DGqUQAG,006XX000005DGjFQAG,003XX000004DGoUQAG,Business User,false
00KXX000006DGqVQAG,006XX000005DGjGQAG,003XX000004DGoVQAG,Business User,true
00KXX000006DGqWQAG,006XX000005DGjGQAG,003XX000004DGoWQAG,,false
00KXX000006DGqXQAG,006XX000005DGjHQAG,003XX000004DGoXQAG,Executive Sponsor,true
00KXX000006DGqYQAG,006XX000005DGjHQAG,003XX000004DGoYQAG,Technical Buyer,false
00KXX000006DGqZQAG,006XX000005DGjIQAG,003XX000004DGoZQAG,Business User,true
00KXX000006DGrAQAG,006XX000005DGjIQAG,003XX000004DGpAQAG,Decision Maker,false
00KXX000006DGrBQAG,006XX000005DGjJQAG,003XX000004DGpBQAG,Technical Buyer,true
00KXX000006DGrCQAG,006XX000005DGjJQAG,003XX000004DGpCQAG,Business User,false
00KXX000006DGrDQAG,006XX000005DGjKQAG,003XX000004DGpDQAG,Evaluator,true
00KXX000006DGrEQAG,006XX000005DGjKQAG,003XX000004DGpEQAG,Business User,false
00KXX000006DGrFQAG,006XX000005DGjLQAG,003XX000004DGpFQAG,Decision Maker,true
00KXX000006DGrGQAG,006XX000005DGjLQAG,003XX000004DGpGQAG,Executive Sponsor,false
00KXX000006DGrHQAG,006XX000005DGjMQAG,003XX000004DGpHQAG,Business User,true
00KXX000006DGrIQAG,006XX000005DGjMQAG,003XX000004DGpIQAG,Technical Buyer,false
00KXX000006DGrJQAG,006XX000005DGjNQAG,003XX000004DGpJQAG,Executive Sponsor,true
00KXX000006DGrKQAG,006XX000005DGjNQAG,003XX000004DGpKQAG,Business User,false
00KXX000006DGrLQAG,006XX000005DGjOQAG,003XX000004DGpLQAG,Evaluator,true
00KXX000006DGrMQAG,006XX000005DGjOQAG,003XX000004DGpMQAG,Technical Buyer,false
00KXX000006DGrNQAG,006XX000005DGjPQAG,003XX000004DGpNQAG,Decision Maker,true
00KXX000006DGrOQAG,006XX000005DGjPQAG,003XX000004DGpOQAG,Business User,false
00KXX000006DGrPQAG,006XX000005DGjQQAG,003XX000004DGpPQAG,Business User,true
00KXX000006DGrQQAG,006XX000005DGjQQAG,003XX000004DGpQQAG,Evaluator,false
00KXX000006DGrRQAG,006XX000005DGjRQAG,003XX000004DGpRQAG,Technical Buyer,true
00KXX000006DGrSQAG,006XX000005DGjRQAG,003XX000004DGpSQAG,Business User,false
00KXX000006DGrTQAG,006XX000005DGjSQAG,003XX000004DGpTQAG,Executive Sponsor,true
00KXX000006DGrUQAG,006XX000005DGjSQAG,003XX000004DGpUQAG,Decision Maker,false
00KXX000006DGrVQAG,006XX000005DGjTQAG,003XX000004DGpVQAG,Business User,true
00KXX000006DGrWQAG,006XX000005DGjTQAG,003XX000004DGpWQAG,Technical Buyer,false
00KXX000006DGrXQAG,006XX000005DGjUQAG,003XX000004DGpXQAG,Evaluator,true
00KXX000006DGrYQAG,006XX000005DGjUQAG,003XX000004DGpYQAG,Business User,false
00KXX000006DGrZQAG,006XX000005DGjVQAG,003XX000004DGpZQAG,Decision Maker,true
00KXX000006DGsAQAG,006XX000005DGjVQAG,003XX000004DGqAQAG,Executive Sponsor,false
00KXX000006DGsBQAG,006XX000005DGjWQAG,003XX000004DGqBQAG,Business User,true
00KXX000006DGsCQAG,006XX000005DGjWQAG,003XX000004DGqCQAG,Technical Buyer,false
00KXX000006DGsDQAG,006XX000005DGjXQAG,003XX000004DGqDQAG,Evaluator,true
00KXX000006DGsEQAG,006XX000005DGjXQAG,003XX000004DGqEQAG,Business User,false
00KXX000006DGsFQAG,006XX000005DGjYQAG,003XX000004DGqFQAG,Decision Maker,true
