Id,Name,AccountId,Amount,Stage,CloseDate,Probability,Type
006XX000005DH11QAG,Risk Analytics,001XX000003DGf6QAG,545000.00,Negotiation,2024-05-02,75,New Business
006XX000005DH12QAG,Regulatory Reporting,001XX000003DGf8QAG,425000.00,Qualification,2024-04-20,25,New Business
006XX000005DH13QAG,Market Data Feed,001XX000003DGg1QAG,365000.00,Proposal,2024-04-30,50,New Business
006XX000005DH14QAG,Reference Data,001XX000003DGg4QAG,285000.00,Negotiation,2024-05-03,75,New Business
006XX000005DH15QAG,Master Data Management,001XX000003DGg6QAG,525000.00,Qualification,2024-04-21,25,New Business
006XX000005DH16QAG,Data Governance,001XX000003DGh2QAG,455000.00,Proposal,2024-05-01,50,New Business
006XX000005DH17QAG,Data Quality,001XX000003DGh4QAG,385000.00,Negotiation,2024-05-04,75,New Business
006XX000005DH18QAG,Data Catalog,001XX000003DGh6QAG,325000.00,Qualification,2024-04-22,25,New Business
006XX000005DH19QAG,Metadata Management,001XX000003DGh8QAG,295000.00,Proposal,2024-05-02,50,New Business
006XX000005DH20QAG,Lineage Tracking,001XX000003DGi0QAG,265000.00,Negotiation,2024-05-05,75,New Business
006XX000005DH21QAG,Change Management,001XX000003DGi2QAG,225000.00,Qualification,2024-04-23,25,New Business
006XX000005DH22QAG,Version Control,001XX000003DGi4QAG,195000.00,Proposal,2024-05-03,50,New Business
006XX000005DH23QAG,Configuration Management,001XX000003DGi6QAG,245000.00,Negotiation,2024-05-06,75,New Business
006XX000005DH24QAG,Asset Management,001XX000003DGi8QAG,355000.00,Qualification,2024-04-24,25,New Business
006XX000005DH25QAG,License Management,001XX000003DGj0QAG,285000.00,Proposal,2024-05-04,50,New Business
006XX000005DH26QAG,Cost Optimization,001XX000003DGj2QAG,325000.00,Negotiation,2024-05-07,75,New Business
006XX000005DH27QAG,Resource Planning,001XX000003DGj4QAG,395000.00,Qualification,2024-04-25,25,New Business
006XX000005DH28QAG,Capacity Management,001XX000003DGj6QAG,435000.00,Proposal,2024-05-05,50,New Business
006XX000005DH29QAG,Performance Management,001XX000003DGj8QAG,375000.00,Negotiation,2024-05-08,75,New Business
006XX000005DH30QAG,Availability Monitoring,001XX000003DGk0QAG,315000.00,Qualification,2024-04-26,25,New Business
006XX000005DH31QAG,Incident Management,001XX000003DGk2QAG,275000.00,Proposal,2024-05-06,50,New Business
006XX000005DH32QAG,Problem Management,001XX000003DGk4QAG,245000.00,Negotiation,2024-05-09,75,New Business
006XX000005DH33QAG,Service Desk,001XX000003DGk6QAG,355000.00,Qualification,2024-04-27,25,New Business
006XX000005DH34QAG,ITSM Platform,001XX000003DGk8QAG,525000.00,Proposal,2024-05-07,50,New Business
006XX000005DH35QAG,CMDB Implementation,001XX000003DGl0QAG,465000.00,Negotiation,2024-05-10,75,New Business
006XX000005DH36QAG,Service Catalog,001XX000003DGl2QAG,295000.00,Qualification,2024-04-28,25,New Business
006XX000005DH37QAG,Request Fulfillment,001XX000003DGb1QAG,225000.00,Proposal,2024-05-08,50,New Business
006XX000005DH38QAG,Knowledge Management,001XX000003DGb4QAG,265000.00,Negotiation,2024-05-11,75,New Business
006XX000005DH39QAG,Self-Service Portal,001XX000003DGb6QAG,335000.00,Qualification,2024-04-29,25,New Business
006XX000005DH40QAG,Virtual Agent,001XX000003DGb9QAG,385000.00,Proposal,2024-05-09,50,New Business
006XX000005DH41QAG,Chatbot Integration,001XX000003DGc6QAG,255000.00,Negotiation,2024-05-12,75,New Business
