timestamp,user_id,event_type,value
2024-01-03T12:15:11Z,unknown,click,575
2024-01-04T07:45:22Z,3346,view,355
2024-01-04T09:30:33Z,4457,click,690
2024-01-04T11:22:44Z,5568,purchase,645
2024-01-05T08:15:55Z,6679,view,0
2024-01-05T10:44:11Z,unknown,click,530
2024-01-05T12:30:22Z,7780,view,-95
2024-01-06T07:22:33Z,8891,click,765
2024-01-06T09:45:44Z,9902,purchase,700
2024-01-06T11:30:55Z,1013,view,0
2024-01-07T08:15:11Z,unknown,click,585
2024-01-07T10:22:22Z,2124,view,330
2024-01-07T12:45:33Z,3235,click,700
2024-01-08T07:30:44Z,4346,purchase,655
2024-01-08T09:15:55Z,5457,view,0
2024-01-08T11:44:11Z,unknown,click,-100
2024-01-09T08:22:22Z,6568,view,370
2024-01-09T10:30:33Z,7679,click,775
2024-01-09T12:15:44Z,8780,purchase,710
2024-01-10T07:45:55Z,9891,view,0
2024-01-10T09:30:11Z,unknown,click,540
2024-01-10T11:22:22Z,1902,view,345
2024-01-11T08:15:33Z,2013,click,710
2024-01-11T10:44:44Z,3124,purchase,-10
2024-01-11T12:30:55Z,4235,view,0
2024-01-12T07:22:11Z,unknown,click,595
2024-01-12T09:45:22Z,5346,view,385
2024-01-12T11:30:33Z,6457,click,785
2024-01-13T08:15:44Z,7568,purchase,665
2024-01-13T10:22:55Z,8679,view,0
2024-01-13T12:45:11Z,unknown,click,550
2024-01-14T07:30:22Z,9780,view,-15
2024-01-14T09:15:33Z,1891,click,720
2024-01-14T11:44:44Z,2902,purchase,720
2024-01-15T08:22:55Z,3013,view,0
2024-01-15T10:30:11Z,unknown,click,605
2024-01-15T12:15:22Z,4124,view,360
2024-01-16T07:45:33Z,5235,click,795
2024-01-16T09:30:44Z,6346,purchase,675
2024-01-16T11:22:55Z,7457,view,0
2024-01-17T08:15:11Z,unknown,click,-20
2024-01-17T10:44:22Z,8568,view,400
2024-01-17T12:30:33Z,9679,click,730
2024-01-18T07:22:44Z,1780,purchase,730
2024-01-18T09:45:55Z,2891,view,0
2024-01-18T11:30:11Z,unknown,click,560
2024-01-19T08:15:22Z,3902,view,375
2024-01-19T10:22:33Z,4013,click,805
2024-01-19T12:45:44Z,5124,purchase,-25
2024-01-20T07:30:55Z,6235,view,0
2024-01-20T09:15:11Z,unknown,click,615
2024-01-20T11:44:22Z,7346,view,415
2024-01-21T08:22:33Z,8457,click,740
2024-01-21T10:30:44Z,9568,purchase,685
2024-01-21T12:15:55Z,1679,view,0
2024-01-22T07:45:11Z,unknown,click,570
2024-01-22T09:30:22Z,2780,view,-30
2024-01-22T11:22:33Z,3891,click,815
2024-01-23T08:15:44Z,4902,purchase,740
2024-01-23T10:44:55Z,5013,view,0
2024-01-23T12:30:11Z,unknown,click,625
2024-01-24T07:22:22Z,6124,view,390
2024-01-24T09:45:33Z,7235,click,750
2024-01-24T11:30:44Z,8346,purchase,695
2024-01-25T08:15:55Z,9457,view,0
2024-01-25T10:22:11Z,unknown,click,-35
2024-01-25T12:45:22Z,1568,view,430
2024-01-26T07:30:33Z,2679,click,825
2024-01-26T09:15:44Z,3780,purchase,750
2024-01-26T11:44:55Z,4891,view,0
2024-01-27T08:22:11Z,unknown,click,580
2024-01-27T10:30:22Z,5902,view,405
2024-01-27T12:15:33Z,6013,click,760
2024-01-28T07:45:44Z,7124,purchase,-40
2024-01-28T09:30:55Z,8235,view,0
2024-01-28T11:22:11Z,unknown,click,635
2024-01-29T08:15:22Z,9346,view,445
2024-01-29T10:44:33Z,1457,click,835
2024-01-29T12:30:44Z,2568,purchase,705
2024-01-30T07:22:55Z,3679,view,0
2024-01-30T09:45:11Z,unknown,click,590
2024-01-30T11:30:22Z,4780,view,-45
2024-01-31T08:15:33Z,5891,click,770
2024-01-31T10:22:44Z,6902,purchase,760
2024-01-31T12:45:55Z,7013,view,0
2024-01-01T07:30:11Z,unknown,click,645
2024-01-01T09:15:22Z,8124,view,420
2024-01-01T11:44:33Z,9235,click,845
2024-01-02T08:22:44Z,1346,purchase,715
2024-01-02T10:30:55Z,2457,view,0
2024-01-02T12:15:11Z,unknown,click,-50
2024-01-03T07:45:22Z,3568,view,460
2024-01-03T09:30:33Z,4679,click,780
2024-01-03T11:22:44Z,5780,purchase,770
2024-01-04T08:15:55Z,6891,view,0
2024-01-04T10:44:11Z,unknown,click,600
2024-01-04T12:30:22Z,7902,view,435
2024-01-05T07:22:33Z,8013,click,855
2024-01-05T09:45:44Z,9124,purchase,-55
2024-01-05T11:30:55Z,1235,view,0
2024-01-06T08:15:11Z,unknown,click,655
2024-01-06T10:22:22Z,2346,view,475
2024-01-06T12:45:33Z,3457,click,790
2024-01-07T07:30:44Z,4568,purchase,725
2024-01-07T09:15:55Z,5679,view,0
2024-01-07T11:44:11Z,unknown,click,610
2024-01-08T08:22:22Z,6780,view,-60
2024-01-08T10:30:33Z,7891,click,865
2024-01-08T12:15:44Z,8902,purchase,780
2024-01-09T07:45:55Z,9013,view,0
2024-01-09T09:30:11Z,unknown,click,665
2024-01-09T11:22:22Z,1124,view,450
2024-01-10T08:15:33Z,2235,click,800
2024-01-10T10:44:44Z,3346,purchase,735
2024-01-10T12:30:55Z,4457,view,0
2024-01-11T07:22:11Z,unknown,click,-65
2024-01-11T09:45:22Z,5568,view,490
2024-01-11T11:30:33Z,6679,click,875
2024-01-12T08:15:44Z,7780,purchase,790
2024-01-12T10:22:55Z,8891,view,0
2024-01-12T12:45:11Z,unknown,click,620
2024-01-13T07:30:22Z,9902,view,465
2024-01-13T09:15:33Z,1013,click,810
2024-01-13T11:44:44Z,2124,purchase,-70
2024-01-14T08:22:55Z,3235,view,0
2024-01-14T10:30:11Z,unknown,click,675
2024-01-14T12:15:22Z,4346,view,505
2024-01-15T07:45:33Z,5457,click,885
2024-01-15T09:30:44Z,6568,purchase,745
2024-01-15T11:22:55Z,7679,view,0
2024-01-16T08:15:11Z,unknown,click,630
2024-01-16T10:44:22Z,8780,view,-75
2024-01-16T12:30:33Z,9891,click,820
2024-01-17T07:22:44Z,1902,purchase,800
2024-01-17T09:45:55Z,2013,view,0
2024-01-17T11:30:11Z,unknown,click,685
2024-01-18T08:15:22Z,3124,view,480
2024-01-18T10:22:33Z,4235,click,895
2024-01-18T12:45:44Z,5346,purchase,755
2024-01-19T07:30:55Z,6457,view,0
2024-01-19T09:15:11Z,unknown,click,-80
2024-01-19T11:44:22Z,7568,view,520
2024-01-20T08:22:33Z,8679,click,830
2024-01-20T10:30:44Z,9780,purchase,810
2024-01-20T12:15:55Z,1891,view,0
2024-01-21T07:45:11Z,unknown,click,640
2024-01-21T09:30:22Z,2902,view,495
2024-01-21T11:22:33Z,3013,click,905
2024-01-22T08:15:44Z,4124,purchase,765
2024-01-22T10:44:55Z,5235,view,0
2024-01-22T12:30:11Z,unknown,click,695
2024-01-23T07:22:22Z,6346,view,-85
2024-01-23T09:45:33Z,7457,click,840
2024-01-23T11:30:44Z,8568,purchase,820
2024-01-24T08:15:55Z,9679,view,0
2024-01-24T10:22:11Z,unknown,click,650
2024-01-24T12:45:22Z,1780,view,535
2024-01-25T07:30:33Z,2891,click,915
2024-01-25T09:15:44Z,3902,purchase,-90
2024-01-25T11:44:55Z,4013,view,0
2024-01-26T08:22:11Z,unknown,click,705
2024-01-26T10:30:22Z,5124,view,510
2024-01-26T12:15:33Z,6235,click,850
2024-01-27T07:45:44Z,7346,purchase,775
2024-01-27T09:30:55Z,8457,view,0
2024-01-27T11:22:11Z,unknown,click,660
2024-01-28T08:15:22Z,9568,view,-95
2024-01-28T10:44:33Z,1679,click,925
2024-01-28T12:30:44Z,2780,purchase,830
2024-01-29T07:22:55Z,3891,view,0
2024-01-29T09:45:11Z,unknown,click,715
2024-01-29T11:30:22Z,4902,view,550
