timestamp,energy_kwh,day_of_week,hour
2024-09-22 16:00:00,65.1,6,16
2024-09-22 17:00:00,59.9,6,17
2024-09-22 18:00:00,47.8,6,18
2024-09-22 19:00:00,43.6,6,19
2024-09-22 20:00:00,40.7,6,20
2024-09-22 21:00:00,38.3,6,21
2024-09-22 22:00:00,35.4,6,22
2024-09-22 23:00:00,31.9,6,23
2024-09-23 00:00:00,35.6,0,0
2024-09-23 01:00:00,32.7,0,1
2024-09-23 02:00:00,30.7,0,2
2024-09-23 03:00:00,29.6,0,3
2024-09-23 04:00:00,31.4,0,4
2024-09-23 05:00:00,34.3,0,5
2024-09-23 06:00:00,39.8,0,6
2024-09-23 07:00:00,53.9,0,7
2024-09-23 08:00:00,69.7,0,8
2024-09-23 09:00:00,85.4,0,9
2024-09-23 10:00:00,92.3,0,10
2024-09-23 11:00:00,96.1,0,11
2024-09-23 12:00:00,94.6,0,12
2024-09-23 13:00:00,93.8,0,13
2024-09-23 14:00:00,,0,14
2024-09-23 15:00:00,91.7,0,15
2024-09-23 16:00:00,87.8,0,16
2024-09-23 17:00:00,80.4,0,17
2024-09-23 18:00:00,64.3,0,18
2024-09-23 19:00:00,58.1,0,19
2024-09-23 20:00:00,54.8,0,20
2024-09-23 21:00:00,51.7,0,21
2024-09-23 22:00:00,47.2,0,22
2024-09-23 23:00:00,42.1,0,23
2024-09-24 00:00:00,36.2,1,0
2024-09-24 01:00:00,33.1,1,1
2024-09-24 02:00:00,31.2,1,2
2024-09-24 03:00:00,30.1,1,3
2024-09-24 04:00:00,31.8,1,4
2024-09-24 05:00:00,34.7,1,5
2024-09-24 06:00:00,40.6,1,6
2024-09-24 07:00:00,54.3,1,7
2024-09-24 08:00:00,70.2,1,8
2024-09-24 09:00:00,86.3,1,9
2024-09-24 10:00:00,92.9,1,10
2024-09-24 11:00:00,96.8,1,11
2024-09-24 12:00:00,95.2,1,12
2024-09-24 13:00:00,94.1,1,13
2024-09-24 14:00:00,152.4,1,14
2024-09-24 15:00:00,91.3,1,15
2024-09-24 16:00:00,87.4,1,16
2024-09-24 17:00:00,79.8,1,17
2024-09-24 18:00:00,63.9,1,18
2024-09-24 19:00:00,57.8,1,19
2024-09-24 20:00:00,54.2,1,20
2024-09-24 21:00:00,51.3,1,21
2024-09-24 22:00:00,46.7,1,22
2024-09-24 23:00:00,41.8,1,23
2024-09-25 00:00:00,35.8,2,0
2024-09-25 01:00:00,32.9,2,1
2024-09-25 02:00:00,30.9,2,2
2024-09-25 03:00:00,29.7,2,3
2024-09-25 04:00:00,31.6,2,4
2024-09-25 05:00:00,34.4,2,5
2024-09-25 06:00:00,40.2,2,6
2024-09-25 07:00:00,53.7,2,7
2024-09-25 08:00:00,69.8,2,8
2024-09-25 09:00:00,85.7,2,9
2024-09-25 10:00:00,92.6,2,10
2024-09-25 11:00:00,96.4,2,11
2024-09-25 12:00:00,94.9,2,12
2024-09-25 13:00:00,93.7,2,13
2024-09-25 14:00:00,96.9,2,14
2024-09-25 15:00:00,91.9,2,15
2024-09-25 16:00:00,88.1,2,16
2024-09-25 17:00:00,80.6,2,17
2024-09-25 18:00:00,64.6,2,18
2024-09-25 19:00:00,58.4,2,19
2024-09-25 20:00:00,54.9,2,20
2024-09-25 21:00:00,51.9,2,21
2024-09-25 22:00:00,47.3,2,22
2024-09-25 23:00:00,42.4,2,23
2024-09-26 00:00:00,36.4,3,0
2024-09-26 01:00:00,33.6,3,1
2024-09-26 02:00:00,31.6,3,2
2024-09-26 03:00:00,30.4,3,3
2024-09-26 04:00:00,32.3,3,4
2024-09-26 05:00:00,35.1,3,5
2024-09-26 06:00:00,40.9,3,6
2024-09-26 07:00:00,54.6,3,7
2024-09-26 08:00:00,70.6,3,8
2024-09-26 09:00:00,86.9,3,9
2024-09-26 10:00:00,93.4,3,10
2024-09-26 11:00:00,97.3,3,11
2024-09-26 12:00:00,95.7,3,12
2024-09-26 13:00:00,94.6,3,13
2024-09-26 14:00:00,97.8,3,14
2024-09-26 15:00:00,92.7,3,15
2024-09-26 16:00:00,88.9,3,16
2024-09-26 17:00:00,81.2,3,17
2024-09-26 18:00:00,65.4,3,18
2024-09-26 19:00:00,59.1,3,19
2024-09-26 20:00:00,55.6,3,20
2024-09-26 21:00:00,52.7,3,21
2024-09-26 22:00:00,48.1,3,22
2024-09-26 23:00:00,43.2,3,23
2024-09-27 00:00:00,37.1,4,0
2024-09-27 01:00:00,34.2,4,1
2024-09-27 02:00:00,32.1,4,2
2024-09-27 03:00:00,30.9,4,3
2024-09-27 04:00:00,32.8,4,4
2024-09-27 05:00:00,35.7,4,5
2024-09-27 06:00:00,41.4,4,6
2024-09-27 07:00:00,55.2,4,7
2024-09-27 08:00:00,71.3,4,8
2024-09-27 09:00:00,87.6,4,9
2024-09-27 10:00:00,94.1,4,10
