feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,is_fraud
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,1
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,1501.23,1512.34,0
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,1501.23,1512.34,1523.45,1534.56,1545.67,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,1501.23,1512.34,1523.45,1534.56,1545.67,1556.78,1567.89,1
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,1501.23,1512.34,1523.45,1534.56,1545.67,1556.78,1567.89,1578.90,1589.01,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1467.89,1478.90,1489.01,1490.12,1501.23,1512.34,1523.45,1534.56,1545.67,1556.78,1567.89,1578.90,1589.01,1590.12,1601.23,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,1501.23,1512.34,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
1489.01,1490.12,1501.23,1512.34,1523.45,1534.56,1545.67,1556.78,1567.89,1578.90,1589.01,1590.12,1601.23,1612.34,1623.45,1
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,1501.23,1512.34,1523.45,1534.56,1545.67,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
1512.34,1523.45,1534.56,1545.67,1556.78,1567.89,1578.90,1589.01,1590.12,1601.23,1612.34,1623.45,1634.56,1645.67,1656.78,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1423.45,1434.56,1445.67,1456.78,1467.89,1478.90,1489.01,1490.12,1501.23,1512.34,1523.45,1534.56,1545.67,1556.78,1567.89,0
