block_id,volume_path,datanode_id
blk_1001234779,/mnt/disk4,datanode2
blk_1001234779,/mnt/disk6,datanode3
blk_1001234780,/mnt/disk3,datanode1
blk_1001234780,/mnt/disk4,datanode2
blk_1001234780,/mnt/disk7,datanode3
blk_1001234781,/mnt/disk1,datanode1
blk_1001234781,/mnt/disk5,datanode2
blk_1001234781,/mnt/disk4,datanode3
blk_1001234782,/mnt/disk2,datanode1
blk_1001234782,/mnt/disk4,datanode2
blk_1001234782,/mnt/disk6,datanode3
blk_1001234783,/mnt/disk3,datanode1
blk_1001234783,/mnt/disk4,datanode2
blk_1001234783,/mnt/disk7,datanode3
blk_1001234784,/mnt/disk1,datanode1
blk_1001234784,/mnt/disk4,datanode2
blk_1001234784,/mnt/disk5,datanode3
blk_1001234785,/mnt/disk2,datanode1
blk_1001234785,/mnt/disk4,datanode2
blk_1001234785,/mnt/disk6,datanode3
blk_1001234786,/mnt/disk3,datanode1
blk_1001234786,/mnt/disk4,datanode2
blk_1001234786,/mnt/disk7,datanode3
blk_1001234787,/mnt/disk1,datanode1
blk_1001234787,/mnt/disk5,datanode2
blk_1001234787,/mnt/disk4,datanode3
blk_1001234788,/mnt/disk2,datanode1
blk_1001234788,/mnt/disk4,datanode2
blk_1001234788,/mnt/disk6,datanode3
blk_1001234789,/mnt/disk3,datanode1
blk_1001234789,/mnt/disk4,datanode2
blk_1001234789,/mnt/disk7,datanode3
blk_1001234790,/mnt/disk1,datanode1
blk_1001234790,/mnt/disk4,datanode2
blk_1001234790,/mnt/disk5,datanode3
blk_1001234791,/mnt/disk2,datanode1
blk_1001234791,/mnt/disk4,datanode2
blk_1001234791,/mnt/disk6,datanode3
blk_1001234792,/mnt/disk3,datanode1
blk_1001234792,/mnt/disk4,datanode2
blk_1001234792,/mnt/disk7,datanode3
blk_1001234793,/mnt/disk1,datanode1
blk_1001234793,/mnt/disk5,datanode2
blk_1001234793,/mnt/disk4,datanode3
blk_1001234794,/mnt/disk2,datanode1
blk_1001234794,/mnt/disk4,datanode2
blk_1001234794,/mnt/disk6,datanode3
blk_1001234795,/mnt/disk3,datanode1
blk_1001234795,/mnt/disk4,datanode2
blk_1001234795,/mnt/disk7,datanode3
blk_1001234796,/mnt/disk1,datanode1
blk_1001234796,/mnt/disk4,datanode2
blk_1001234796,/mnt/disk5,datanode3
blk_1001234797,/mnt/disk2,datanode1
blk_1001234797,/mnt/disk4,datanode2
blk_1001234797,/mnt/disk6,datanode3
blk_1001234798,/mnt/disk3,datanode1
blk_1001234798,/mnt/disk4,datanode2
blk_1001234798,/mnt/disk7,datanode3
blk_1001234799,/mnt/disk1,datanode1
blk_1001234799,/mnt/disk5,datanode2
blk_1001234799,/mnt/disk4,datanode3
blk_1001234800,/mnt/disk2,datanode1
blk_1001234800,/mnt/disk4,datanode2
blk_1001234800,/mnt/disk6,datanode3
blk_1001234801,/mnt/disk3,datanode1
blk_1001234801,/mnt/disk4,datanode2
blk_1001234801,/mnt/disk7,datanode3
blk_1001234802,/mnt/disk1,datanode1
blk_1001234802,/mnt/disk4,datanode2
blk_1001234802,/mnt/disk5,datanode3
blk_1001234803,/mnt/disk2,datanode1
blk_1001234803,/mnt/disk4,datanode2
blk_1001234803,/mnt/disk6,datanode3
blk_1001234804,/mnt/disk3,datanode1
blk_1001234804,/mnt/disk4,datanode2
blk_1001234804,/mnt/disk7,datanode3
blk_1001234805,/mnt/disk1,datanode1
blk_1001234805,/mnt/disk5,datanode2
blk_1001234805,/mnt/disk4,datanode3
blk_1001234806,/mnt/disk2,datanode1
blk_1001234806,/mnt/disk4,datanode2
blk_1001234806,/mnt/disk6,datanode3
blk_1001234807,/mnt/disk3,datanode1
blk_1001234807,/mnt/disk4,datanode2
blk_1001234807,/mnt/disk7,datanode3
blk_1001234808,/mnt/disk1,datanode1
blk_1001234808,/mnt/disk4,datanode2
blk_1001234808,/mnt/disk5,datanode3
blk_1001234809,/mnt/disk2,datanode1
blk_1001234809,/mnt/disk4,datanode2
blk_1001234809,/mnt/disk6,datanode3
blk_1001234810,/mnt/disk3,datanode1
blk_1001234810,/mnt/disk4,datanode2
blk_1001234810,/mnt/disk7,datanode3
blk_1001234811,/mnt/disk1,datanode1
blk_1001234811,/mnt/disk5,datanode2
blk_1001234811,/mnt/disk4,datanode3
blk_1001234812,/mnt/disk2,datanode1
blk_1001234812,/mnt/disk4,datanode2
blk_1001234812,/mnt/disk6,datanode3
blk_1001234813,/mnt/disk3,datanode1
blk_1001234813,/mnt/disk4,datanode2
blk_1001234813,/mnt/disk7,datanode3
blk_1001234814,/mnt/disk1,datanode1
blk_1001234814,/mnt/disk4,datanode2
blk_1001234814,/mnt/disk5,datanode3
blk_1001234815,/mnt/disk2,datanode1
blk_1001234815,/mnt/disk4,datanode2
blk_1001234815,/mnt/disk6,datanode3
blk_1001234816,/mnt/disk3,datanode1
blk_1001234816,/mnt/disk4,datanode2
blk_1001234816,/mnt/disk7,datanode3
blk_1001234817,/mnt/disk1,datanode1
blk_1001234817,/mnt/disk5,datanode2
blk_1001234817,/mnt/disk4,datanode3
blk_1001234818,/mnt/disk2,datanode1
blk_1001234818,/mnt/disk4,datanode2
blk_1001234818,/mnt/disk6,datanode3
blk_1001234819,/mnt/disk3,datanode1
blk_1001234819,/mnt/disk4,datanode2
blk_1001234819,/mnt/disk7,datanode3
blk_1001234820,/mnt/disk1,datanode1
blk_1001234820,/mnt/disk4,datanode2
blk_1001234820,/mnt/disk5,datanode3
blk_1001234821,/mnt/disk2,datanode1
blk_1001234821,/mnt/disk4,datanode2
blk_1001234821,/mnt/disk6,datanode3
blk_1001234822,/mnt/disk3,datanode1
blk_1001234822,/mnt/disk4,datanode2
blk_1001234822,/mnt/disk7,datanode3
blk_1001234823,/mnt/disk1,datanode1
blk_1001234823,/mnt/disk5,datanode2
blk_1001234823,/mnt/disk4,datanode3
blk_1001234824,/mnt/disk2,datanode1
blk_1001234824,/mnt/disk4,datanode2
blk_1001234824,/mnt/disk6,datanode3
blk_1001234825,/mnt/disk3,datanode1
blk_1001234825,/mnt/disk4,datanode2
blk_1001234825,/mnt/disk7,datanode3
blk_1001234826,/mnt/disk1,datanode1
blk_1001234826,/mnt/disk4,datanode2
blk_1001234826,/mnt/disk5,datanode3
blk_1001234827,/mnt/disk2,datanode1
blk_1001234827,/mnt/disk4,datanode2
blk_1001234827,/mnt/disk6,datanode3
blk_1001234828,/mnt/disk3,datanode1
blk_1001234828,/mnt/disk4,datanode2
blk_1001234828,/mnt/disk7,datanode3
blk_1001234829,/mnt/disk1,datanode1
blk_1001234829,/mnt/disk5,datanode2
blk_1001234829,/mnt/disk4,datanode3
blk_1001234830,/mnt/disk2,datanode1
blk_1001234830,/mnt/disk4,datanode2
blk_1001234830,/mnt/disk6,datanode3
blk_1001234831,/mnt/disk3,datanode1
blk_1001234831,/mnt/disk4,datanode2
blk_1001234831,/mnt/disk7,datanode3
blk_1001234832,/mnt/disk1,datanode1
blk_1001234832,/mnt/disk4,datanode2
blk_1001234832,/mnt/disk5,datanode3
blk_1001234833,/mnt/disk2,datanode1
blk_1001234833,/mnt/disk4,datanode2
blk_1001234833,/mnt/disk6,datanode3
blk_1001234834,/mnt/disk3,datanode1
blk_1001234834,/mnt/disk4,datanode2
blk_1001234834,/mnt/disk7,datanode3
blk_1001234835,/mnt/disk1,datanode1
blk_1001234835,/mnt/disk5,datanode2
blk_1001234835,/mnt/disk4,datanode3
blk_1001234836,/mnt/disk2,datanode1
blk_1001234836,/mnt/disk4,datanode2
blk_1001234836,/mnt/disk6,datanode3
blk_1001234837,/mnt/disk3,datanode1
blk_1001234837,/mnt/disk4,datanode2
blk_1001234837,/mnt/disk7,datanode3
blk_1001234838,/mnt/disk1,datanode1
blk_1001234838,/mnt/disk4,datanode2
blk_1001234838,/mnt/disk5,datanode3
blk_1001234839,/mnt/disk2,datanode1
blk_1001234839,/mnt/disk4,datanode2
blk_1001234839,/mnt/disk6,datanode3
blk_1001234840,/mnt/disk3,datanode1
blk_1001234840,/mnt/disk4,datanode2
blk_1001234840,/mnt/disk7,datanode3
blk_1001234841,/mnt/disk1,datanode1
blk_1001234841,/mnt/disk5,datanode2
blk_1001234841,/mnt/disk4,datanode3
blk_1001234842,/mnt/disk2,datanode1
blk_1001234842,/mnt/disk4,datanode2
blk_1001234842,/mnt/disk6,datanode3
blk_1001234843,/mnt/disk3,datanode1
blk_1001234843,/mnt/disk4,datanode2
blk_1001234843,/mnt/disk7,datanode3
blk_1001234844,/mnt/disk1,datanode1
blk_1001234844,/mnt/disk4,datanode2
blk_1001234844,/mnt/disk5,datanode3
blk_1001234845,/mnt/disk2,datanode1
blk_1001234845,/mnt/disk4,datanode2
blk_1001234845,/mnt/disk6,datanode3
blk_1001234846,/mnt/disk3,datanode1
blk_1001234846,/mnt/disk4,datanode2
blk_1001234846,/mnt/disk7,datanode3
blk_1001234847,/mnt/disk1,datanode1
blk_1001234847,/mnt/disk5,datanode2
blk_1001234847,/mnt/disk4,datanode3
blk_1001234848,/mnt/disk2,datanode1
blk_1001234848,/mnt/disk4,datanode2
blk_1001234848,/mnt/disk6,datanode3
blk_1001234849,/mnt/disk3,datanode1
blk_1001234849,/mnt/disk4,datanode2
blk_1001234849,/mnt/disk7,datanode3
blk_1001234850,/mnt/disk1,datanode1
blk_1001234850,/mnt/disk4,datanode2
blk_1001234850,/mnt/disk5,datanode3
blk_1001234851,/mnt/disk2,datanode1
blk_1001234851,/mnt/disk4,datanode2
blk_1001234851,/mnt/disk6,datanode3
blk_1001234852,/mnt/disk3,datanode1
blk_1001234852,/mnt/disk4,datanode2
blk_1001234852,/mnt/disk7,datanode3
blk_1001234853,/mnt/disk1,datanode1
blk_1001234853,/mnt/disk5,datanode2
blk_1001234853,/mnt/disk4,datanode3
blk_1001234854,/mnt/disk2,datanode1
blk_1001234854,/mnt/disk4,datanode2
blk_1001234854,/mnt/
