customer_id,total_transactions,avg_transaction_amount,preferred_category,preferred_payment,customer_segment,lifetime_value,last_purchase_date,active_status
914829,174,1001.67,Electronics,Credit Card,Premium,38234.18,2023-12-11,True
257948,39,223.78,Food,Debit Card,Basic,8727.42,2023-04-30,True
736486,111,601.67,Home,PayPal,Premium,22456.37,2023-09-01,True
584927,72,389.67,Sports,Credit Card,Standard,13567.24,2023-10-18,True
829749,213,1312.78,Electronics,Credit Card,Premium,46890.14,2023-12-15,True
363049,27,178.67,Clothing,Cash,Basic,4824.09,2023-03-10,False
697784,98,512.89,Home,Debit Card,Standard,18890.22,2023-08-21,True
525039,134,723.67,Electronics,PayPal,Premium,28567.78,2023-11-07,True
783843,76,423.78,Sports,Credit Card,Standard,14790.28,2023-07-20,True
295057,183,1067.89,Electronics,Credit Card,Premium,40890.87,2023-12-28,True
846784,18,123.78,Toys,Cash,New,2228.04,2023-01-25,False
519128,91,489.56,Clothing,Debit Card,Standard,17234.96,2023-10-28,True
730049,147,823.89,Electronics,Credit Card,Premium,32890.83,2023-11-19,True
368126,61,334.78,Books,PayPal,Standard,10567.58,2023-06-26,True
916028,194,1145.78,Electronics,Credit Card,Premium,42890.12,2023-12-14,True
249718,42,245.89,Food,Debit Card,Basic,10327.38,2023-05-11,True
737149,105,567.67,Home,PayPal,Premium,20456.35,2023-08-18,True
583149,68,378.78,Sports,Credit Card,Standard,13234.24,2023-10-05,True
817849,218,1367.89,Electronics,Credit Card,Premium,47890.02,2023-12-21,True
348927,28,178.89,Clothing,Cash,Basic,5008.92,2023-03-01,False
692028,100,534.78,Home,Debit Card,Standard,19456.80,2023-09-20,True
526948,138,745.89,Electronics,PayPal,Premium,29678.82,2023-11-10,True
768749,74,401.67,Sports,Credit Card,Standard,14234.58,2023-07-23,True
294049,187,1089.89,Electronics,Credit Card,Premium,41678.43,2023-12-25,True
835829,21,145.67,Toys,Cash,New,3059.07,2023-01-31,False
515028,89,467.89,Clothing,Debit Card,Standard,16890.21,2023-10-30,True
742719,156,878.89,Electronics,Credit Card,Premium,35890.04,2023-11-24,True
384928,58,312.78,Books,PayPal,Standard,9234.24,2023-06-13,True
918849,178,1023.78,Electronics,Credit Card,Premium,38567.24,2023-12-09,True
262049,40,223.89,Food,Debit Card,Basic,8955.60,2023-04-22,True
729886,112,612.78,Home,PayPal,Premium,22456.36,2023-08-29,True
592049,71,389.78,Sports,Credit Card,Standard,13567.38,2023-10-19,True
826949,221,1389.89,Electronics,Credit Card,Premium,48234.69,2023-12-23,True
349488,26,167.78,Clothing,Cash,Basic,4362.28,2023-03-17,False
683948,103,545.78,Home,Debit Card,Standard,19234.34,2023-09-28,True
528049,137,734.89,Electronics,PayPal,Premium,28890.93,2023-11-14,True
765128,78,434.89,Sports,Credit Card,Standard,15234.42,2023-07-29,True
292047,185,1078.78,Electronics,Credit Card,Premium,40891.30,2023-12-30,True
842839,19,134.89,Toys,Cash,New,2562.91,2023-02-12,False
536694,94,501.67,Clothing,Debit Card,Standard,17890.98,2023-09-23,True
746029,153,856.78,Electronics,Credit Card,Premium,34234.34,2023-11-16,True
393049,62,345.89,Books,PayPal,Standard,10890.18,2023-06-28,True
915848,176,1012.78,Electronics,Credit Card,Premium,38567.28,2023-12-16,True
257049,38,212.89,Food,Debit Card,Basic,8089.82,2023-04-24,True
738849,108,578.78,Home,PayPal,Premium,21234.24,2023-09-05,True
586629,69,367.89,Sports,Credit Card,Standard,12678.21,2023-10-12,True
819948,212,1301.78,Electronics,Credit Card,Premium,46566.76,2023-12-18,True
342128,30,189.89,Clothing,Cash,Basic,5696.70,2023-03-24,False
695028,99,523.89,Home,Debit Card,Standard,18890.11,2023-08-25,True
528629,135,728.78,Electronics,PayPal,Premium,28567.30,2023-11-08,True
781948,73,398.56,Sports,Credit Card,Standard,14234.88,2023-07-26,True
295486,191,1134.78,Electronics,Credit Card,Premium,42678.98,2023-12-31,True
847597,22,156.89,Toys,Cash,New,3451.58,2023-01-29,False
519776,86,456.78,Clothing,Debit Card,Standard,16234.08,2023-10-26,True
747128,157,878.78,Electronics,Credit Card,Premium,35890.86,2023-11-27,True
384874,58,323.78,Books,PayPal,Standard,9567.24,2023-06-02,True
917566,180,1045.78,Electronics,Credit Card,Premium,39890.40,2023-12-13,True
264148,43,245.78,Food,Debit Card,Basic,10568.54,2023-04-16,True
733149,110,589.89,Home,PayPal,Premium,21567.90,2023-08-20,True
595129,71,389.67,Sports,Credit Card,Standard,13567.57,2023-10-08,True
826877,220,1367.89,Electronics,Credit Card,Premium,47890.80,2023-12-19,True
348938,28,178.78,Clothing,Cash,Basic,5005.84,2023-02-27,False
691839,101,534.78,Home,Debit Card,Standard,19234.78,2023-09-17,True
525069,140,767.67,Electronics,PayPal,Premium,30234.80,2023-11-12,True
768549,77,423.78,Sports,Credit Card,Standard,14789.06,2023-08-01,True
293819,186,1089.78,Electronics,Credit Card,Premium,41679.08,2023-12-26,True
836049,19,134.78,Toys,Cash,New,2560.82,2023-01-23,False
517129,92,489.78,Clothing,Debit Card,Standard,17567.76,2023-10-22,True
742129,154,856.78,Electronics,Credit Card,Premium,34567.32,2023-11-18,True
386578,59,334.78,Books,PayPal,Standard,10234.62,2023-06-19,True
916687,177,1012.67,Electronics,Credit Card,Premium,38234.99,2023-12-14,True
258764,41,234.78,Food,Debit Card,Basic,9625.98,2023-05-09,True
729819,113,612.78,Home,PayPal,Premium,22567.14,2023-08-30,True
594148,70,378.78,Sports,Credit Card,Standard,13234.60,2023-10-16,True
827719,217,1356.78,Electronics,Credit Card,Premium,47890.26,2023-12-22,True
349928,29,189.89,Clothing,Cash,Basic,5506.81,2023-03-25,False
685029,104,556.67,Home,Debit Card,Standard,19890.68,2023-09-15,True
526498,136,734.78,Electronics,PayPal,Premium,29234.08,2023-11-06,True
769849,75,412.89,Sports,Credit Card,Standard,14678.75,2023-07-27,True
292037,189,1112.67,Electronics,Credit Card,Premium,42567.63,2023-12-29,True
846576,20,145.67,Toys,Cash,New,2913.40,2023-02-16,False
537719,90,478.89,Clothing,Debit Card,Standard,17234.10,2023-09-27,True
748829,159,889.78,Electronics,Credit Card,Premium,36234.02,2023-11-23,True
396128,60,323.89,Books,PayPal,Standard,10234.40,2023-06-21,True
914928,174,1001.78,Electronics,Credit Card,Premium,38234.92,2023-12-15,True
258049,39,223.89,Food,Debit Card,Basic,8731.71,2023-05-01,True
736587,111,601.78,Home,PayPal,Premium,22456.78,2023-09-02,True
585028,72,389.78,Sports,Credit Card,Standard,13567.16,2023-10-20,True
829848,213,1312.89,Electronics,Credit Card,Premium,46890.57,2023-12-17,True
363148,27,178.78,Clothing,Cash,Basic,4827.06,2023-03-11,False
697885,98,512.78,Home,Debit Card,Standard,18890.44,2023-08-26,True
525138,134,723.78,Electronics,PayPal,Premium,28567.52,2023-11-09,True
783944,76,423.89,Sports,Credit Card,Standard,14790.64,2023-07-21,True
295158,183,1067.78,Electronics,Credit Card,Premium,40890.34,2023-12-27,True
846885,18,123.89,Toys,Cash,New,2230.02,2023-01-26,False
519229,91,489.67,Clothing,Debit Card,Standard,17234.97,2023-10-29,True
730148,147,823.78,Electronics,Credit Card,Premium,32890.06,2023-11-21,True
368227,61,334.89,Books,PayPal,Standard,10567.29,2023-06-27,True
916129,194,1145.89,Electronics,Credit Card,Premium,42890.46,2023-12-16,True
249819,42,245.78,Food,Debit Card,Basic,10322.76,2023-05-12,True
737248,105,567.78,Home,PayPal,Premium,20456.90,2023-08-19,True
583248,68,378.89,Sports,Credit Card,Standard,13234.52,2023-10-06,True
817948,218,1367.78,Electronics,Credit Card,Premium,47890.04,2023-12-20,True
349028,28,178.78,Clothing,Cash,Basic,5005.84,2023-03-02,False
692129,100,534.89,Home,Debit Card,Standard,19456.90,2023-09-21,True
527049,138,745.78,Electronics,PayPal,Premium,29678.64,2023-11-15,True
768849,74,401.78,Sports,Credit Card,Standard,14234.72,2023-07-24,True
294148,187,1089.78,Electronics,Credit Card,Premium,41678.26,2023-12-28,True
835928,21,145.78,Toys,Cash,New,3061.38,2023-02-01,False
515129,89,467.78,Clothing,Debit Card,Standard,16890.42,2023-10-31,True
742819,156,878.78,Electronics,Credit Card,Premium,35890.28,2023-11-25,True
385029,58,312.89,Books,PayPal,Standard,9234.62,2023-06-14,True
918948,178,1023.89,Electronics,Credit Card,Premium,38567.42,2023-12-12,True
262148,40,223.78,Food,Debit Card,Basic,8951.20,2023-04-23,True
729987,112,612.89,Home,PayPal,Premium,22456.68,2023-08-31,True
592148,71,389.89,Sports,Credit Card,Standard,13567.19,2023-10-21,True
827048,221,1389.78,Electronics,Credit Card,Premium,48234.38,2023-12-24,True
349589,26,167.89,Clothing,Cash,Basic,4365.14,2023-03-18,False
684049,103,545.89,Home,Debit Card,Standard,19234.67,2023-09-29,True
528148,137,734.78,Electronics,PayPal,Premium,28890.86,2023-11-13,True
765229,78,434.78,Sports,Credit Card,Standard,15234.84,2023-07-30,True
292148,185,1078.89,Electronics,Credit Card,Premium,40891.65,2023-12-31,True
842938,19,134.78,Toys,Cash,New,2560.82,2023-02-13,False
536795,94,501.78,Clothing,Debit Card,Standard,17891.32,2023-09-24,True
746129,153,856.89,Electronics,Credit Card,Premium,34234.17,2023-11-17,True
393148,62,345.78,Books,PayPal,Standard,10890.36,2023-06-29,True
915949,176,1012.89,Electronics,Credit Card,Premium,38567.04,2023-12-17,True
257148,38,212.78,Food,Debit Card,Basic,8085.64,2023-04-25,True
738948,108,578.89,Home,PayPal,Premium,21234.12,2023-09-06,True
586728,69,367.78,Sports,Credit Card,Standard,12678.82,2023-10-13,True
820049,212,1301.89,Electronics,Credit Card,Premium,46567.08,2023-12-21,True
342229,30,189.78,Clothing,Cash,Basic,5693.40,2023-03-26,False
695129,99,523.78,Home,Debit Card,Standard,18890.22,2023-08-27,True
528728,135,728.89,Electronics,PayPal,Premium,28567.15,2023-11-11,True
782049,73,398.67,Sports,Credit Card,Standard,14234.91,2023-07-28,True
295587,191,1134.89,Electronics,Credit Card,Premium,42678.99,2023-12-30,True
847698,22,156.78,Toys,Cash,New,3449.16,2023-01-30,False
519877,86,456.89,Clothing,Debit Card,Standard,16234.54,2023-10-27,True
747229,157,878.89,Electronics,Credit Card,Premium,35890.53,2023-11-28,True
384975,58,323.67,Books,PayPal,Standard,9567.86,2023-06-03,True
917667,180,1045.89,Electronics,Credit Card,Premium,39890.20,2023-12-14,True
264249,43,245.89,Food,Debit Card,Basic,10573.27,2023-04-17,True
733248,110,589.78,Home,PayPal,Premium,21567.80,2023-08-21,True
595228,71,389.78,Sports,Credit Card,Standard,13567.38,2023-10-09,True
826978,220,1367.78,Electronics,Credit Card,Premium,47890.16,2023-12-18,True
349039,28,178.89,Clothing,Cash,Basic,5008.92,2023-02-28,False
691938,101,534.67,Home,Debit Card,Standard,19234.67,2023-09-18,True
525168,140,767.78,Electronics,PayPal,Premium,30234.20,2023-11-14,True
768648,77,423.89,Sports,Credit Card,Standard,14789.53,2023-08-02,True
293918,186,1089.89,Electronics,Credit Card,Premium,41679.54,2023-12-29,True
836148,19,134.89,Toys,Cash,New,2562.91,2023-01-24,False
