sensor_id,temperature_c,humidity_pct,pressure_hpa,timestamp
SENSOR-017,21.9,46.8,1012.8,2024-01-03T03:00:00Z
SENSOR-017,21.7,47.4,1012.7,2024-01-03T04:00:00Z
SENSOR-017,21.5,47.9,1012.5,2024-01-03T05:00:00Z
SENSOR-017,21.8,47.2,1012.7,2024-01-03T06:00:00Z
SENSOR-017,22.5,45.9,1013.2,2024-01-03T07:00:00Z
SENSOR-017,23.3,44.3,1013.8,2024-01-03T08:00:00Z
SENSOR-017,24.1,42.7,1014.3,2024-01-03T09:00:00Z
SENSOR-017,24.7,41.2,1014.7,2024-01-03T10:00:00Z
SENSOR-017,25.2,40.0,1015.0,2024-01-03T11:00:00Z
SENSOR-017,25.6,39.1,1015.2,2024-01-03T12:00:00Z
SENSOR-017,25.7,38.7,1015.3,2024-01-03T13:00:00Z
SENSOR-017,25.5,39.3,1015.1,2024-01-03T14:00:00Z
SENSOR-017,25.0,40.6,1014.8,2024-01-03T15:00:00Z
SENSOR-017,24.4,42.1,1014.4,2024-01-03T16:00:00Z
SENSOR-017,23.8,43.6,1014.0,2024-01-03T17:00:00Z
SENSOR-017,23.3,44.7,1013.7,2024-01-03T18:00:00Z
SENSOR-017,22.9,45.5,1013.5,2024-01-03T19:00:00Z
SENSOR-017,22.6,46.2,1013.3,2024-01-03T20:00:00Z
SENSOR-017,22.4,46.7,1013.1,2024-01-03T21:00:00Z
SENSOR-017,22.2,47.1,1013.0,2024-01-03T22:00:00Z
SENSOR-017,22.0,47.5,1012.9,2024-01-03T23:00:00Z
SENSOR-018,21.6,47.3,1012.9,2024-01-03T00:00:00Z
SENSOR-018,21.3,48.0,1012.7,2024-01-03T01:00:00Z
SENSOR-018,21.0,48.7,1012.5,2024-01-03T02:00:00Z
SENSOR-018,20.8,49.3,1012.3,2024-01-03T03:00:00Z
SENSOR-018,20.6,49.8,1012.2,2024-01-03T04:00:00Z
SENSOR-018,20.4,50.3,1012.0,2024-01-03T05:00:00Z
SENSOR-018,20.7,49.6,1012.2,2024-01-03T06:00:00Z
SENSOR-018,21.4,48.3,1012.7,2024-01-03T07:00:00Z
SENSOR-018,22.2,46.7,1013.3,2024-01-03T08:00:00Z
SENSOR-018,23.0,45.1,1013.8,2024-01-03T09:00:00Z
SENSOR-018,23.7,43.5,1014.2,2024-01-03T10:00:00Z
SENSOR-018,24.3,42.0,1014.5,2024-01-03T11:00:00Z
SENSOR-018,24.7,40.9,1014.7,2024-01-03T12:00:00Z
SENSOR-018,24.9,40.3,1014.8,2024-01-03T13:00:00Z
SENSOR-018,24.7,40.8,1014.6,2024-01-03T14:00:00Z
SENSOR-018,24.2,42.1,1014.3,2024-01-03T15:00:00Z
SENSOR-018,23.6,43.6,1013.9,2024-01-03T16:00:00Z
SENSOR-018,23.0,45.1,1013.5,2024-01-03T17:00:00Z
SENSOR-018,22.5,46.3,1013.2,2024-01-03T18:00:00Z
SENSOR-018,22.1,47.1,1013.0,2024-01-03T19:00:00Z
SENSOR-018,21.8,47.8,1012.8,2024-01-03T20:00:00Z
SENSOR-018,21.6,48.3,1012.6,2024-01-03T21:00:00Z
SENSOR-018,21.4,48.7,1012.5,2024-01-03T22:00:00Z
SENSOR-018,21.2,49.1,1012.4,2024-01-03T23:00:00Z
SENSOR-019,23.3,43.7,1013.7,2024-01-03T00:00:00Z
SENSOR-019,22.9,44.5,1013.5,2024-01-03T01:00:00Z
SENSOR-019,22.6,45.2,1013.3,2024-01-03T02:00:00Z
SENSOR-019,22.3,45.9,1013.1,2024-01-03T03:00:00Z
SENSOR-019,22.1,46.5,1013.0,2024-01-03T04:00:00Z
SENSOR-019,21.9,47.0,1012.8,2024-01-03T05:00:00Z
SENSOR-019,22.2,46.3,1013.0,2024-01-03T06:00:00Z
SENSOR-019,22.9,45.0,1013.5,2024-01-03T07:00:00Z
SENSOR-019,23.7,43.4,1014.1,2024-01-03T08:00:00Z
SENSOR-019,24.5,41.8,1014.6,2024-01-03T09:00:00Z
SENSOR-019,25.1,40.3,1015.0,2024-01-03T10:00:00Z
SENSOR-019,25.6,39.1,1015.3,2024-01-03T11:00:00Z
SENSOR-019,26.0,38.2,1015.5,2024-01-03T12:00:00Z
SENSOR-019,26.1,37.8,1015.6,2024-01-03T13:00:00Z
SENSOR-019,25.9,38.4,1015.4,2024-01-03T14:00:00Z
SENSOR-019,25.4,39.6,1015.1,2024-01-03T15:00:00Z
SENSOR-019,24.8,41.1,1014.7,2024-01-03T16:00:00Z
SENSOR-019,24.2,42.6,1014.3,2024-01-03T17:00:00Z
SENSOR-019,23.7,43.7,1014.0,2024-01-03T18:00:00Z
SENSOR-019,23.3,44.5,1013.8,2024-01-03T19:00:00Z
SENSOR-019,23.0,45.2,1013.6,2024-01-03T20:00:00Z
SENSOR-019,22.8,45.7,1013.4,2024-01-03T21:00:00Z
SENSOR-019,22.6,46.1,1013.3,2024-01-03T22:00:00Z
SENSOR-019,22.4,46.5,1013.2,2024-01-03T23:00:00Z
SENSOR-020,22.7,45.1,1013.3,2024-01-03T00:00:00Z
SENSOR-020,22.3,45.9,1013.1,2024-01-03T01:00:00Z
SENSOR-020,22.0,46.6,1012.9,2024-01-03T02:00:00Z
SENSOR-020,21.7,47.3,1012.7,2024-01-03T03:00:00Z
SENSOR-020,21.5,47.9,1012.6,2024-01-03T04:00:00Z
SENSOR-020,21.3,48.4,1012.4,2024-01-03T05:00:00Z
SENSOR-020,21.6,47.7,1012.6,2024-01-03T06:00:00Z
SENSOR-020,22.3,46.4,1013.1,2024-01-03T07:00:00Z
SENSOR-020,23.1,44.8,1013.7,2024-01-03T08:00:00Z
SENSOR-020,23.9,43.2,1014.2,2024-01-03T09:00:00Z
SENSOR-020,24.6,41.7,1014.6,2024-01-03T10:00:00Z
SENSOR-020,25.2,40.3,1014.9,2024-01-03T11:00:00Z
SENSOR-020,25.6,39.2,1015.1,2024-01-03T12:00:00Z
SENSOR-020,25.8,38.6,1015.2,2024-01-03T13:00:00Z
SENSOR-020,25.6,39.1,1015.0,2024-01-03T14:00:00Z
SENSOR-020,25.1,40.4,1014.7,2024-01-03T15:00:00Z
SENSOR-020,24.5,41.9,1014.3,2024-01-03T16:00:00Z
SENSOR-020,23.9,43.4,1013.9,2024-01-03T17:00:00Z
SENSOR-020,23.4,44.5,1013.6,2024-01-03T18:00:00Z
SENSOR-020,23.0,45.3,1013.4,2024-01-03T19:00:00Z
SENSOR-020,22.7,46.0,1013.2,2024-01-03T20:00:00Z
SENSOR-020,22.5,46.5,1013.0,2024-01-03T21:00:00Z
SENSOR-020,22.3,46.9,1012.9,2024-01-03T22:00:00Z
SENSOR-020,22.1,47.3,1012.8,2024-01-03T23:00:00Z
SENSOR-021,21.9,46.7,1013.0,2024-01-04T00:00:00Z
SENSOR-021,21.6,47.4,1012.8,2024-01-04T01:00:00Z
SENSOR-021,21.3,48.1,1012.6,2024-01-04T02:00:00Z
SENSOR-021,21.1,48.7,1012.4,2024-01-04T03:00:00Z
SENSOR-021,20.9,49.3,1012.3,2024-01-04T04:00:00Z
SENSOR-021,20.7,49.8,1012.1,2024-01-04T05:00:00Z
SENSOR-021,21.0,49.1,1012.3,2024-01-04T06:00:00Z
SENSOR-021,21.7,47.8,1012.8,2024-01-04T07:00:00Z
SENSOR-021,22.5,46.2,1013.4,2024-01-04T08:00:00Z
SENSOR-021,23.3,44.6,1013.9,2024-01-04T09:00:00Z
SENSOR-021,24.0,43.0,1014.3,2024-01-04T10:00:00Z
SENSOR-021,24.6,41.5,1014.6,2024-01-04T11:00:00Z
SENSOR-021,25.0,40.4,1014.8,2024-01-04T12:00:00Z
SENSOR-021,25.2,39.8,1014.9,2024-01-04T13:00:00Z
SENSOR-021,25.0,40.3,1014.7,2024-01-04T14:00:00Z
SENSOR-021,24.5,41.6,1014.4,2024-01-04T15:00:00Z
SENSOR-021,23.9,43.1,1014.0,2024-01-04T16:00:00Z
SENSOR-021,23.3,44.6,1013.6,2024-01-04T17:00:00Z
SENSOR-021,22.8,45.8,1013.3,2024-01-04T18:00:00Z
SENSOR-021,22.4,46.6,1013.1,2024-01-04T19:00:00Z
SENSOR-021,22.1,47.3,1012.9,2024-01-04T20:00:00Z
SENSOR-021,21.9,47.8,1012.7,2024-01-04T21:00:00Z
SENSOR-021,21.7,48.2,1012.6,2024-01-04T22:00:00Z
SENSOR-021,21.5,48.6,1012.5,2024-01-04T23:00:00Z
SENSOR-022,23.2,43.9,1013.6,2024-01-04T00:00:00Z
SENSOR-022,22.8,44.7,1013.4,2024-01-04T01:00:00Z
SENSOR-022,22.5,45.4,1013.2,2024-01-04T02:00:00Z
SENSOR-022,22.2,46.1,1013.0,2024-01-04T03:00:00Z
SENSOR-022,22.0,46.7,1012.9,2024-01-04T04:00:00Z
SENSOR-022,21.8,47.2,1012.7,2024-01-04T05:00:00Z
SENSOR-022,22.1,46.5,1012.9,2024-01-04T06:00:00Z
SENSOR-022,22.8,45.2,1013.4,2024-01-04T07:00:00Z
