transaction_id,customer_id,product_category,transaction_date,amount,region
TXN_0000000404,CUST_09109,Books,2023-06-05,142.99,South
TXN_0000000405,CUST_03654,Toys,2023-01-16,1076.25,Central
TXN_0000000406,CUST_06987,Sports,2023-08-12,2383.00,West
TXN_0000000407,CUST_04210,Food & Beverage,2023-04-08,274.50,North
TXN_0000000408,CUST_07543,Beauty,2023-10-24,681.99,East
TXN_0000000409,CUST_02876,Electronics,2023-07-20,1825.50,South
TXN_0000000410,CUST_05109,Clothing,2023-03-07,403.75,Central
TXN_0000000411,CUST_08432,Home & Garden,2023-11-22,2349.50,West
TXN_0000000412,CUST_01765,Books,2023-05-18,145.75,North
TXN_0000000413,CUST_09098,Toys,2023-09-14,1099.99,East
TXN_0000000414,CUST_03987,Sports,2023-02-09,2439.25,South
TXN_0000000415,CUST_06210,Food & Beverage,2023-12-25,280.25,Central
TXN_0000000416,CUST_04543,Beauty,2023-06-11,695.75,West
TXN_0000000417,CUST_07876,Electronics,2023-01-22,2425.25,North
TXN_0000000418,CUST_02321,Clothing,2023-08-18,411.50,East
TXN_0000000419,CUST_05654,Home & Garden,2023-04-14,2401.25,South
TXN_0000000420,CUST_08987,Books,2023-10-30,148.50,Central
TXN_0000000421,CUST_01432,Toys,2023-07-26,1122.75,West
TXN_0000000422,CUST_09765,Sports,2023-03-03,2495.50,North
TXN_0000000423,CUST_03210,Food & Beverage,2023-11-18,285.99,East
TXN_0000000424,CUST_06543,Beauty,2023-05-04,709.50,South
TXN_0000000425,CUST_04876,Electronics,2023-09-20,1975.99,Central
TXN_0000000426,CUST_07109,Clothing,2023-02-25,419.25,West
TXN_0000000427,CUST_02654,Home & Garden,2023-12-11,2453.99,North
TXN_0000000428,CUST_05987,Books,2023-06-27,151.25,East
TXN_0000000429,CUST_08210,Toys,2023-01-03,1145.50,South
TXN_0000000430,CUST_01543,Sports,2023-08-29,2551.75,Central
TXN_0000000431,CUST_09876,Food & Beverage,2023-04-25,291.75,West
TXN_0000000432,CUST_03321,Beauty,2023-10-11,723.25,North
TXN_0000000433,CUST_06654,Electronics,2023-07-07,2125.75,East
TXN_0000000434,CUST_04987,Clothing,2023-03-24,427.99,South
TXN_0000000435,CUST_07210,Home & Garden,2023-11-09,2506.75,Central
TXN_0000000436,CUST_02543,Books,2023-05-21,154.99,West
TXN_0000000437,CUST_05876,Toys,2023-09-07,1168.25,North
TXN_0000000438,CUST_08109,Sports,2023-02-12,2608.00,East
TXN_0000000439,CUST_01654,Food & Beverage,2023-12-28,297.50,South
TXN_0000000440,CUST_09987,Beauty,2023-06-14,737.99,Central
TXN_0000000441,CUST_03543,Electronics,2023-01-19,2275.50,West
TXN_0000000442,CUST_06210,Clothing,2023-08-05,435.75,North
TXN_0000000443,CUST_04876,Home & Garden,2023-04-01,2559.50,East
TXN_0000000444,CUST_07321,Books,2023-10-17,157.75,South
TXN_0000000445,CUST_02109,Toys,2023-07-13,1191.99,Central
TXN_0000000446,CUST_05654,Sports,2023-03-30,2664.25,West
TXN_0000000447,CUST_08987,Food & Beverage,2023-11-15,303.25,North
TXN_0000000448,CUST_01210,Beauty,2023-05-07,751.75,East
TXN_0000000449,CUST_09543,Electronics,2023-09-23,1825.25,South
TXN_0000000450,CUST_03876,Clothing,2023-02-18,443.50,Central
TXN_0000000451,CUST_06109,Home & Garden,2023-12-14,2612.25,West
TXN_0000000452,CUST_04654,Books,2023-06-10,160.50,North
TXN_0000000453,CUST_07987,Toys,2023-01-26,1214.75,East
TXN_0000000454,CUST_02210,Sports,2023-08-22,2720.50,South
TXN_0000000455,CUST_05543,Food & Beverage,2023-04-18,308.99,Central
TXN_0000000456,CUST_08876,Beauty,2023-10-04,765.50,West
TXN_0000000457,CUST_01321,Electronics,2023-07-30,2425.99,North
TXN_0000000458,CUST_09109,Clothing,2023-03-17,451.25,East
TXN_0000000459,CUST_03654,Home & Garden,2023-11-02,2665.99,South
TXN_0000000460,CUST_06987,Books,2023-05-14,163.25,Central
TXN_0000000461,CUST_04210,Toys,2023-09-10,1237.50,West
TXN_0000000462,CUST_07543,Sports,2023-02-05,2776.75,North
TXN_0000000463,CUST_02876,Food & Beverage,2023-12-21,314.75,East
TXN_0000000464,CUST_05109,Beauty,2023-06-17,779.25,South
TXN_0000000465,CUST_08432,Electronics,2023-01-12,1975.75,Central
TXN_0000000466,CUST_01765,Clothing,2023-08-28,459.99,West
TXN_0000000467,CUST_09098,Home & Garden,2023-04-24,2719.75,North
TXN_0000000468,CUST_03987,Books,2023-10-10,166.99,East
TXN_0000000469,CUST_06210,Toys,2023-07-16,1260.25,South
TXN_0000000470,CUST_04543,Sports,2023-03-13,2833.00,Central
TXN_0000000471,CUST_07876,Food & Beverage,2023-11-28,320.50,West
TXN_0000000472,CUST_02321,Beauty,2023-05-10,793.99,North
TXN_0000000473,CUST_05654,Electronics,2023-09-26,2125.50,East
TXN_0000000474,CUST_08987,Clothing,2023-02-21,467.75,South
TXN_0000000475,CUST_01432,Home & Garden,2023-12-07,2773.50,Central
TXN_0000000476,CUST_09765,Books,2023-06-23,169.75,West
TXN_0000000477,CUST_03210,Toys,2023-01-08,1283.99,North
TXN_0000000478,CUST_06543,Sports,2023-08-14,2889.25,East
TXN_0000000479,CUST_04876,Food & Beverage,2023-04-10,326.25,South
TXN_0000000480,CUST_07109,Beauty,2023-10-26,807.75,Central
TXN_0000000481,CUST_02654,Electronics,2023-07-22,2275.25,West
TXN_0000000482,CUST_05987,Clothing,2023-03-09,475.50,North
TXN_0000000483,CUST_08210,Home & Garden,2023-11-14,2827.25,East
TXN_0000000484,CUST_01543,Books,2023-05-26,172.50,South
TXN_0000000485,CUST_09876,Toys,2023-09-12,1306.75,Central
TXN_0000000486,CUST_03321,Sports,2023-02-07,2945.50,West
TXN_0000000487,CUST_06654,Food & Beverage,2023-12-30,331.99,North
TXN_0000000488,CUST_04987,Beauty,2023-06-06,821.50,East
TXN_0000000489,CUST_07210,Electronics,2023-01-24,1825.99,South
TXN_0000000490,CUST_02543,Clothing,2023-08-30,483.25,Central
TXN_0000000491,CUST_05876,Home & Garden,2023-04-26,2881.99,West
TXN_0000000492,CUST_08109,Books,2023-10-12,175.25,North
TXN_0000000493,CUST_01654,Toys,2023-07-08,1329.50,East
TXN_0000000494,CUST_09987,Sports,2023-03-25,3001.75,South
TXN_0000000495,CUST_03543,Food & Beverage,2023-11-20,337.75,Central
TXN_0000000496,CUST_06210,Beauty,2023-05-02,835.25,West
TXN_0000000497,CUST_04876,Electronics,2023-09-18,2425.75,North
TXN_0000000498,CUST_07321,Clothing,2023-02-14,491.99,East
TXN_0000000499,CUST_02109,Home & Garden,2023-12-16,2936.75,South
TXN_0000000500,CUST_05654,Books,2023-06-12,178.99,Central
TXN_0000000501,CUST_08987,Toys,2023-01-20,1352.25,West
TXN_0000000502,CUST_01210,Sports,2023-08-06,3058.00,North
TXN_0000000503,CUST_09543,Food & Beverage,2023-04-02,343.50,East
TXN_0000000504,CUST_03876,Beauty,2023-10-18,849.99,South
TXN_0000000505,CUST_06109,Electronics,2023-07-14,1975.50,Central
TXN_0000000506,CUST_04654,Clothing,2023-03-21,499.75,West
