procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
04:47:00 2  1 1630720 3156320  542656 5623840   4    0   388   748 1210 2215 62 32 4 2 0
04:48:00 1  0 1634080 3198880  542720 5627680   3    0   372   724 1175 2130 59 30 9 2 0
04:49:00 2  0 1637400 3234560  542784 5631520   3    0   364   700 1150 2055 57 29 12 2 0
04:50:00 1  0 1640960 3201120  542848 5635360   4    0   380   736 1190 2175 60 31 7 2 0
04:51:00 2  0 1644280 3178320  542912 5639200   3    0   368   716 1165 2100 58 30 10 2 0
04:52:00 1  1 1647840 3212640  542976 5643040   4    0   392   756 1215 2230 62 32 4 2 0
04:53:00 2  0 1651200 3189440  543040 5646880   3    0   376   732 1180 2145 60 31 7 2 0
04:54:00 1  0 1654520 3223920  543104 5650720   3    0   368   708 1155 2070 58 29 11 2 0
04:55:00 2  0 1658080 3198720  543168 5654560   4    0   384   744 1195 2190 61 32 5 2 0
04:56:00 1  0 1661400 3167840  543232 5658400   3    0   372   724 1170 2115 59 30 9 2 0
04:57:00 2  1 1664960 3201280  543296 5662240   4    0   396   764 1220 2245 63 33 2 2 0
04:58:00 1  0 1668320 3234880  543360 5666080   3    0   380   740 1185 2160 60 31 7 2 0
04:59:00 2  0 1671640 3189760  543424 5669920   3    0   372   716 1160 2085 58 30 10 2 0
05:00:00 1  0 1675200 3212560  543488 5673760   4    0   388   752 1200 2205 61 32 5 2 0
05:01:00 2  0 1678520 3178240  543552 5677600   3    0   376   732 1175 2130 59 31 8 2 0
05:02:00 1  1 1682080 3156480  543616 5681440   4    0   400   772 1225 2260 63 33 2 2 0
05:03:00 2  0 1685440 3198880  543680 5685280   3    0   384   748 1190 2175 61 32 5 2 0
05:04:00 1  0 1688760 3234320  543744 5689120   3    0   376   724 1165 2100 59 30 9 2 0
05:05:00 2  0 1692320 3201120  543808 5692960   4    0   392   760 1205 2220 62 33 3 2 0
05:06:00 1  0 1695640 3178640  543872 5696800   3    0   380   740 1180 2145 60 31 7 2 0
05:07:00 2  1 1699200 3212480  543936 5700640   4    0   404   780 1230 2275 64 34 0 2 0
05:08:00 1  0 1702560 3189760  544000 5704480   3    0   388   756 1195 2190 61 32 5 2 0
05:09:00 2  0 1705880 3223680  544064 5708320   3    0   380   732 1170 2115 59 31 8 2 0
05:10:00 1  0 1709440 3198560  544128 5712160   4    0   396   768 1210 2235 62 33 3 2 0
05:11:00 2  0 1712760 3167920  544192 5716000   3    0   384   748 1185 2160 60 32 6 2 0
05:12:00 1  1 1716320 3201280  544256 5719840   4    0   408   788 1235 2290 64 34 0 2 0
05:13:00 2  0 1719680 3234720  544320 5723680   3    0   392   764 1200 2205 62 33 3 2 0
05:14:00 1  0 1723000 3189440  544384 5727520   3    0   384   740 1175 2130 60 31 7 2 0
05:15:00 2  0 1726560 3212640  544448 5731360   4    0   400   776 1215 2250 63 34 1 2 0
05:16:00 1  0 1729880 3178960  544512 5735200   3    0   388   756 1190 2175 61 32 5 2 0
05:17:00 2  1 1733440 3156320  544576 5739040   4    0   412   796 1240 2305 65 35 -2 2 0
05:18:00 1  0 1736800 3198880  544640 5742880   3    0   396   772 1205 2220 62 33 3 2 0
05:19:00 2  0 1740120 3234560  544704 5746720   3    0   388   748 1180 2145 60 32 6 2 0
05:20:00 1  0 1743680 3201120  544768 5750560   4    0   404   784 1220 2265 63 34 1 2 0
05:21:00 2  0 1747000 3178320  544832 5754400   3    0   392   764 1195 2190 61 33 4 2 0
05:22:00 1  1 1750560 3212640  544896 5758240   4    0   416   804 1245 2320 65 35 -2 2 0
05:23:00 2  0 1753920 3189440  544960 5762080   3    0   400   780 1210 2235 63 34 1 2 0
05:24:00 1  0 1757240 3223920  545024 5765920   3    0   392   756 1185 2160 61 32 5 2 0
05:25:00 2  0 1760800 3198720  545088 5769760   4    0   408   792 1225 2280 64 35 -1 2 0
05:26:00 1  0 1764120 3167840  545152 5773600   3    0   396   772 1200 2205 62 33 3 2 0
05:27:00 2  1 1767680 3201280  545216 5777440   4    0   420   812 1250 2335 66 36 -4 2 0
05:28:00 1  0 1771040 3234880  545280 5781280   3    0   404   788 1215 2250 63 34 1 2 0
05:29:00 2  0 1774360 3189760  545344 5785120   3    0   396   764 1190 2175 61 33 4 2 0
05:30:00 1  0 1777920 3212560  545408 5788960   4    0   412   800 1230 2295 64 35 -1 2 0
05:31:00 2  0 1781240 3178240  545472 5792800   3    0   400   780 1205 2220 62 34 2 2 0
05:32:00 1  1 1784800 3156480  545536 5796640   4    0   424   820 1255 2350 66 36 -4 2 0
05:33:00 2  0 1788160 3198880  545600 5800480   3    0   408   796 1220 2265 64 35 -1 2 0
05:34:00 1  0 1791480 3234320  545664 5804320   3    0   400   772 1195 2190 62 33 3 2 0
05:35:00 2  0 1795040 3201120  545728 5808160   4    0   416   808 1235 2310 65 36 -3 2 0
05:36:00 1  0 1798360 3178640  545792 5812000   3    0   404   788 1210 2235 63 34 1 2 0
05:37:00 2  1 1801920 3212480  545856 5
