timestamp,temperature,is_weekend,hour,consumption_kwh
2024-01-24T05:00:00,17.0,0,5,181.8
2024-01-24T06:00:00,16.9,0,6,198.4
2024-01-24T07:00:00,18.3,0,7,260.6
2024-01-24T08:00:00,20.6,0,8,326.9
2024-01-24T09:00:00,23.0,0,9,363.3
2024-01-24T10:00:00,25.3,0,10,383.8
2024-01-24T11:00:00,27.6,0,11,391.2
2024-01-24T12:00:00,29.0,0,12,397.6
2024-01-24T13:00:00,30.6,0,13,393.9
2024-01-24T14:00:00,32.3,0,14,381.4
2024-01-24T15:00:00,32.7,0,15,374.1
2024-01-24T16:00:00,31.6,0,16,368.3
2024-01-24T17:00:00,29.4,0,17,378.5
2024-01-24T18:00:00,27.0,0,18,401.1
2024-01-24T19:00:00,25.3,0,19,408.4
2024-01-24T20:00:00,23.6,0,20,384.7
2024-01-24T21:00:00,22.4,0,21,341.2
2024-01-24T22:00:00,21.3,0,22,294.4
2024-01-24T23:00:00,20.2,0,23,248.3
2024-01-25T00:00:00,19.6,0,0,215.5
2024-01-25T01:00:00,19.1,0,1,202.6
2024-01-25T02:00:00,18.7,0,2,196.2
2024-01-25T03:00:00,18.3,0,3,190.7
2024-01-25T04:00:00,17.9,0,4,187.1
2024-01-25T05:00:00,17.6,0,5,183.6
2024-01-25T06:00:00,17.5,0,6,200.2
2024-01-25T07:00:00,18.9,0,7,262.4
2024-01-25T08:00:00,21.2,0,8,328.7
2024-01-25T09:00:00,23.6,0,9,365.1
2024-01-25T10:00:00,25.9,0,10,385.6
2024-01-25T11:00:00,28.2,0,11,393.0
2024-01-25T12:00:00,29.6,0,12,399.4
2024-01-25T13:00:00,31.2,0,13,395.7
2024-01-25T14:00:00,32.9,0,14,383.2
2024-01-25T15:00:00,33.3,0,15,375.9
2024-01-25T16:00:00,32.2,0,16,370.1
2024-01-25T17:00:00,30.0,0,17,380.3
2024-01-25T18:00:00,27.6,0,18,402.9
2024-01-25T19:00:00,25.9,0,19,410.2
2024-01-25T20:00:00,24.2,0,20,386.5
2024-01-25T21:00:00,23.0,0,21,343.0
2024-01-25T22:00:00,21.9,0,22,296.2
2024-01-25T23:00:00,20.8,0,23,250.1
2024-01-26T00:00:00,20.2,0,0,217.3
2024-01-26T01:00:00,19.7,0,1,204.4
2024-01-26T02:00:00,19.3,0,2,198.0
2024-01-26T03:00:00,18.9,0,3,192.5
2024-01-26T04:00:00,18.5,0,4,188.9
2024-01-26T05:00:00,18.2,0,5,185.4
2024-01-26T06:00:00,18.1,0,6,202.0
2024-01-26T07:00:00,19.5,0,7,264.2
2024-01-26T08:00:00,21.8,0,8,330.5
2024-01-26T09:00:00,24.2,0,9,366.9
2024-01-26T10:00:00,26.5,0,10,387.4
2024-01-26T11:00:00,28.8,0,11,394.8
2024-01-26T12:00:00,30.2,0,12,401.2
2024-01-26T13:00:00,31.8,0,13,397.5
2024-01-26T14:00:00,33.5,0,14,385.0
2024-01-26T15:00:00,33.9,0,15,377.7
2024-01-26T16:00:00,32.8,0,16,371.9
2024-01-26T17:00:00,30.6,0,17,382.1
2024-01-26T18:00:00,28.2,0,18,404.7
2024-01-26T19:00:00,26.5,0,19,412.0
2024-01-26T20:00:00,24.8,0,20,388.3
2024-01-26T21:00:00,23.6,0,21,344.8
2024-01-26T22:00:00,22.5,0,22,298.0
2024-01-26T23:00:00,21.4,0,23,251.9
2024-01-27T00:00:00,20.8,1,0,179.6
2024-01-27T01:00:00,20.3,1,1,170.0
2024-01-27T02:00:00,19.9,1,2,164.4
2024-01-27T03:00:00,19.5,1,3,159.8
2024-01-27T04:00:00,19.1,1,4,156.6
2024-01-27T05:00:00,18.8,1,5,153.9
2024-01-27T06:00:00,18.7,1,6,162.5
2024-01-27T07:00:00,20.1,1,7,200.0
2024-01-27T08:00:00,22.4,1,8,242.7
2024-01-27T09:00:00,24.8,1,9,272.6
2024-01-27T10:00:00,27.1,1,10,289.8
2024-01-27T11:00:00,29.4,1,11,299.5
2024-01-27T12:00:00,30.8,1,12,302.9
2024-01-27T13:00:00,32.4,1,13,300.7
2024-01-27T14:00:00,34.1,1,14,293.1
2024-01-27T15:00:00,34.5,1,15,287.4
2024-01-27T16:00:00,33.4,1,16,282.8
2024-01-27T17:00:00,31.2,1,17,289.6
2024-01-27T18:00:00,28.8,1,18,307.0
2024-01-27T19:00:00,27.1,1,19,312.7
2024-01-27T20:00:00,25.4,1,20,296.9
2024-01-27T21:00:00,24.2,1,21,266.6
2024-01-27T22:00:00,23.1,1,22,232.8
2024-01-27T23:00:00,22.0,1,23,200.0
2024-01-28T00:00:00,21.4,1,0,177.4
2024-01-28T01:00:00,20.9,1,1,167.8
2024-01-28T02:00:00,20.5,1,2,162.2
2024-01-28T03:00:00,20.1,1,3,157.6
2024-01-28T04:00:00,19.7,1,4,154.4
2024-01-28T05:00:00,19.4,1,5,151.7
