event_id,customer_id,timestamp,event_type
EVT-0432,CUST-048,2024-01-09T09:45:06Z,complaint
EVT-0433,CUST-059,2024-01-09T09:46:17Z,support_ticket
EVT-0434,CUST-070,2024-01-09T09:47:28Z,support_ticket
EVT-0435,CUST-001,2024-01-09T09:48:39Z,support_ticket
EVT-0436,CUST-012,2024-01-09T09:49:50Z,complaint
EVT-0437,CUST-023,2024-01-09T09:51:01Z,refund
EVT-0438,CUST-034,2024-01-09T09:52:12Z,complaint
EVT-0439,CUST-045,2024-01-09T09:53:23Z,purchase
EVT-0440,CUST-056,2024-01-09T09:54:34Z,inquiry
EVT-0441,CUST-067,2024-01-09T09:55:45Z,refund
EVT-0442,CUST-078,2024-01-09T09:56:56Z,refund
EVT-0443,CUST-089,2024-01-09T09:58:07Z,complaint
EVT-0444,CUST-015,2024-01-09T09:59:18Z,support_ticket
EVT-0445,CUST-026,2024-01-09T10:00:29Z,purchase
EVT-0446,CUST-037,2024-01-09T10:01:40Z,inquiry
EVT-0447,CUST-048,2024-01-09T10:02:51Z,support_ticket
EVT-0448,CUST-059,2024-01-09T10:04:02Z,inquiry
EVT-0449,CUST-070,2024-01-09T10:05:13Z,inquiry
EVT-0450,CUST-001,2024-01-09T10:06:24Z,complaint
EVT-0451,CUST-012,2024-01-10T08:07:35Z,purchase
EVT-0452,CUST-023,2024-01-10T08:08:46Z,inquiry
EVT-0453,CUST-034,2024-01-10T08:09:57Z,refund
EVT-0454,CUST-045,2024-01-10T08:11:08Z,inquiry
EVT-0455,CUST-056,2024-01-10T08:12:19Z,purchase
EVT-0456,CUST-067,2024-01-10T08:13:30Z,purchase
EVT-0457,CUST-078,2024-01-10T08:14:41Z,purchase
EVT-0458,CUST-089,2024-01-10T08:15:52Z,support_ticket
EVT-0459,CUST-015,2024-01-10T08:17:03Z,complaint
EVT-0460,CUST-026,2024-01-10T08:18:14Z,support_ticket
EVT-0461,CUST-037,2024-01-10T08:19:25Z,complaint
EVT-0462,CUST-048,2024-01-10T08:20:36Z,refund
EVT-0463,CUST-059,2024-01-10T08:21:47Z,purchase
EVT-0464,CUST-070,2024-01-10T08:22:58Z,complaint
EVT-0465,CUST-001,2024-01-10T08:24:09Z,inquiry
EVT-0466,CUST-012,2024-01-10T08:25:20Z,refund
EVT-0467,CUST-023,2024-01-10T08:26:31Z,purchase
EVT-0468,CUST-034,2024-01-10T08:27:42Z,support_ticket
EVT-0469,CUST-045,2024-01-10T08:28:53Z,refund
EVT-0470,CUST-056,2024-01-10T08:30:04Z,support_ticket
EVT-0471,CUST-067,2024-01-10T08:31:15Z,complaint
EVT-0472,CUST-078,2024-01-10T08:32:26Z,support_ticket
EVT-0473,CUST-089,2024-01-10T08:33:37Z,inquiry
EVT-0474,CUST-015,2024-01-10T08:34:48Z,refund
EVT-0475,CUST-026,2024-01-10T08:35:59Z,inquiry
EVT-0476,CUST-037,2024-01-10T08:37:10Z,purchase
EVT-0477,CUST-048,2024-01-10T08:38:21Z,inquiry
EVT-0478,CUST-059,2024-01-10T08:39:32Z,complaint
EVT-0479,CUST-070,2024-01-10T08:40:43Z,refund
EVT-0480,CUST-001,2024-01-10T09:41:54Z,purchase
EVT-0481,CUST-012,2024-01-10T09:43:05Z,inquiry
EVT-0482,CUST-023,2024-01-10T09:44:16Z,complaint
EVT-0483,CUST-034,2024-01-10T09:45:27Z,inquiry
EVT-0484,CUST-045,2024-01-10T09:46:38Z,purchase
EVT-0485,CUST-056,2024-01-10T09:47:49Z,complaint
EVT-0486,CUST-067,2024-01-10T09:49:00Z,support_ticket
EVT-0487,CUST-078,2024-01-10T09:50:11Z,complaint
EVT-0488,CUST-089,2024-01-10T09:51:22Z,refund
EVT-0489,CUST-015,2024-01-10T09:52:33Z,inquiry
EVT-0490,CUST-026,2024-01-10T09:53:44Z,complaint
EVT-0491,CUST-037,2024-01-10T09:54:55Z,refund
EVT-0492,CUST-048,2024-01-10T09:56:06Z,support_ticket
EVT-0493,CUST-059,2024-01-10T09:57:17Z,refund
EVT-0494,CUST-070,2024-01-10T09:58:28Z,purchase
EVT-0495,CUST-001,2024-01-10T09:59:39Z,refund
EVT-0496,CUST-012,2024-01-10T10:00:50Z,support_ticket
EVT-0497,CUST-023,2024-01-10T10:02:01Z,refund
EVT-0498,CUST-034,2024-01-10T10:03:12Z,purchase
EVT-0499,CUST-045,2024-01-10T10:04:23Z,support_ticket
EVT-0500,CUST-056,2024-01-10T10:05:34Z,refund
EVT-0501,CUST-067,2024-01-11T08:06:45Z,refund
EVT-0502,CUST-078,2024-01-11T08:07:56Z,inquiry
EVT-0503,CUST-089,2024-01-11T08:09:07Z,purchase
EVT-0504,CUST-015,2024-01-11T08:10:18Z,purchase
EVT-0505,CUST-026,2024-01-11T08:11:29Z,refund
EVT-0506,CUST-037,2024-01-11T08:12:40Z,inquiry
EVT-0507,CUST-048,2024-01-11T08:13:51Z,purchase
EVT-0508,CUST-059,2024-01-11T08:15:02Z,inquiry
EVT-0509,CUST-070,2024-01-11T08:16:13Z,inquiry
EVT-0510,CUST-001,2024-01-11T08:17:24Z,complaint
EVT-0511,CUST-012,2024-01-11T08:18:35Z,purchase
EVT-0512,CUST-023,2024-01-11T08:19:46Z,support_ticket
EVT-0513,CUST-034,2024-01-11T08:20:57Z,complaint
EVT-0514,CUST-045,2024-01-11T08:22:08Z,inquiry
EVT-0515,CUST-056,2024-01-11T08:23:19Z,purchase
EVT-0516,CUST-067,2024-01-11T08:24:30Z,inquiry
EVT-0517,CUST-078,2024-01-11T08:25:41Z,refund
EVT-0518,CUST-089,2024-01-11T08:26:52Z,complaint
EVT-0519,CUST-015,2024-01-11T08:28:03Z,refund
EVT-0520,CUST-026,2024-01-11T08:29:14Z,purchase
EVT-0521,CUST-037,2024-01-11T08:30:25Z,complaint
EVT-0522,CUST-048,2024-01-11T08:31:36Z,complaint
EVT-0523,CUST-059,2024-01-11T08:32:47Z,refund
EVT-0524,CUST-070,2024-01-11T08:33:58Z,support_ticket
EVT-0525,CUST-001,2024-01-11T09:35:09Z,purchase
EVT-0526,CUST-012,2024-01-11T09:36:20Z,refund
EVT-0527,CUST-023,2024-01-11T09:37:31Z,inquiry
EVT-0528,CUST-034,2024-01-11T09:38:42Z,refund
EVT-0529,CUST-045,2024-01-11T09:39:53Z,complaint
EVT-0530,CUST-056,2024-01-11T09:41:04Z,inquiry
EVT-0531,CUST-067,2024-01-11T09:42:15Z,purchase
EVT-0532,CUST-078,2024-01-11T09:43:26Z,support_ticket
EVT-0533,CUST-089,2024-01-11T09:44:37Z,refund
EVT-0534,CUST-015,2024-01-11T09:45:48Z,support_ticket
EVT-0535,CUST-026,2024-01-11T09:46:59Z,inquiry
EVT-0536,CUST-037,2024-01-11T09:48:10Z,support_ticket
EVT-0537,CUST-048,2024-01-11T09:49:21Z,inquiry
EVT-0538,CUST-059,2024-01-11T09:50:32Z,complaint
EVT-0539,CUST-070,2024-01-11T09:51:43Z,complaint
EVT-0540,CUST-001,2024-01-11T09:52:54Z,refund
EVT-0541,CUST-012,2024-01-11T09:54:05Z,complaint
EVT-0542,CUST-023,2024-01-11T09:55:16Z,purchase
EVT-0543,CUST-034,2024-01-11T09:56:27Z,support_ticket
EVT-0544,CUST-045,2024-01-11T09:57:38Z,refund
EVT-0545,CUST-056,2024-01-11T09:58:49Z,support_ticket
EVT-0546,CUST-067,2024-01-11T10:00:00Z,support_ticket
EVT-0547,CUST-078,2024-01-11T10:01:11Z,complaint
EVT-0548,CUST-089,2024-01-11T10:02:22Z,support_ticket
EVT-0549,CUST-015,2024-01-11T10:03:33Z,purchase
EVT-0550,CUST-026,2024-01-11T10:04:44Z,refund
EVT-0551,CUST-037,2024-01-12T08:05:55Z,purchase
EVT-0552,CUST-048,2024-01-12T08:07:06Z,support_ticket
EVT-0553,CUST-059,2024-01-12T08:08:17Z,purchase
EVT-0554,CUST-070,2024-01-12T08:09:28Z,purchase
EVT-0555,CUST-001,2024-01-12T08:10:39Z,support_ticket
EVT-0556,CUST-012,2024-01-12T08:11:50Z,purchase
EVT-0557,CUST-023,2024-01-12T08:13:01Z,complaint
EVT-0558,CUST-034,2024-01-12T08:14:12Z,inquiry
EVT-0559,CUST-045,2024-01-12T08:15:23Z,support_ticket
EVT-0560,CUST-056,2024-01-12T08:16:34Z,complaint
EVT-0561,CUST-067,2024-01-12T08:17:45Z,complaint
EVT-0562,CUST-078,2024-01-12T08:18:56Z,inquiry
EVT-0563,CUST-089,2024-01-12T08:20:07Z,inquiry
EVT-0564,CUST-015,2024-01-12T08:21:18Z,complaint
EVT-0565,CUST-026,2024-01-12T08:22:29Z,support_ticket
EVT-0566,CUST-037,2024-01-12T08:23:40Z,inquiry
EVT-0567,CUST-048,2024-01-12T08:24:51Z,complaint
EVT-0568,CUST-059,2024-01-12T08:26:02Z,support_ticket
EVT-0569,CUST-070,2024-01-12T08:27:13Z,complaint
EVT-0570,CUST-001,2024-01-12T09:28:24Z,inquiry
EVT-0571,CUST-012,2024-01-12T09:29:35Z,inquiry
EVT-0572,CUST-023,2024-01-12T09:30:46Z,purchase
EVT-0573,CUST-034,2024-01-12T09:31:57Z,purchase
