transaction_id,merchant_category,customer_segment,transaction_hour,day_of_week,card_type,is_fraud
610,gas_station,bronze,19,Thursday,mastercard,0
611,restaurant,gold,19,Thursday,amex,0
612,grocery_store,standard,11,Thursday,visa,0
613,department_store,premium,16,Thursday,visa,0
614,pharmacy,silver,9,Thursday,mastercard,0
615,fast_food,student,13,Thursday,visa,0
616,electronics,vip,15,Thursday,amex,1
617,grocery_store,standard,17,Thursday,visa,0
618,beauty_salon,gold,14,Thursday,visa,0
619,spa_services,vip,16,Thursday,amex,0
620,gym_membership,silver,6,Thursday,mastercard,0
621,grocery_store,standard,9,Friday,visa,0
622,gas_station,bronze,7,Friday,mastercard,0
623,restaurant,gold,13,Friday,visa,0
624,electronics,premium,15,Friday,amex,0
625,pharmacy,silver,10,Friday,visa,0
626,clothing,standard,18,Friday,mastercard,0
627,grocery_store,loyal,8,Friday,visa,0
628,coffee_shop,new,8,Friday,visa,0
629,online_retail,student,22,Friday,visa,0
630,gas_station,bronze,19,Friday,mastercard,0
631,restaurant,gold,20,Friday,amex,0
632,grocery_store,standard,11,Friday,visa,0
633,bar,gold,23,Friday,visa,0
634,nightclub,premium,23,Friday,amex,0
635,entertainment,standard,21,Friday,visa,0
636,movie_theater,student,19,Friday,visa,0
637,restaurant,vip,20,Friday,amex,0
638,fast_food,bronze,22,Friday,mastercard,0
639,convenience_store,standard,23,Friday,visa,0
640,taxi_service,gold,1,Friday,visa,0
641,grocery_store,standard,10,Saturday,visa,0
642,gas_station,bronze,9,Saturday,mastercard,0
643,restaurant,gold,13,Saturday,visa,0
644,electronics,premium,12,Saturday,amex,0
645,pharmacy,silver,11,Saturday,visa,0
646,clothing,standard,14,Saturday,mastercard,0
647,grocery_store,loyal,10,Saturday,visa,0
648,coffee_shop,new,9,Saturday,visa,0
649,online_retail,student,15,Saturday,visa,0
650,department_store,premium,13,Saturday,visa,0
651,restaurant,gold,19,Saturday,amex,0
652,grocery_store,standard,12,Saturday,visa,0
653,home_improvement,loyal,11,Saturday,mastercard,0
654,sporting_goods,bronze,14,Saturday,visa,0
655,toy_store,standard,15,Saturday,visa,0
656,electronics,vip,13,Saturday,amex,0
657,furniture_store,corporate,12,Saturday,visa,0
658,bar,gold,22,Saturday,visa,0
659,entertainment,standard,20,Saturday,visa,0
660,movie_theater,student,18,Saturday,visa,0
661,grocery_store,standard,10,Sunday,visa,0
662,gas_station,bronze,11,Sunday,mastercard,0
663,restaurant,gold,13,Sunday,visa,0
664,pharmacy,silver,12,Sunday,visa,0
665,coffee_shop,new,10,Sunday,visa,0
666,grocery_store,loyal,11,Sunday,visa,0
667,restaurant,premium,18,Sunday,amex,0
668,department_store,standard,14,Sunday,visa,0
669,entertainment,gold,16,Sunday,visa,0
670,movie_theater,student,17,Sunday,visa,0
671,music_store,student,15,Sunday,visa,0
672,art_gallery,premium,14,Sunday,amex,0
673,craft_store,silver,13,Sunday,mastercard,0
674,party_supplies,standard,16,Sunday,visa,0
675,photo_studio,gold,11,Sunday,visa,0
676,framing_shop,bronze,15,Sunday,mastercard,0
677,wine_shop,vip,17,Sunday,amex,0
678,bakery,loyal,9,Sunday,visa,0
679,butcher_shop,standard,10,Sunday,mastercard,0
680,fish_market,silver,11,Sunday,visa,0
681,grocery_store,standard,9,Monday,visa,0
682,gas_station,bronze,7,Monday,mastercard,0
683,restaurant,gold,12,Monday,visa,0
684,electronics,premium,14,Monday,amex,1
685,pharmacy,silver,10,Monday,visa,0
686,clothing,standard,15,Monday,mastercard,0
687,grocery_store,loyal,8,Monday,visa,0
688,coffee_shop,new,7,Monday,visa,0
689,online_retail,student,20,Monday,visa,0
690,gas_station,bronze,18,Monday,mastercard,0
691,restaurant,gold,19,Monday,amex,0
692,grocery_store,standard,11,Monday,visa,0
693,department_store,premium,16,Monday,visa,0
694,pharmacy,silver,9,Monday,mastercard,0
695,fast_food,student,13,Monday,visa,0
696,electronics,vip,14,Monday,amex,0
697,grocery_store,standard,17,Monday,visa,0
698,office_supplies,corporate,10,Monday,visa,0
699,print_shop,bronze,11,Monday,mastercard,0
700,telecom_services,standard,15,Monday,visa,0
701,grocery_store,standard,9,Tuesday,visa,0
702,gas_station,bronze,7,Tuesday,mastercard,0
703,restaurant,gold,12,Tuesday,visa,0
704,coffee_shop,new,8,Tuesday,visa,0
705,pharmacy,silver,10,Tuesday,visa,0
706,clothing,standard,17,Tuesday,mastercard,0
707,electronics,premium,15,Tuesday,amex,0
708,grocery_store,standard,9,Tuesday,visa,0
709,online_retail,student,21,Tuesday,visa,0
710,gas_station,bronze,18,Tuesday,mastercard,0
711,restaurant,gold,19,Tuesday,amex,0
712,department_store,premium,14,Tuesday,visa,0
713,fast_food,student,12,Tuesday,visa,0
714,pharmacy,silver,11,Tuesday,mastercard,0
715,home_improvement,loyal,10,Tuesday,visa,0
716,furniture_store,corporate,16,Tuesday,amex,0
717,grocery_store,standard,17,Tuesday,visa,0
718,bookstore,student,15,Tuesday,visa,0
719,pet_store,silver,13,Tuesday,mastercard,0
720,sporting_goods,bronze,14,Tuesday,visa,0
721,grocery_store,standard,9,Wednesday,visa,0
722,gas_station,bronze,7,Wednesday,mastercard,0
723,restaurant,gold,13,Wednesday,visa,0
724,electronics,premium,15,Wednesday,amex,0
725,pharmacy,silver,10,Wednesday,visa,0
726,clothing,standard,16,Wednesday,mastercard,0
727,grocery_store,loyal,8,Wednesday,visa,0
728,coffee_shop,new,8,Wednesday,visa,0
729,online_retail,student,22,Wednesday,visa,0
730,gas_station,bronze,18,Wednesday,mastercard,0
731,restaurant,gold,20,Wednesday,amex,0
732,grocery_store,standard,11,Wednesday,visa,0
733,department_store,premium,15,Wednesday,visa,0
734,pharmacy,silver,9,Wednesday,mastercard,0
735,fast_food,student,13,Wednesday,visa,0
736,electronics,vip,14,Wednesday,amex,0
737,grocery_store,standard,17,Wednesday,visa,0
738,auto_repair,bronze,11,Wednesday,mastercard,0
739,hardware_store,loyal,12,Wednesday,visa,0
740,toy_store,standard,16,Wednesday,visa,0
741,grocery_store,standard,9,Thursday,visa,0
742,gas_station,bronze,7,Thursday,mastercard,0
743,restaurant,gold,12,Thursday,visa,0
744,electronics,premium,14,Thursday,amex,0
745,pharmacy,silver,10,Thursday,visa,0
746,clothing,standard,18,Thursday,mastercard,0
747,grocery_store,loyal,8,Thursday,visa,0
748,coffee_shop,new,7,Thursday,visa,0
749,online_retail,student,21,Thursday,visa,0
750,gas_station,bronze,19,Thursday,mastercard,0
751,restaurant,gold,19,Thursday,amex,0
752,grocery_store,standard,11,Thursday,visa,0
753,department_store,premium,16,Thursday,visa,0
754,pharmacy,silver,9,Thursday,mastercard,0
755,fast_food,student,13,Thursday,visa,0
756,electronics,vip,15,Thursday,amex,0
757,grocery_store,standard,17,Thursday,visa,0
758,beauty_salon,gold,14,Thursday,visa,0
759,spa_services,vip,16,Thursday,amex,0
760,gym_membership,silver,6,Thursday,mastercard,0
761,grocery_store,standard,9,Friday,visa,0
762,gas_station,bronze,7,Friday,mastercard,0
763,restaurant,gold,13,Friday,visa,0
764,electronics,premium,15,Friday,amex,0
765,pharmacy,silver,10,Friday,visa,0
766,clothing,standard,18,Friday,mastercard,0
767,grocery_store,loyal,8,Friday,visa,0
768,coffee_shop,new,8,Friday,visa,0
769,online_retail,student,22,Friday,visa,0
770,gas_station,bronze,19,Friday,mastercard,0
771,restaurant,gold,20,Friday,amex,0
772,grocery_store,standard,11,Friday,visa,0
773,bar,gold,23,Friday,visa,0
774,nightclub,premium,23,Friday,amex,1
775,entertainment,standard,21,Friday,visa,0
776,movie_theater,student,19,Friday,visa,0
777,restaurant,vip,20,Friday,amex,0
778,fast_food,bronze,22,Friday,mastercard,0
779,convenience_store,standard,23,Friday,visa,0
780,taxi_service,gold,1,Friday,visa,0
781,grocery_store,standard,10,Saturday,visa,0
782,gas_station,bronze,9,Saturday,mastercard,0
783,restaurant,gold,13,Saturday,visa,0
784,electronics,premium,12,Saturday,amex,0
785,pharmacy,silver,11,Saturday,visa,0
786,clothing,standard,14,Saturday,mastercard,0
787,grocery_store,loyal,10,Saturday,visa,0
788,coffee_shop,new,9,Saturday,visa,0
789,online_retail,student,15,Saturday,visa,0
790,department_store,premium,13,Saturday,visa,0
791,restaurant,gold,19,Saturday,amex,0
792,grocery_store,standard,12,Saturday,visa,0
793,home_improvement,loyal,11,Saturday,mastercard,0
794,sporting_goods,bronze,14,Saturday,visa,0
795,toy_store,standard,15,Saturday,visa,0
796,electronics,vip,13,Saturday,amex,0
797,furniture_store,corporate,12,Saturday,visa,0
798,bar,gold,22,Saturday,visa,0
799,entertainment,standard,20,Saturday,visa,0
800,movie_theater,student,18,Saturday,visa,0
801,camping_gear,bronze,11,Saturday,mastercard,0
802,bicycle_shop,student,13,Saturday,visa,0
803,outdoor_equipment,silver,14,Saturday,visa,0
804,ski_shop,premium,12,Saturday,amex,0
805,marine_supplies,gold,15,Saturday,visa,0
806,rv_dealer,vip,10,Saturday,amex,0
807,motorcycle_shop,bronze,16,Saturday,mastercard,0
808,tire_shop,standard,11,Saturday,visa,0
809,car_wash,loyal,14,Saturday,visa,0
810,oil_change,bronze,13,Saturday,mastercard,0
811,grocery_store,standard,10,Sunday,visa,0
812,gas_station,bronze,11,Sunday,mastercard,0
813,restaurant,gold,13,Sunday,visa,0
814,pharmacy,silver,12,Sunday,visa,0
815,coffee_shop,new,10,Sunday,visa,0
816,grocery_store,loyal,11,Sunday,visa,0
817,restaurant,premium,18,Sunday,amex,0
818,department_store,standard,14,Sunday,visa,0
819,entertainment,gold,16,Sunday,visa,0
820,movie_theater,student,17,Sunday,visa,0
821,grocery_store,standard,9,Monday,visa,0
822,gas_station,bronze,7,Monday,mastercard,0
823,restaurant,gold,12,Monday,visa,0
824,electronics,premium,14,Monday,amex,0
825,pharmacy,silver,10,Monday,visa,0
826,clothing,standard,15,Monday,mastercard,0
827,grocery_store,loyal,8,Monday,visa,0
828,coffee_shop,new,7,Monday,visa,0
829,online_retail,student,20,Monday,visa,0
830,gas_station,bronze,18,Monday,mastercard,0
831,restaurant,gold,19,Monday,amex,0
832,grocery_store,standard,11,Monday,visa,0
833,department_store,premium,16,Monday,visa,0
834,pharmacy,silver,9,Monday,mastercard,0
835,fast_food,student,13,Monday,visa,0
836,electronics,vip,14,Monday,amex,0
837,grocery_store,standard,17,Monday,visa,0
838,office_supplies,corporate,10,Monday,visa,0
839,print_shop,bronze,11,Monday,mastercard,0
840,telecom_services,standard,15,Monday,visa,0
841,grocery_store,standard,9,Tuesday,visa,0
842,gas_station,bronze,7,Tuesday,mastercard,0
843,restaurant,gold,12,Tuesday,visa,0
844,coffee_shop,new,8,Tuesday,visa,0
845,pharmacy,silver,10,Tuesday,visa,0
846,clothing,standard,17,Tuesday,mastercard,0
847,electronics,premium,15,Tuesday,amex,0
848,grocery_store,standard,9,Tuesday,visa,0
849,online_retail,student,21,Tuesday,visa,0
850,gas_station,bronze,18,Tuesday,mastercard,0
851,restaurant,gold,19,Tuesday,amex,0
852,department_store,premium,14,Tuesday,visa,0
853,fast_food,student,12,Tuesday,visa,0
854,pharmacy,silver,11,Tuesday,mastercard,0
855,home_improvement,loyal,10,Tuesday,visa,0
856,furniture_store,corporate,16,Tuesday,amex,0
857,grocery_store,standard,17,Tuesday,visa,0
858,bookstore,student,15,Tuesday,visa,0
859,pet_store,silver,13,Tuesday,mastercard,0
860,sporting_goods,bronze,14,Tuesday,visa,0
861,grocery_store,standard,9,Wednesday,visa,0
862,gas_station,bronze,7,Wednesday,mastercard,0
863,restaurant,gold,13,Wednesday,visa,0
864,electronics,premium,15,Wednesday,amex,0
865,pharmacy,silver,10,Wednesday,visa,0
866,clothing,standard,16,Wednesday,mastercard,0
867,grocery_store,loyal,8,Wednesday,visa,0
868,coffee_shop,new,8,Wednesday,visa,0
869,online_retail,student,22,Wednesday,visa,0
870,gas_station,bronze,18,Wednesday,mastercard,0
871,restaurant,gold,20,Wednesday,amex,0
872,grocery_store,standard,11,Wednesday,visa,0
873,department_store,premium,15,Wednesday,visa,0
874,pharmacy,silver,9,Wednesday,mastercard,0
875,fast_food,student,13,Wednesday,visa,0
876,electronics,vip,14,Wednesday,amex,0
877,grocery_store,standard,17,Wednesday,visa,0
878,auto_repair,bronze,11,Wednesday,mastercard,0
879,hardware_store,loyal,12,Wednesday,visa,0
880,toy_store,standard,16,Wednesday,visa,0
881,grocery_store,standard,9,Thursday,visa,0
882,gas_station,bronze,7,Thursday,mastercard,0
883,restaurant,gold,12,Thursday,visa,0
884,electronics,premium,14,Thursday,amex,0
885,pharmacy,silver,10,Thursday,visa,0
886,clothing,standard,18,Thursday,mastercard,0
887,grocery_store,loyal,8,Thursday,visa,0
888,coffee_shop,new,7,Thursday,visa,0
889,online_retail,student,21,Thursday,visa,1
890,gas_station,bronze,19,Thursday,mastercard,0
891,restaurant,gold,19,Thursday,amex,0
892,grocery_store,standard,11,Thursday,visa,0
893,department_store,premium,16,Thursday,visa,0
894,pharmacy,silver,9,Thursday,mastercard,0
895,fast_food,student,13,Thursday,visa,0
896,electronics,vip,15,Thursday,amex,0
897,grocery_store,standard,17,Thursday,visa,0
898,beauty_salon,gold,14,Thursday,visa,0
899,spa_services,vip,16,Thursday,amex,0
900,gym_membership,silver,6,Thursday,mastercard,0
901,grocery_store,standard,9,Friday,visa,0
902,gas_station,bronze,7,Friday,mastercard,0
903,restaurant,gold,13,Friday,visa,0
904,electronics,premium,15,Friday,amex,0
905,pharmacy,silver,10,Friday,visa,0
906,clothing,standard,18,Friday,mastercard,0
907,grocery_store,loyal,8,Friday,visa,0
908,coffee_shop,new,8,Friday,visa,0
909,online_retail,student,22,Friday,visa,0
910,gas_station,bronze,19,Friday,mastercard,0
911,restaurant,gold,20,Friday,amex,0
912,grocery_store,standard,11,Friday,visa,0
913,bar,gold,23,Friday,visa,0
914,nightclub,premium,23,Friday,amex,0
915,entertainment,standard,21,Friday,visa,0
916,movie_theater,student,19,Friday,visa,0
917,restaurant,vip,20,Friday,amex,0
918,fast_food,bronze,22,Friday,mastercard,0
919,convenience_store,standard,23,Friday,visa,0
920,taxi_service,gold,1,Friday,visa,0
921,grocery_store,standard,10,Saturday,visa,0
922,gas_station,bronze,9,Saturday,mastercard,0
923,restaurant,gold,13,Saturday,visa,0
924,electronics,premium,12,Saturday,amex,0
925,pharmacy,silver,11,Saturday,visa,0
926,clothing,standard,14,Saturday,mastercard,0
927,grocery_store,loyal,10,Saturday,visa,0
928,coffee_shop,new,9,Saturday,visa,0
929,online_retail,student,15,Saturday,visa,0
930,department_store,premium,13,Saturday,visa,0
931,restaurant,gold,19,Saturday,amex,0
932,grocery_store,standard,12,Saturday,visa,0
933,home_improvement,loyal,11,Saturday,mastercard,0
934,sporting_goods,bronze,14,Saturday,visa,0
935,toy_store,standard,15,Saturday,visa,0
936,electronics,vip,13,Saturday,amex,0
937,furniture_store,corporate,12,Saturday,visa,0
938,bar,gold,22,Saturday,visa,0
939,entertainment,standard,20,Saturday,visa,0
940,movie_theater,student,18,Saturday,visa,0
941,grocery_store,standard,10,Sunday,visa,0
942,gas_station,bronze,11,Sunday,mastercard,0
943,restaurant,gold,13,Sunday,visa,0
944,pharmacy,silver,12,Sunday,visa,0
945,coffee_shop,new,10,Sunday,visa,0
946,grocery_store,loyal,11,Sunday,visa,0
947,restaurant,premium,18,Sunday,amex,0
948,department_store,standard,14,Sunday,visa,0
949,entertainment,gold,16,Sunday,visa,0
950,movie_theater,student,17,Sunday,visa,0
951,auction_house,vip,11,Sunday,amex,1
952,antique_shop,premium,13,Sunday,visa,0
953,thrift_store,bronze,14,Sunday,mastercard,0
954,consignment_shop,silver,12,Sunday,visa,0
955,pawn_shop,standard,15,Sunday,mastercard,0
956,coin_dealer,gold,10,Sunday,visa,0
957,stamp_dealer,premium,11,Sunday,amex,0
958,collectibles_store,vip,14,Sunday,visa,0
959,comic_book_store,student,16,Sunday,visa,0
960,card_shop,bronze,15,Sunday,mastercard,0
961,grocery_store,standard,9,Monday,visa,0
962,gas_station,bronze,7,Monday,mastercard,0
963,restaurant,gold,12,Monday,visa,0
964,electronics,premium,14,Monday,amex,0
965,pharmacy,silver,10,Monday,visa,0
966,clothing,standard,15,Monday,mastercard,0
967,grocery_store,loyal,8,Monday,visa,0
968,coffee_shop,new,7,Monday,visa,0
969,online_retail,student,20,Monday,visa,0
970,gas_station,bronze,18,Monday,mastercard,0
971,restaurant,gold,19,Monday,amex,0
972,grocery_store,standard,11,Monday,visa,0
973,department_store,premium,16,Monday,visa,0
974,pharmacy,silver,9,Monday,mastercard,0
975,fast_food,student,13,Monday,visa,0
976,electronics,vip,14,Monday,amex,0
977,grocery_store,standard,17,Monday,visa,0
978,office_supplies,corporate,10,Monday,visa,0
979,print_shop,bronze,11,Monday,mastercard,0
980,telecom_services,standard,15,Monday,visa,0
981,grocery_store,standard,9,Tuesday,visa,0
982,gas_station,bronze,7,Tuesday,mastercard,0
983,restaurant,gold,12,Tuesday,visa,0
984,coffee_shop,new,8,Tuesday,visa,0
985,pharmacy,silver,10,Tuesday,visa,0
986,clothing,standard,17,Tuesday,mastercard,0
987,electronics,premium,15,Tuesday,amex,0
988,grocery_store,standard,9,Tuesday,visa,0
989,online_retail,student,21,Tuesday,visa,0
990,gas_station,bronze,18,Tuesday,mastercard,0
991,restaurant,gold,19,Tuesday,amex,0
992,department_store,premium,14,Tuesday,visa,0
993,fast_food,student,12,Tuesday,visa,0
994,pharmacy,silver,11,Tuesday,mastercard,0
995,home_improvement,loyal,10,Tuesday,visa,0
996,furniture_store,corporate,16,Tuesday,amex,0
997,grocery_store,standard,17,Tuesday,visa,0
998,bookstore,student,15,Tuesday,visa,0
999,pet_store,silver,13,Tuesday,mastercard,0
1000,sporting_goods,bronze,14,Tuesday,visa,0
1001,grocery_store,standard,9,Wednesday,visa,0
1002,gas_station,bronze,7,Wednesday,mastercard,0
1003,restaurant,gold,13,Wednesday,visa,0
1004,electronics,premium,15,Wednesday,amex,0
1005,pharmacy,silver,10,Wednesday,visa,0
1006,clothing,standard,16,Wednesday,mastercard,0
1007,grocery_store,loyal,8,Wednesday,visa,0
1008,coffee_shop,new,8,Wednesday,visa,0
1009,online_retail,student,22,Wednesday,visa,0
1010,gas_station,bronze,18,Wednesday,mastercard,0
1011,restaurant,gold,20,Wednesday,amex,0
1012,grocery_store,standard,11,Wednesday,visa,0
1013,department_store,premium,15,Wednesday,visa,0
1014,pharmacy,silver,9,Wednesday,mastercard,0
1015,fast_food,student,13,Wednesday,visa,0
1016,electronics,vip,14,Wednesday,amex,0
1017,grocery_store,standard,17,Wednesday,visa,0
1018,auto_repair,bronze,11,Wednesday,mastercard,0
1019,hardware_store,loyal,12,Wednesday,visa,0
1020,toy_store,standard,16,Wednesday,visa,0
1021,grocery_store,standard,9,Thursday,visa,0
1022,gas_station,bronze,7,Thursday,mastercard,0
1023,restaurant,gold,12,Thursday,visa,0
1024,electronics,premium,14,Thursday,amex,0
1025,pharmacy,silver,10,Thursday,visa,0
1026,clothing,standard,18,Thursday,mastercard,0
1027,grocery_store,loyal,8,Thursday,visa,0
1028,coffee_shop,new,7,Thursday,visa,0
1029,online_retail,student,21,Thursday,visa,0
1030,gas_station,bronze,19,Thursday,mastercard,0
1031,restaurant,gold,19,Thursday,amex,0
1032,grocery_store,standard,11,Thursday,visa,0
1033,department_store,premium,16,Thursday,visa,0
1034,pharmacy,silver,9,Thursday,mastercard,0
1035,fast_food,student,13,Thursday,visa,0
1036,electronics,vip,15,Thursday,amex,0
